Rank,Mark,WIND,Competitor,DOB,Nat,Pos,Nat,Venue,Date,Results Score,discipline,year,ProfileURL,source
52,27:43.82,,Gideon NGATUNYI,10 OCT 1986,KEN,1f1,,Fukagawa (JPN),25 JUN 2011,1157,men_10000m,2011,https://worldathletics.org/athletes/athlete=14209399,toplist
53,27:44.30,,Tetsuya YOROIZAKA,20 MAR 1990,JPN,2,,Birmingham (GBR),29 JUL 2011,1156,men_10000m,2011,https://worldathletics.org/athletes/athlete=14327538,toplist
54,27:44.50,,Daniele MEUCCI,07 OCT 1985,ITA,3,,Birmingham (GBR),29 JUL 2011,1156,men_10000m,2011,https://worldathletics.org/athletes/athlete=14200873,toplist
55,27:47.51,,Alex MWANGI,14 JUN 1990,KEN,3f1,,Fukagawa (JPN),25 JUN 2011,1151,men_10000m,2011,https://worldathletics.org/athletes/athlete=14438371,toplist
56,27:47.79,,Kazuya WATANABE,07 JUL 1987,JPN,4f1,,Fukagawa (JPN),25 JUN 2011,1151,men_10000m,2011,https://worldathletics.org/athletes/athlete=14206709,toplist
57,27:48.5h,,Kenneth Kiprop KIPKEMOI,02 AUG 1984,KEN,6f1,,Nairobi (KEN),16 JUL 2011,1150,men_10000m,2011,https://worldathletics.org/athletes/athlete=14383248,toplist
58,27:48.74,,Jacob WANJIKU,16 JAN 1986,KEN,1f1,,Kobe (JPN),23 APR 2011,1149,men_10000m,2011,https://worldathletics.org/athletes/athlete=14209958,toplist
59,27:48.84,,Ayele ABSHERO,28 DEC 1990,ETH,17,,"Hayward Field, Eugene, OR (USA)",03 JUN 2011,1149,men_10000m,2011,https://worldathletics.org/athletes/athlete=14181296,toplist
60,27:50.50,,Micah Kemboi KOGO,30 JUN 1986,KEN,3,,Melbourne (AUS),10 DEC 2011,1146,men_10000m,2011,https://worldathletics.org/athletes/athlete=14208652,toplist
61,27:51.17,,Desta ALEMU,18 FEB 1992,ETH,2f3,,Kita-Kyushu (JPN),14 MAY 2011,1145,men_10000m,2011,https://worldathletics.org/athletes/athlete=14375964,toplist
62,27:51.49,,Juan Carlos ROMERO BERNAL,15 DEC 1977,MEX,15f1,,"Palo Alto, CA (USA)",01 MAY 2011,1145,men_10000m,2011,https://worldathletics.org/athletes/athlete=14213238,toplist
63,27:51.78,,Scott BAUHS,11 MAY 1986,USA,16f1,,"Palo Alto, CA (USA)",01 MAY 2011,1145,men_10000m,2011,https://worldathletics.org/athletes/athlete=14232164,toplist
64,27:52.19,,Vincent RONO,10 NOV 1990,KEN,1,,Pontevedra (ESP),02 APR 2011,1144,men_10000m,2011,https://worldathletics.org/athletes/athlete=14209638,toplist
65,27:53.55,,Rui SILVA,03 AUG 1977,POR,2,,Pontevedra (ESP),02 APR 2011,1142,men_10000m,2011,https://worldathletics.org/athletes/athlete=14218604,toplist
66,27:55.81,,Josphat Kiprono MENJO,20 AUG 1979,KEN,1,,Turku (FIN),11 SEP 2011,1138,men_10000m,2011,https://worldathletics.org/athletes/athlete=14209102,toplist
67,27:56.18,,Stephen MOKOKA,31 JAN 1985,RSA,1,,Stellenbosch (RSA),29 APR 2011,1138,men_10000m,2011,https://worldathletics.org/athletes/athlete=14220671,toplist
68,27:57.42,,Ryan VAIL,19 MAR 1986,USA,17f1,,"Palo Alto, CA (USA)",01 MAY 2011,1136,men_10000m,2011,https://worldathletics.org/athletes/athlete=14253704,toplist
69,27:57.63,,Daniel GITAU,01 OCT 1987,KEN,7,,Kobe (JPN),24 APR 2011,1135,men_10000m,2011,https://worldathletics.org/athletes/athlete=14207737,toplist
70,27:57.88,,Aaron BRAUN,28 MAY 1987,USA,18f1,,"Palo Alto, CA (USA)",01 MAY 2011,1135,men_10000m,2011,https://worldathletics.org/athletes/athlete=14233216,toplist
71,27:58.17,,Hicham BELLANI,15 SEP 1979,MAR,1,,Rabat (MAR),11 JUL 2011,1135,men_10000m,2011,https://worldathletics.org/athletes/athlete=14211878,toplist
72,27:58.26,,Duncan Maina MUTHEE,08 MAR 1991,KEN,2,,Yokohama (JPN),29 OCT 2011,1134,men_10000m,2011,https://worldathletics.org/athletes/athlete=14419633,toplist
73,27:59.60,,Yuki SATO,26 NOV 1986,JPN,19f1,,"Palo Alto, CA (USA)",01 MAY 2011,1132,men_10000m,2011,https://worldathletics.org/athletes/athlete=14205661,toplist
74,28:00.78,,Akinobu MURASAWA,28 MAR 1991,JPN,8,,Kobe (JPN),24 APR 2011,1131,men_10000m,2011,https://worldathletics.org/athletes/athlete=14204725,toplist
75,28:02.46,,Yufu IKUTO,07 JUL 1991,JPN,5f1,,Fukagawa (JPN),25 JUN 2011,1128,men_10000m,2011,https://worldathletics.org/athletes/athlete=14371145,toplist
76,28:03.27,,Hiromitsu KAKUAGE,14 SEP 1990,JPN,6f1,,Fukagawa (JPN),25 JUN 2011,1127,men_10000m,2011,https://worldathletics.org/athletes/athlete=14374620,toplist
77,28:03.43,,Benjamin NGANDU,21 MAY 1991,KEN,7f1,,Fukagawa (JPN),25 JUN 2011,1127,men_10000m,2011,https://worldathletics.org/athletes/athlete=14419634,toplist
78,28:03.48,,Micah NJERU,05 AUG 1988,KEN,8f1,,Fukagawa (JPN),25 JUN 2011,1126,men_10000m,2011,https://worldathletics.org/athletes/athlete=14209441,toplist
79,28:04.63,,Daniel Lemashon SALEL,11 DEC 1990,KEN,19,,"Hayward Field, Eugene, OR (USA)",03 JUN 2011,1125,men_10000m,2011,https://worldathletics.org/athletes/athlete=14209734,toplist
80,28:05.84,,Naoki OKAMOTO,26 MAY 1984,JPN,9,,Kobe (JPN),24 APR 2011,1123,men_10000m,2011,https://worldathletics.org/athletes/athlete=14205213,toplist
81,28:06.35,,Hiroyuki ONO,03 OCT 1986,JPN,9f1,,Fukagawa (JPN),25 JUN 2011,1122,men_10000m,2011,https://worldathletics.org/athletes/athlete=14205303,toplist
82,28:07.52,,Brian OLINGER,02 JUN 1983,USA,20f1,,"Palo Alto, CA (USA)",01 MAY 2011,1120,men_10000m,2011,https://worldathletics.org/athletes/athlete=14247604,toplist
83,28:09.33,,Gladwin Sibabalwe MZAZI,28 AUG 1988,RSA,2,,Stellenbosch (RSA),29 APR 2011,1117,men_10000m,2011,https://worldathletics.org/athletes/athlete=14220789,toplist
84,28:10.5h,,Philemon LIMO,02 AUG 1985,KEN,12f1,,Nairobi (KEN),16 JUL 2011,1116,men_10000m,2011,https://worldathletics.org/athletes/athlete=14418127,toplist
85,28:11.00,,Robert MACK,30 DEC 1984,USA,21f1,,"Palo Alto, CA (USA)",01 MAY 2011,1115,men_10000m,2011,https://worldathletics.org/athletes/athlete=14244637,toplist
86,28:11.0h,,Henry Kipsigei CHIRCHIR,14 MAY 1985,KEN,13f1,,Nairobi (KEN),16 JUL 2011,1115,men_10000m,2011,https://worldathletics.org/athletes/athlete=14413157,toplist
87,28:12.18,,Samuel CHELANGA,23 FEB 1985,KEN,2,,"Des Moines, IA (USA)",10 JUN 2011,1113,men_10000m,2011,https://worldathletics.org/athletes/athlete=14207499,toplist
88,28:12.25,,Jorge TORRES,22 AUG 1980,USA,22f1,,"Palo Alto, CA (USA)",01 MAY 2011,1113,men_10000m,2011,https://worldathletics.org/athletes/athlete=14253365,toplist
89,28:12.66,,David MCNEILL,06 OCT 1986,AUS,5,,Melbourne (AUS),10 DEC 2011,1112,men_10000m,2011,https://worldathletics.org/athletes/athlete=14179165,toplist
90,28:12.82,,Dylan WYKES,06 JUN 1983,CAN,23f1,,"Palo Alto, CA (USA)",01 MAY 2011,1112,men_10000m,2011,https://worldathletics.org/athletes/athlete=14173269,toplist
91,28:13.97,,Kibet SOYEKWO,06 JUN 1992,UGA,1,,Kampala (UGA),22 JUL 2011,1110,men_10000m,2011,https://worldathletics.org/athletes/athlete=14375768,toplist
92,28:14.43,,Takayuki MATSUMIYA,21 FEB 1980,JPN,24f1,,"Palo Alto, CA (USA)",01 MAY 2011,1110,men_10000m,2011,https://worldathletics.org/athletes/athlete=14204366,toplist
93,28:14.44,,Takuya ISHIKAWA,29 OCT 1987,JPN,10,,Kobe (JPN),24 APR 2011,1110,men_10000m,2011,https://worldathletics.org/athletes/athlete=14203437,toplist
94,28:15.79,,Sergey RYBIN,30 SEP 1985,RUS,1,,"Meteor, Zhukovskiy (RUS)",03 JUL 2011,1108,men_10000m,2011,https://worldathletics.org/athletes/athlete=14223768,toplist
95,28:16.49,,Kenichi JIROMARU,01 OCT 1984,JPN,11f1,,Fukagawa (JPN),25 JUN 2011,1107,men_10000m,2011,https://worldathletics.org/athletes/athlete=14203579,toplist
96,28:16.65,,Ben TRUE,29 DEC 1985,USA,25f1,,"Palo Alto, CA (USA)",01 MAY 2011,1106,men_10000m,2011,https://worldathletics.org/athletes/athlete=14253490,toplist
97,28:17.99,,Kentaro MATSUMOTO,01 JUN 1991,JPN,12f1,,Fukagawa (JPN),25 JUN 2011,1104,men_10000m,2011,https://worldathletics.org/athletes/athlete=14334339,toplist
98,28:18.13,,Hiroki MITSUOKA,28 FEB 1989,JPN,13f1,,Fukagawa (JPN),25 JUN 2011,1104,men_10000m,2011,https://worldathletics.org/athletes/athlete=14335226,toplist
99,28:18.52,,Ryo KINAME,22 JAN 1991,JPN,14f1,,Fukagawa (JPN),25 JUN 2011,1103,men_10000m,2011,https://worldathletics.org/athletes/athlete=14425352,toplist
100,28:19.1h,,Peter Chesang KURUI,02 JAN 1988,KEN,1f2,,Nairobi (KEN),16 JUL 2011,1103,men_10000m,2011,https://worldathletics.org/athletes/athlete=14335070,toplist
1,26:51.16,,Emmanuel Kipkemei BETT,29 MAR 1985,KEN,1,,"Boudewijnstadion, Bruxelles (BEL)",07 SEP 2012,1240,men_10000m,2012,https://worldathletics.org/athletes/athlete=14207366,toplist
2,26:51.68,,Vincent Kiprop CHEPKOK,05 JUL 1988,KEN,2,,"Boudewijnstadion, Bruxelles (BEL)",07 SEP 2012,1240,men_10000m,2012,https://worldathletics.org/athletes/athlete=14207542,toplist
3,26:52.65,,Kenneth Kiprop KIPKEMOI,02 AUG 1984,KEN,3,,"Boudewijnstadion, Bruxelles (BEL)",07 SEP 2012,1238,men_10000m,2012,https://worldathletics.org/athletes/athlete=14383248,toplist
4,26:57.56,,Yigrem DEMELASH,26 JAN 1994,ETH,4,,"Boudewijnstadion, Bruxelles (BEL)",07 SEP 2012,1230,men_10000m,2012,https://worldathletics.org/athletes/athlete=14498755,toplist
5,27:01.58,,Leonard Patrick KOMON,10 JAN 1988,KEN,5,,"Boudewijnstadion, Bruxelles (BEL)",07 SEP 2012,1224,men_10000m,2012,https://worldathletics.org/athletes/athlete=14208682,toplist
6,27:01.98,,Wilson KIPROP,14 APR 1987,KEN,1,,"Hayward Field, Eugene, OR (USA)",01 JUN 2012,1223,men_10000m,2012,https://worldathletics.org/athletes/athlete=14329174,toplist
7,27:02.25,,Moses Ndiema MASAI,01 JUN 1986,KEN,2,,"Hayward Field, Eugene, OR (USA)",01 JUN 2012,1223,men_10000m,2012,https://worldathletics.org/athletes/athlete=14209038,toplist
8,27:02.59,,Kenenisa BEKELE,13 JUN 1982,ETH,1,,Birmingham (GBR),22 JUN 2012,1222,men_10000m,2012,https://worldathletics.org/athletes/athlete=14181357,toplist
9,27:03.24,,Tariku BEKELE,28 FEB 1987,ETH,2,,Birmingham (GBR),22 JUN 2012,1221,men_10000m,2012,https://worldathletics.org/athletes/athlete=14181358,toplist
10,27:03.49,,Kaan Kigen ÖZBILEN,15 JAN 1986,KEN,6,,"Boudewijnstadion, Bruxelles (BEL)",07 SEP 2012,1221,men_10000m,2012,https://worldathletics.org/athletes/athlete=14208053,toplist
11,27:03.58,,Gebregziabher GEBREMARIAM,10 SEP 1984,ETH,3,,Birmingham (GBR),22 JUN 2012,1220,men_10000m,2012,https://worldathletics.org/athletes/athlete=14181464,toplist
12,27:03.65,,Sileshi SIHINE,29 JAN 1983,ETH,4,,Birmingham (GBR),22 JUN 2012,1220,men_10000m,2012,https://worldathletics.org/athletes/athlete=14181623,toplist
13,27:04.48,,Moses Ndiema KIPSIRO,02 SEP 1986,UGA,5,,Birmingham (GBR),22 JUN 2012,1219,men_10000m,2012,https://worldathletics.org/athletes/athlete=14229608,toplist
14,27:05.50,,Bedan KAROKI,21 AUG 1990,KEN,3,,"Hayward Field, Eugene, OR (USA)",01 JUN 2012,1217,men_10000m,2012,https://worldathletics.org/athletes/athlete=14327782,toplist
15,27:08.44,,Geoffrey KIRUI,16 FEB 1993,KEN,5,,"Hayward Field, Eugene, OR (USA)",01 JUN 2012,1213,men_10000m,2012,https://worldathletics.org/athletes/athlete=14424831,toplist
16,27:09.38,,Lucas Kimeli ROTICH,16 APR 1990,KEN,6,,"Hayward Field, Eugene, OR (USA)",01 JUN 2012,1211,men_10000m,2012,https://worldathletics.org/athletes/athlete=14209671,toplist
17,27:11.93,,Eliud KIPCHOGE,05 NOV 1984,KEN,7,,"Hayward Field, Eugene, OR (USA)",01 JUN 2012,1207,men_10000m,2012,https://worldathletics.org/athletes/athlete=14208194,toplist
18,27:11.98,,Lelisa DESISA,14 JAN 1990,ETH,2,,"FBK Stadium, Hengelo (NED)",27 MAY 2012,1207,men_10000m,2012,https://worldathletics.org/athletes/athlete=14377814,toplist
19,27:14.02,,Imane MERGA,15 OCT 1988,ETH,7,,"Boudewijnstadion, Bruxelles (BEL)",07 SEP 2012,1204,men_10000m,2012,https://worldathletics.org/athletes/athlete=14181578,toplist
20,27:16.69,,Teklemariam MEDHIN,24 JUN 1989,ERI,5,,"FBK Stadium, Hengelo (NED)",27 MAY 2012,1200,men_10000m,2012,https://worldathletics.org/athletes/athlete=14167386,toplist
21,27:17.03,,Isiah Kiplangat KOECH,19 DEC 1993,KEN,8,,"Boudewijnstadion, Bruxelles (BEL)",07 SEP 2012,1199,men_10000m,2012,https://worldathletics.org/athletes/athlete=14375779,toplist
22,27:18.22,,Mark Kosgei KIPTOO,21 JUN 1976,KEN,8,,"Hayward Field, Eugene, OR (USA)",01 JUN 2012,1197,men_10000m,2012,https://worldathletics.org/athletes/athlete=14208497,toplist
23,27:18.39,,Abera KUMA,31 AUG 1990,ETH,2,,Liège (BEL),05 JUL 2012,1197,men_10000m,2012,https://worldathletics.org/athletes/athlete=14181547,toplist
24,27:18.90,,Tilahun REGASSA,18 JAN 1990,ETH,6,,"FBK Stadium, Hengelo (NED)",27 MAY 2012,1196,men_10000m,2012,https://worldathletics.org/athletes/athlete=14181603,toplist
25,27:19.70,,Chesari Kirui JACOB,06 APR 1984,KEN,9,,"Boudewijnstadion, Bruxelles (BEL)",07 SEP 2012,1195,men_10000m,2012,https://worldathletics.org/athletes/athlete=14372030,toplist
26,27:20.39,,Haile GEBRSELASSIE,18 APR 1973,ETH,7,,"FBK Stadium, Hengelo (NED)",27 MAY 2012,1194,men_10000m,2012,https://worldathletics.org/athletes/athlete=14181475,toplist
27,27:21.40,,Ali Hassan MAHBOOB,31 DEC 1981,BRN,1,,Wageningen (NED),30 MAY 2012,1192,men_10000m,2012,https://worldathletics.org/athletes/athlete=14175122,toplist
28,27:22.54,,Lewis MOSOTI,1985,KEN,3,,Porto Novo (BEN),28 JUN 2012,1190,men_10000m,2012,https://worldathletics.org/athletes/athlete=14479227,toplist
29,27:23.04,,Micah Kemboi KOGO,30 JUN 1986,KEN,9,,"Hayward Field, Eugene, OR (USA)",01 JUN 2012,1189,men_10000m,2012,https://worldathletics.org/athletes/athlete=14208652,toplist
30,27:25.33,,Galen RUPP,08 MAY 1986,USA,1,,"Hayward Field, Eugene, OR (USA)",22 JUN 2012,1186,men_10000m,2012,https://worldathletics.org/athletes/athlete=14250207,toplist
31,27:27.56,,Paul Kipngetich TANUI,22 DEC 1990,KEN,11,,"Hayward Field, Eugene, OR (USA)",01 JUN 2012,1182,men_10000m,2012,https://worldathletics.org/athletes/athlete=14366690,toplist
32,27:27.96,,Cameron LEVINS,28 MAR 1989,CAN,1f1,,"Palo Alto, CA (USA)",29 APR 2012,1182,men_10000m,2012,https://worldathletics.org/athletes/athlete=14326707,toplist
33,27:28.10,,Nguse AMLOSOM,10 NOV 1986,ERI,2,,Wageningen (NED),30 MAY 2012,1181,men_10000m,2012,https://worldathletics.org/athletes/athlete=14474162,toplist
34,27:28.82,,Juan Luis BARRIOS,24 JUN 1983,MEX,3,,Wageningen (NED),30 MAY 2012,1180,men_10000m,2012,https://worldathletics.org/athletes/athlete=14212796,toplist
35,27:29.10,,Edward WAWERU,03 OCT 1990,KEN,1f1,,Fukagawa (JPN),27 JUN 2012,1180,men_10000m,2012,https://worldathletics.org/athletes/athlete=14209968,toplist
36,27:29.82,,Samuel CHELANGA,23 FEB 1985,KEN,2f1,,"Palo Alto, CA (USA)",29 APR 2012,1179,men_10000m,2012,https://worldathletics.org/athletes/athlete=14207499,toplist
37,27:30.32,,Patrick MWAKA,02 NOV 1992,KEN,2f1,,Fukagawa (JPN),27 JUN 2012,1178,men_10000m,2012,https://worldathletics.org/athletes/athlete=14432821,toplist
38,27:30.42,,Mo FARAH,23 MAR 1983,GBR,1,,"Olympic Stadium, London (GBR)",04 AUG 2012,1178,men_10000m,2012,https://worldathletics.org/athletes/athlete=14189197,toplist
39,27:31.38,,Chris DERRICK,17 OCT 1990,USA,3f1,,"Palo Alto, CA (USA)",29 APR 2012,1176,men_10000m,2012,https://worldathletics.org/athletes/athlete=14364215,toplist
40,27:31.61,,Moukhled AL OUTAIBI,20 JUN 1976,KSA,1,,Radés (TUN),09 JUN 2012,1176,men_10000m,2012,https://worldathletics.org/athletes/athlete=14210666,toplist
41,27:32.72,,John Kimondo THUO,27 NOV 1985,KEN,3f1,,Fukagawa (JPN),27 JUN 2012,1174,men_10000m,2012,https://worldathletics.org/athletes/athlete=14209895,toplist
42,27:32.79,,Dennis MASAI,01 DEC 1991,KEN,12,,"Hayward Field, Eugene, OR (USA)",01 JUN 2012,1174,men_10000m,2012,https://worldathletics.org/athletes/athlete=14424828,toplist
43,27:32.86,,Daniele MEUCCI,07 OCT 1985,ITA,4f1,,"Palo Alto, CA (USA)",29 APR 2012,1174,men_10000m,2012,https://worldathletics.org/athletes/athlete=14200873,toplist
44,27:32.90,,Diego ESTRADA,19 DEC 1989,MEX,5f1,,"Palo Alto, CA (USA)",29 APR 2012,1174,men_10000m,2012,https://worldathletics.org/athletes/athlete=14326821,toplist
45,27:33.51,,Zersenay TADESE,01 JAN 1982,ERI,6,,"Olympic Stadium, London (GBR)",04 AUG 2012,1173,men_10000m,2012,https://worldathletics.org/athletes/athlete=14167401,toplist
46,27:33.94,,Matt TEGENKAMP,19 JAN 1982,USA,2,,"Hayward Field, Eugene, OR (USA)",22 JUN 2012,1172,men_10000m,2012,https://worldathletics.org/athletes/athlete=14252899,toplist
47,27:34.64,,Mohammed AHMED,05 JAN 1991,CAN,6f1,,"Palo Alto, CA (USA)",29 APR 2012,1171,men_10000m,2012,https://worldathletics.org/athletes/athlete=14330105,toplist
48,27:35.16,,Martin Irungu MATHATHI,25 DEC 1985,KEN,1f1,,Kobe (JPN),21 APR 2012,1170,men_10000m,2012,https://worldathletics.org/athletes/athlete=14209051,toplist
49,27:36.09,,Dathan RITZENHEIN,30 DEC 1982,USA,3,,"Hayward Field, Eugene, OR (USA)",22 JUN 2012,1169,men_10000m,2012,https://worldathletics.org/athletes/athlete=14249632,toplist
50,27:38.81,,Polat Kemboi ARIKAN,12 DEC 1990,TUR,9,,"Olympic Stadium, London (GBR)",04 AUG 2012,1165,men_10000m,2012,https://worldathletics.org/athletes/athlete=14207925,toplist
51,27:39.65,,Josphat Kipkoech BETT,12 JUN 1990,KEN,13,,"Hayward Field, Eugene, OR (USA)",01 JUN 2012,1163,men_10000m,2012,https://worldathletics.org/athletes/athlete=14330102,toplist
52,27:40.21,,Brent VAUGHN,04 SEP 1984,USA,7f1,,"Palo Alto, CA (USA)",29 APR 2012,1163,men_10000m,2012,https://worldathletics.org/athletes/athlete=14253814,toplist
53,27:40.73,,Stephen MOKOKA,31 JAN 1985,RSA,1,,Port Elizabeth (RSA),13 APR 2012,1162,men_10000m,2012,https://worldathletics.org/athletes/athlete=14220671,toplist
54,27:41.17,,Ben TRUE,29 DEC 1985,USA,8f1,,"Palo Alto, CA (USA)",29 APR 2012,1161,men_10000m,2012,https://worldathletics.org/athletes/athlete=14253490,toplist
55,27:41.54,,Aaron BRAUN,28 MAY 1987,USA,5,,"Hayward Field, Eugene, OR (USA)",22 JUN 2012,1160,men_10000m,2012,https://worldathletics.org/athletes/athlete=14233216,toplist
56,27:41.57,,Chihiro MIYAWAKI,28 AUG 1991,JPN,4f1,,Fukuoka (JPN),21 SEP 2012,1160,men_10000m,2012,https://worldathletics.org/athletes/athlete=14435291,toplist
57,27:42.91,,Daniel GITAU,01 OCT 1987,KEN,4f1,,Fukagawa (JPN),27 JUN 2012,1158,men_10000m,2012,https://worldathletics.org/athletes/athlete=14207737,toplist
58,27:43.22,,Thomas AYEKO,10 FEB 1992,UGA,6,,Birmingham (GBR),22 JUN 2012,1158,men_10000m,2012,https://worldathletics.org/athletes/athlete=14413326,toplist
59,27:43.96,,Joseph CHIRLEE,14 FEB 1980,USA,4,,Wageningen (NED),30 MAY 2012,1157,men_10000m,2012,https://worldathletics.org/athletes/athlete=14207677,toplist
60,27:45.93,,Daniel Lemashon SALEL,11 DEC 1990,KEN,12,,"Boudewijnstadion, Bruxelles (BEL)",07 SEP 2012,1154,men_10000m,2012,https://worldathletics.org/athletes/athlete=14209734,toplist
61,27:46.10,,Kevin CHELIMO,14 FEB 1983,KEN,14,,"Hayward Field, Eugene, OR (USA)",01 JUN 2012,1153,men_10000m,2012,https://worldathletics.org/athletes/athlete=14207505,toplist
62,27:49.16,,Azmero Bekele MOLALIGN,22 JAN 1986,ETH,10,,"FBK Stadium, Hengelo (NED)",27 MAY 2012,1149,men_10000m,2012,https://worldathletics.org/athletes/athlete=14405018,toplist
63,27:49.76,,Abraham KIPLIMO,14 APR 1989,UGA,11,,"FBK Stadium, Hengelo (NED)",27 MAY 2012,1148,men_10000m,2012,https://worldathletics.org/athletes/athlete=14229602,toplist
64,27:50.50,,Daisuke SHIMIZU,02 AUG 1982,JPN,3f1,,Kobe (JPN),21 APR 2012,1146,men_10000m,2012,https://worldathletics.org/athletes/athlete=14205766,toplist
65,27:50.58,,Brian OLINGER,02 JUN 1983,USA,9f1,,"Palo Alto, CA (USA)",29 APR 2012,1146,men_10000m,2012,https://worldathletics.org/athletes/athlete=14247604,toplist
66,27:50.59,,Akinobu MURASAWA,28 MAR 1991,JPN,10f1,,"Palo Alto, CA (USA)",29 APR 2012,1146,men_10000m,2012,https://worldathletics.org/athletes/athlete=14204725,toplist
67,27:50.64,,Yusuke HASEGAWA,06 AUG 1988,JPN,1f1,,Tokyo (JPN),24 NOV 2012,1146,men_10000m,2012,https://worldathletics.org/athletes/athlete=14202951,toplist
68,27:51.07,,Ryan VAIL,19 MAR 1986,USA,12f1,,"Palo Alto, CA (USA)",29 APR 2012,1146,men_10000m,2012,https://worldathletics.org/athletes/athlete=14253704,toplist
69,27:51.71,,Agato Yashin HASSAN,19 JAN 1986,ETH,1f4,,Nagoya (JPN),13 OCT 2012,1145,men_10000m,2012,https://worldathletics.org/athletes/athlete=14534346,toplist
70,27:52.79,,Tsuyoshi UGACHI,27 APR 1987,JPN,13f1,,"Palo Alto, CA (USA)",29 APR 2012,1143,men_10000m,2012,https://worldathletics.org/athletes/athlete=14206599,toplist
71,27:53.52,,Robert MACK,30 DEC 1984,USA,14f1,,"Palo Alto, CA (USA)",29 APR 2012,1142,men_10000m,2012,https://worldathletics.org/athletes/athlete=14244637,toplist
72,27:53.65,,Andy VERNON,07 JAN 1986,GBR,15f1,,"Palo Alto, CA (USA)",29 APR 2012,1142,men_10000m,2012,https://worldathletics.org/athletes/athlete=14191093,toplist
73,27:54.52,,Milion YEHWALAESHET,24 JAN 1989,ETH,1f1,,Abashiri (JPN),07 JUL 2012,1140,men_10000m,2012,https://worldathletics.org/athletes/athlete=14379001,toplist
74,27:54.86,,Alex MWANGI,14 JUN 1990,KEN,3f1,,Tokyo (JPN),24 NOV 2012,1140,men_10000m,2012,https://worldathletics.org/athletes/athlete=14438371,toplist
75,27:56.20,,Alemu BEKELE,23 MAR 1990,BRN,13,,"FBK Stadium, Hengelo (NED)",27 MAY 2012,1138,men_10000m,2012,https://worldathletics.org/athletes/athlete=14383576,toplist
76,27:56.62,,Luke PUSKEDRA,08 FEB 1990,USA,8,,"Hayward Field, Eugene, OR (USA)",22 JUN 2012,1137,men_10000m,2012,https://worldathletics.org/athletes/athlete=14248961,toplist
77,27:56.67,,Micah NJERU,05 AUG 1988,KEN,2f1,,Abashiri (JPN),07 JUL 2012,1137,men_10000m,2012,https://worldathletics.org/athletes/athlete=14209441,toplist
77,27:56.67,,Robert KAJUGA,01 JAN 1985,RWA,14,,"Olympic Stadium, London (GBR)",04 AUG 2012,1137,men_10000m,2012,https://worldathletics.org/athletes/athlete=14467967,toplist
79,27:56.94,,Suguru OSAKO,23 MAY 1991,JPN,2,,Nobeoka (JPN),12 MAY 2012,1137,men_10000m,2012,https://worldathletics.org/athletes/athlete=14335060,toplist
80,27:57.07,,Yuki SATO,26 NOV 1986,JPN,16f1,,"Palo Alto, CA (USA)",29 APR 2012,1136,men_10000m,2012,https://worldathletics.org/athletes/athlete=14205661,toplist
80,27:57.07,,Lewis KORIR,11 JUN 1986,KEN,1,,Keuruu (FIN),05 AUG 2012,1136,men_10000m,2012,https://worldathletics.org/athletes/athlete=14208710,toplist
82,27:58.02,,Charles NDIRANGU,08 FEB 1993,KEN,1f2,,Kobe (JPN),21 APR 2012,1135,men_10000m,2012,https://worldathletics.org/athletes/athlete=14483454,toplist
83,27:58.05,,Simon BAIRU,08 AUG 1983,CAN,17f1,,"Palo Alto, CA (USA)",29 APR 2012,1135,men_10000m,2012,https://worldathletics.org/athletes/athlete=14174658,toplist
84,27:58.48,,Bobby CURTIS,28 NOV 1984,USA,10,,"Hayward Field, Eugene, OR (USA)",22 JUN 2012,1134,men_10000m,2012,https://worldathletics.org/athletes/athlete=14235757,toplist
85,27:59.04,,Hassan MEAD,28 AUG 1989,USA,11,,"Hayward Field, Eugene, OR (USA)",22 JUN 2012,1133,men_10000m,2012,https://worldathletics.org/athletes/athlete=14245833,toplist
86,27:59.15,,Titus Kipjumba MBISHEI,28 OCT 1990,KEN,15,,"Hayward Field, Eugene, OR (USA)",01 JUN 2012,1133,men_10000m,2012,https://worldathletics.org/athletes/athlete=14209071,toplist
87,27:59.78,,Yuki MATSUOKA,14 JAN 1986,JPN,5f1,,Fukuoka (JPN),21 SEP 2012,1132,men_10000m,2012,https://worldathletics.org/athletes/athlete=14204416,toplist
88,28:01.98,,Jacob WANJIKU,16 JAN 1986,KEN,2f2,,Kobe (JPN),21 APR 2012,1129,men_10000m,2012,https://worldathletics.org/athletes/athlete=14209958,toplist
89,28:02.26,,Johnson KIUMBANI,27 JAN 1993,KEN,3f1,,Abashiri (JPN),07 JUL 2012,1128,men_10000m,2012,https://worldathletics.org/athletes/athlete=14484372,toplist
90,28:03.16,,Tebalu ZAWUDE HEYI,02 NOV 1987,ETH,4,,Porto Novo (BEN),28 JUN 2012,1127,men_10000m,2012,https://worldathletics.org/athletes/athlete=14528393,toplist
91,28:03.21,,Mulue ANDOM,12 OCT 1991,ERI,5,,Wageningen (NED),30 MAY 2012,1127,men_10000m,2012,https://worldathletics.org/athletes/athlete=14366698,toplist
92,28:04.22,,Ayad LAMDASSEM,11 OCT 1981,ESP,2f1,,Bilbao (ESP),03 JUN 2012,1125,men_10000m,2012,https://worldathletics.org/athletes/athlete=14166054,toplist
