Rank,Mark,WIND,Competitor,DOB,Nat,Pos,Unnamed: 7,Venue,Date,Results Score,discipline,year,ProfileURL,source
71.0,57.76,,Genevieve COWIE,26 APR 1995,AUS,3,,"The Crest Athletics Centre, Bankstown, Sydney (AUS)",19 DEC 2020,1088.0,women_400h,2020,https://worldathletics.org/athletes/athlete=14495713,toplist
73.0,57.82,,Julia KORZUCH,27 DEC 1995,POL,7,,"Stadion Śląski, Chorzów (POL)",25 AUG 2020,1086.0,women_400h,2020,https://worldathletics.org/athletes/athlete=14654512,toplist
74.0,57.83,,Wanessa ZAVOLSKI,03 JUN 1989,BRA,1,,Bragança Paulista (BRA),18 NOV 2020,1086.0,women_400h,2020,https://worldathletics.org/athletes/athlete=14268782,toplist
75.0,57.85,,Rui TSUGAWA,24 NOV 2001,JPN,1f1,,"Mikio Oda Memorial Athletic Field, Tokorozawa (JPN)",15 AUG 2020,1085.0,women_400h,2020,https://worldathletics.org/athletes/athlete=14825125,toplist
76.0,57.86,,Nerea BERMEJO,20 DEC 1998,ESP,3,,"Polideportivo Juan de la Cierva, Getafe (ESP)",13 SEP 2020,1085.0,women_400h,2020,https://worldathletics.org/athletes/athlete=14701686,toplist
77.0,57.88,,Taylon BIELDT,04 NOV 1998,RSA,1,,"Bestmed Tuks Stadium, Pretoria (RSA)",08 FEB 2020,1084.0,women_400h,2020,https://worldathletics.org/athletes/athlete=14630870,toplist
77.0,57.88,,Moa GRANAT,08 AUG 2004,SWE,1,,"Hällåsens IP, Söderhamn (SWE)",08 AUG 2020,1084.0,women_400h,2020,https://worldathletics.org/athletes/athlete=14849869,toplist
79.0,57.89,,Paulette Natacha NGO,06 JUN 1994,ESP,4,,"Polideportivo Juan de la Cierva, Getafe (ESP)",13 SEP 2020,1084.0,women_400h,2020,https://worldathletics.org/athletes/athlete=14473611,toplist
80.0,57.91,,Farah CLERC,31 JUL 1990,FRA,1f1,,"Stadium Municipal, Albi (FRA)",13 SEP 2020,1083.0,women_400h,2020,https://worldathletics.org/athletes/athlete=14376199,toplist
81.0,57.92,,Rebecca SARTORI,22 MAY 1997,ITA,4,,"Stadio Colbachini, Padova (ITA)",30 AUG 2020,1083.0,women_400h,2020,https://worldathletics.org/athletes/athlete=14567410,toplist
82.0,57.93,,Oksana AESCHBACHER,25 JUN 1998,SUI,2f1,,"Sportanlage Wisacher, Regensdorf (SUI)",08 AUG 2020,1083.0,women_400h,2020,https://worldathletics.org/athletes/athlete=14682458,toplist
82.0,57.93,,Emilia ANKIEWICZ,22 NOV 1990,POL,3f2,,"Forest Stadium, Sopot (POL)",13 AUG 2020,1083.0,women_400h,2020,https://worldathletics.org/athletes/athlete=14421649,toplist
82.0,57.93,,Shana GREBO,09 NOV 2000,FRA,1,,"Stade Helitas, Caen (FRA)",19 AUG 2020,1083.0,women_400h,2020,https://worldathletics.org/athletes/athlete=14737421,toplist
85.0,57.94,,Izabela SMOLIŃSKA,14 JAN 1999,POL,2f2,,"Stadion AWF, Biala Podlaska (POL)",05 SEP 2020,1083.0,women_400h,2020,https://worldathletics.org/athletes/athlete=14646921,toplist
86.0,58.04,,Chayenne DA SILVA,05 FEB 2000,BRA,2,,"COTP Stadium, São Paulo (BRA)",13 DEC 2020,1080.0,women_400h,2020,https://worldathletics.org/athletes/athlete=14717813,toplist
87.0,58.06,,Garriel WHITE,29 AUG 2002,JAM,2,,"National Stadium, Kingston (JAM)",08 MAR 2020,1079.0,women_400h,2020,https://worldathletics.org/athletes/athlete=14738841,toplist
88.0,58.09,,Laura GLÄSNER,20 JAN 1996,GER,4,,"Eintracht-Stadion, Braunschweig (GER)",09 AUG 2020,1078.0,women_400h,2020,https://worldathletics.org/athletes/athlete=14483376,toplist
89.0,58.13,,Marlene SANTOS,24 OCT 1999,BRA,1f2,,"CNDA, Bragança Paulista (BRA)",18 DEC 2020,1077.0,women_400h,2020,https://worldathletics.org/athletes/athlete=14662618,toplist
90.0,58.16,,Christine SALTERBERG,09 JUN 1994,GER,5,,"Eintracht-Stadion, Braunschweig (GER)",09 AUG 2020,1076.0,women_400h,2020,https://worldathletics.org/athletes/athlete=14401086,toplist
91.0,58.17,,Dimitra GNAFAKI,09 JUL 1997,GRE,1f2,,Patra (GRE),09 AUG 2020,1076.0,women_400h,2020,https://worldathletics.org/athletes/athlete=14589524,toplist
91.0,58.17,,Irina KOLESNICHENKO,27 MAY 1988,RUS,2,,"Yelena Yelesina Stadium, Chelyabinsk (RUS)",09 SEP 2020,1076.0,women_400h,2020,https://worldathletics.org/athletes/athlete=14297577,toplist
93.0,58.24,,Martina HOFMANOVÁ,06 JAN 1995,CZE,1f1,,"Vitkovice, Ostrava (CZE)",22 AUG 2020,1074.0,women_400h,2020,https://worldathletics.org/athletes/athlete=14402457,toplist
94.0,58.25,,Emel SANLI-KIRÇIN,07 JUL 1993,TUR,1,,Bursa (TUR),20 AUG 2020,1073.0,women_400h,2020,https://worldathletics.org/athletes/athlete=14403973,toplist
95.0,58.32,,Daniela ROMAN,07 JAN 1996,AUS,1,,"Duncan Mackinnon Reserve, Murrumbeena, Melbourne (AUS)",08 MAR 2020,1071.0,women_400h,2020,https://worldathletics.org/athletes/athlete=14432750,toplist
95.0,58.32,,Meriem SAHNOUNE,05 JUN 1994,FRA,3f1,,"Stadium Municipal, Albi (FRA)",13 SEP 2020,1071.0,women_400h,2020,https://worldathletics.org/athletes/athlete=14461615,toplist
97.0,58.35,,Jessica TAPPIN,17 MAY 1990,GBR,2f2,,"Pingles Stadium, Nuneaton (GBR)",23 AUG 2020,1070.0,women_400h,2020,https://worldathletics.org/athletes/athlete=14276499,toplist
98.0,58.37,,Elisabeth SLETTUM,31 AUG 1986,NOR,2,,"Bislett Stadion, Oslo (NOR)",30 JUN 2020,1070.0,women_400h,2020,https://worldathletics.org/athletes/athlete=14292805,toplist
99.0,58.38,,Yuka KAWAMURA,28 DEC 2001,JPN,8,,"Denka Big Swan Stadium, Niigata (JPN)",03 OCT 2020,1069.0,women_400h,2020,https://worldathletics.org/athletes/athlete=14855694,toplist
100.0,58.39,,Aliaksandra KHILMANOVICH,14 DEC 1996,BLR,1f2,,"RTSOP, Minsk (BLR)",26 JUN 2020,1069.0,women_400h,2020,https://worldathletics.org/athletes/athlete=14534146,toplist
1.0,51.46,,Sydney MCLAUGHLIN,07 AUG 1999,USA,1,,"National Stadium, Tokyo (JPN)",04 AUG 2021,1286.0,women_400h,2021,https://worldathletics.org/athletes/athlete=14624749,toplist
2.0,51.58,,Dalilah MUHAMMAD,07 FEB 1990,USA,2,,"National Stadium, Tokyo (JPN)",04 AUG 2021,1282.0,women_400h,2021,https://worldathletics.org/athletes/athlete=14317560,toplist
3.0,52.03,,Femke BOL,23 FEB 2000,NED,3,,"National Stadium, Tokyo (JPN)",04 AUG 2021,1267.0,women_400h,2021,https://worldathletics.org/athletes/athlete=14707010,toplist
4.0,52.39,,Shamier LITTLE,20 MAR 1995,USA,2,,"Olympiastadion, Stockholm (SWE)",04 JUL 2021,1256.0,women_400h,2021,https://worldathletics.org/athletes/athlete=14443767,toplist
5.0,52.96,,Anna RYZHYKOVA,24 NOV 1989,UKR,3,,"Olympiastadion, Stockholm (SWE)",04 JUL 2021,1237.0,women_400h,2021,https://worldathletics.org/athletes/athlete=14304336,toplist
6.0,53.08,,Janieve RUSSELL,14 NOV 1993,JAM,4,,"National Stadium, Tokyo (JPN)",04 AUG 2021,1234.0,women_400h,2021,https://worldathletics.org/athletes/athlete=14334022,toplist
7.0,53.7,,Anna COCKRELL,28 AUG 1997,USA,3,,"Hayward Field, Eugene, OR (USA)",27 JUN 2021,1214.0,women_400h,2021,https://worldathletics.org/athletes/athlete=14486939,toplist
8.0,53.76,,Viktoriya TKACHUK,08 NOV 1994,UKR,4,,"Letzigrund, Zürich (SUI)",09 SEP 2021,1212.0,women_400h,2021,https://worldathletics.org/athletes/athlete=14426923,toplist
9.0,54.2,,Gianna WOODRUFF,18 NOV 1993,PAN,3,,"Hayward Field, Eugene, OR (USA)",21 AUG 2021,1198.0,women_400h,2021,https://worldathletics.org/athletes/athlete=14423522,toplist
10.0,54.21,,Cara Nnenya HAILEY,23 FEB 1994,USA,2,,"Stadion Śląski, Chorzów (POL)",05 SEP 2021,1198.0,women_400h,2021,https://worldathletics.org/athletes/athlete=14411193,toplist
11.0,54.23,,Jessie KNIGHT,15 JUN 1994,GBR,1,,"Stadion Wankdorf, Bern (SUI)",21 AUG 2021,1197.0,women_400h,2021,https://worldathletics.org/athletes/athlete=14430428,toplist
12.0,54.28,,Emma ZAPLETALOVÁ,24 MAR 2000,SVK,1,,"Kadrioru staadion, Tallinn (EST)",10 JUL 2021,1195.0,women_400h,2021,https://worldathletics.org/athletes/athlete=14647721,toplist
13.0,54.33,,Ronda WHYTE,06 NOV 1990,JAM,2f2,,"University of North Florda Jax Track at Hodges Stadium, Jacksonville, FL (USA)",31 MAY 2021,1194.0,women_400h,2021,https://worldathletics.org/athletes/athlete=14515305,toplist
14.0,54.47,,Paulien COUCKUYT,19 MAY 1997,BEL,3sf1,,"National Stadium, Tokyo (JPN)",02 AUG 2021,1189.0,women_400h,2021,https://worldathletics.org/athletes/athlete=14508434,toplist
15.0,54.51,,Lea SPRUNGER,05 MAR 1990,SUI,2,,"Stadion Wankdorf, Bern (SUI)",21 AUG 2021,1188.0,women_400h,2021,https://worldathletics.org/athletes/athlete=14301240,toplist
16.0,54.65,,Ayomide FOLORUNSO,17 OCT 1996,ITA,1,,"Stade de La Charrière, La Chaux-de-Fonds (SUI)",14 AUG 2021,1184.0,women_400h,2021,https://worldathletics.org/athletes/athlete=14484475,toplist
17.0,54.72,,Carolina KRAFZIK,27 MAR 1995,GER,2h5,,"National Stadium, Tokyo (JPN)",31 JUL 2021,1181.0,women_400h,2021,https://worldathletics.org/athletes/athlete=14507606,toplist
18.0,54.77,,Jessica TURNER,08 AUG 1995,GBR,1f1,,"Putbosstadion, Oordegem (BEL)",29 MAY 2021,1180.0,women_400h,2021,https://worldathletics.org/athletes/athlete=14470197,toplist
19.0,54.89,,Jiadie MO,06 JAN 2000,CHN,1,,Xi'an (CHN),23 SEP 2021,1176.0,women_400h,2021,https://worldathletics.org/athletes/athlete=14744957,toplist
20.0,54.93,,Joanna LINKIEWICZ,02 MAY 1990,POL,4h5,,"National Stadium, Tokyo (JPN)",31 JUL 2021,1175.0,women_400h,2021,https://worldathletics.org/athletes/athlete=14294034,toplist
21.0,54.97,,Shiann SALMON,31 MAR 1999,JAM,3f2,,"University of North Florda Jax Track at Hodges Stadium, Jacksonville, FL (USA)",31 MAY 2021,1174.0,women_400h,2021,https://worldathletics.org/athletes/athlete=14574022,toplist
22.0,54.98,,Leah NUGENT,23 NOV 1992,JAM,3,,"National Stadium, Kingston (JAM)",25 JUN 2021,1173.0,women_400h,2021,https://worldathletics.org/athletes/athlete=14334916,toplist
23.0,54.99,,Zurian HECHAVARRÍA,10 AUG 1995,CUB,5h5,,"National Stadium, Tokyo (JPN)",31 JUL 2021,1173.0,women_400h,2021,https://worldathletics.org/athletes/athlete=14465501,toplist
24.0,55.04,,Amalie IUEL,17 APR 1994,NOR,4,,"Bislett Stadion, Oslo (NOR)",01 JUL 2021,1171.0,women_400h,2021,https://worldathletics.org/athletes/athlete=14481392,toplist
25.0,55.14,,Line KLOSTER,27 FEB 1990,NOR,3,,"Stade de La Charrière, La Chaux-de-Fonds (SUI)",14 AUG 2021,1168.0,women_400h,2021,https://worldathletics.org/athletes/athlete=14364310,toplist
26.0,55.15,,Chayenne DA SILVA,05 FEB 2000,BRA,1f1,,"COTP Stadium, São Paulo (BRA)",25 JUN 2021,1168.0,women_400h,2021,https://worldathletics.org/athletes/athlete=14717813,toplist
27.0,55.16,,Wenda NEL,30 JUL 1988,RSA,1,,"McArthur Stadium, Potchefstroom (RSA)",06 MAY 2021,1168.0,women_400h,2021,https://worldathletics.org/athletes/athlete=14296960,toplist
27.0,55.16,,Eleonora MARCHIANDO,27 SEP 1997,ITA,1,,"Stadio Quercia, Rovereto (ITA)",27 JUN 2021,1168.0,women_400h,2021,https://worldathletics.org/athletes/athlete=14567565,toplist
29.0,55.2,,Sara GALLEGO,11 OCT 2000,ESP,2,,"Kadrioru staadion, Tallinn (EST)",10 JUL 2021,1166.0,women_400h,2021,https://worldathletics.org/athletes/athlete=14692008,toplist
30.0,55.21,,Shae ANDERSON,07 APR 1999,USA,2,,"Katherine B. Loker Stadium, Los Angeles, CA (USA)",16 MAY 2021,1166.0,women_400h,2021,https://worldathletics.org/athletes/athlete=14691338,toplist
30.0,55.21,,Sara Slott PETERSEN,09 APR 1987,DEN,5,,"Stadio Luigi Ridolfi, Firenze (ITA)",10 JUN 2021,1166.0,women_400h,2021,https://worldathletics.org/athletes/athlete=14262456,toplist
32.0,55.24,,Cassandra TATE,11 SEP 1990,USA,3sf1,,"Hayward Field, Eugene, OR (USA)",26 JUN 2021,1165.0,women_400h,2021,https://worldathletics.org/athletes/athlete=14322468,toplist
33.0,55.25,,Ashley SPENCER,08 JUN 1993,USA,4sf2,,"Hayward Field, Eugene, OR (USA)",26 JUN 2021,1165.0,women_400h,2021,https://worldathletics.org/athletes/athlete=14476234,toplist
33.0,55.25,,Yasmin GIGER,06 NOV 1999,SUI,3,,"Kadrioru staadion, Tallinn (EST)",10 JUL 2021,1165.0,women_400h,2021,https://worldathletics.org/athletes/athlete=14573915,toplist
35.0,55.27,,Lina NIELSEN,13 MAR 1996,GBR,1f1,,"University of North Florda Jax Track at Hodges Stadium, Jacksonville, FL (USA)",29 APR 2021,1164.0,women_400h,2021,https://worldathletics.org/athletes/athlete=14594317,toplist
36.0,55.32,,Melissa GONZALEZ,24 JUN 1994,COL,2h1,,"National Stadium, Tokyo (JPN)",31 JUL 2021,1163.0,women_400h,2021,https://worldathletics.org/athletes/athlete=14480108,toplist
37.0,55.42,,Viivi LEHIKOINEN,27 AUG 1999,FIN,4,,"Kadrioru staadion, Tallinn (EST)",10 JUL 2021,1160.0,women_400h,2021,https://worldathletics.org/athletes/athlete=14527527,toplist
38.0,55.46,,Sage WATSON,20 JUN 1994,CAN,1f1,,"Univ. of Arizona Roy P. Drachman Stadium, Tucson, AZ (USA)",01 MAY 2021,1158.0,women_400h,2021,https://worldathletics.org/athletes/athlete=14373955,toplist
39.0,55.54,,Linda OLIVIERI,14 JUL 1998,ITA,2,,"Stadio Quercia, Rovereto (ITA)",27 JUN 2021,1156.0,women_400h,2021,https://worldathletics.org/athletes/athlete=14627059,toplist
40.0,55.57,,Kiah SEYMOUR,11 JAN 1994,USA,2f1,,"University of North Florda Jax Track at Hodges Stadium, Jacksonville, FL (USA)",29 APR 2021,1155.0,women_400h,2021,https://worldathletics.org/athletes/athlete=14366605,toplist
40.0,55.57,,Yadisleidis PEDROSO,28 JAN 1987,ITA,5h1,,"National Stadium, Tokyo (JPN)",31 JUL 2021,1155.0,women_400h,2021,https://worldathletics.org/athletes/athlete=14263443,toplist
42.0,55.62,,Sparkle MC KNIGHT,21 DEC 1991,TTO,3,,"Marietta HS, Marietta, GA (USA)",09 JUL 2021,1153.0,women_400h,2021,https://worldathletics.org/athletes/athlete=14303028,toplist
43.0,55.66,,Deonca BOOKMAN,29 OCT 1995,USA,4sf1,,"Hayward Field, Eugene, OR (USA)",26 JUN 2021,1152.0,women_400h,2021,https://worldathletics.org/athletes/athlete=14618727,toplist
44.0,55.69,,Tia-Adana BELLE,15 JUN 1996,BAR,2h4,,"National Stadium, Tokyo (JPN)",31 JUL 2021,1151.0,women_400h,2021,https://worldathletics.org/athletes/athlete=14469918,toplist
45.0,55.7,,Shannon MEISBERGER,27 JUL 1999,USA,2,,"Hayward Field, Eugene, OR (USA)",12 JUN 2021,1151.0,women_400h,2021,https://worldathletics.org/athletes/athlete=14718351,toplist
46.0,55.71,,Thi Lan QUACH,18 OCT 1995,VIE,4h3,,"National Stadium, Tokyo (JPN)",31 JUL 2021,1151.0,women_400h,2021,https://worldathletics.org/athletes/athlete=14483951,toplist
47.0,55.75,,Andrenette KNIGHT,19 NOV 1996,JAM,1,,"Paul Derr TF Facility, Raleigh, NC (USA)",15 MAY 2021,1149.0,women_400h,2021,https://worldathletics.org/athletes/athlete=14512625,toplist
48.0,55.8,,Meghan BEESLEY,15 NOV 1989,GBR,2,,"Sportcity Regional Arena, Manchester (GBR)",26 JUN 2021,1148.0,women_400h,2021,https://worldathletics.org/athletes/athlete=14274466,toplist
49.0,55.85,,Noelle MONTCALM,03 APR 1988,CAN,6h2,,"National Stadium, Tokyo (JPN)",31 JUL 2021,1146.0,women_400h,2021,https://worldathletics.org/athletes/athlete=14267493,toplist
50.0,55.89,,Zenéy VAN DER WALT,22 MAY 2000,RSA,1f1,,"Polisportivo Comunale, Codroipo (ITA)",11 JUL 2021,1145.0,women_400h,2021,https://worldathletics.org/athletes/athlete=14639191,toplist
51.0,55.9,,Aminat JAMAL,27 JUN 1997,BRN,7h1,,"National Stadium, Tokyo (JPN)",31 JUL 2021,1145.0,women_400h,2021,https://worldathletics.org/athletes/athlete=14701082,toplist
52.0,55.91,,Gezelle MAGERMAN,21 APR 1997,RSA,1,,"Stadio Comunale, Mendrisio (SUI)",17 JUL 2021,1144.0,women_400h,2021,https://worldathletics.org/athletes/athlete=14575313,toplist
53.0,55.93,,Aliaksandra KHILMANOVICH,14 DEC 1996,BLR,1h1,,"Dinamo National Olympic Stadium, Minsk (BLR)",24 JUN 2021,1144.0,women_400h,2021,https://worldathletics.org/athletes/athlete=14534146,toplist
53.0,55.93,,Nicole KENDALL,26 JAN 1996,GBR,1f1,,"Thames Valley Athletics Centre Indoor Track, Eton (GBR)",07 AUG 2021,1144.0,women_400h,2021,https://worldathletics.org/athletes/athlete=14646294,toplist
55.0,55.99,,Portia BING,17 APR 1993,NZL,1,,"Porritt Stadium, Hamilton (NZL)",13 FEB 2021,1142.0,women_400h,2021,https://worldathletics.org/athletes/athlete=14384250,toplist
56.0,56.03,,Janka MOLNÁR,05 JAN 2001,HUN,1f1,,"Gyulai István Atlétika Stadion, Debrecen (HUN)",27 JUN 2021,1141.0,women_400h,2021,https://worldathletics.org/athletes/athlete=14633383,toplist
57.0,56.08,,Hayley MCLEAN,09 SEP 1994,GBR,1,,"Bedford Athletic Stadium, Bedford (GBR)",18 JUL 2021,1139.0,women_400h,2021,https://worldathletics.org/athletes/athlete=14422079,toplist
58.0,56.12,,Yanique HAYE-SMITH,22 FEB 1990,TKS,3,,"Ansin Sports Complex, Miramar, FL (USA)",05 JUN 2021,1138.0,women_400h,2021,https://worldathletics.org/athletes/athlete=14365596,toplist
59.0,56.13,,Valeria CABEZAS CARACAS,16 JAN 2001,COL,2,,Ibagué (COL),24 APR 2021,1138.0,women_400h,2021,https://worldathletics.org/athletes/athlete=14759601,toplist
60.0,56.14,,Brittley HUMPHREY,06 MAR 1998,USA,1,,"Cushing Stadium, College Station, TX (USA)",15 MAY 2021,1137.0,women_400h,2021,https://worldathletics.org/athletes/athlete=14492152,toplist
61.0,56.17,,Taylon BIELDT,04 NOV 1998,RSA,1,,"Bestmed Tuks Stadium, Pretoria (RSA)",26 MAR 2021,1136.0,women_400h,2021,https://worldathletics.org/athletes/athlete=14630870,toplist
62.0,56.18,,Masai RUSSELL,17 JUN 2000,USA,4,,"Hayward Field, Eugene, OR (USA)",12 JUN 2021,1136.0,women_400h,2021,https://worldathletics.org/athletes/athlete=14659011,toplist
63.0,56.2,,Lauren BODEN,03 AUG 1988,AUS,1,,"AIS Athletics Track, Canberra (AUS)",31 MAR 2021,1135.0,women_400h,2021,https://worldathletics.org/athletes/athlete=14272431,toplist
64.0,56.23,,Milan YOUNG,22 JUN 1999,USA,5,,"Hayward Field, Eugene, OR (USA)",12 JUN 2021,1135.0,women_400h,2021,https://worldathletics.org/athletes/athlete=14596376,toplist
65.0,56.26,,Grace CLAXTON,19 AUG 1993,PUR,2,,"Trabuco Hills HS, Mission Viejo, CA (USA)",18 JUL 2021,1134.0,women_400h,2021,https://worldathletics.org/athletes/athlete=14414638,toplist
66.0,56.28,,Nerea BERMEJO,20 DEC 1998,ESP,1,,La Nucia (ESP),13 JUN 2021,1133.0,women_400h,2021,https://worldathletics.org/athletes/athlete=14701686,toplist
66.0,56.28,,Modesta Justė MORAUSKAITĖ,02 OCT 1995,LTU,1f1,,"Beroe Stadium, Stara Zagora (BUL)",19 JUN 2021,1133.0,women_400h,2021,https://worldathletics.org/athletes/athlete=14448335,toplist
68.0,56.3,,Liliane Cristina PARRELA,08 OCT 1987,BRA,1,,"COTP Stadium, São Paulo (BRA)",13 JUN 2021,1132.0,women_400h,2021,https://worldathletics.org/athletes/athlete=14269026,toplist
69.0,56.36,,Daniela LEDECKÁ,04 NOV 1996,SVK,2f1,,"Beroe Stadium, Stara Zagora (BUL)",19 JUN 2021,1131.0,women_400h,2021,https://worldathletics.org/athletes/athlete=14559616,toplist
70.0,56.37,,Kaila BARBER,04 APR 1993,USA,3f1,,"University of North Florda Jax Track at Hodges Stadium, Jacksonville, FL (USA)",29 APR 2021,1130.0,women_400h,2021,https://worldathletics.org/athletes/athlete=14425428,toplist
71.0,56.38,,Hanne CLAES,04 AUG 1991,BEL,8h1,,"National Stadium, Tokyo (JPN)",31 JUL 2021,1130.0,women_400h,2021,https://worldathletics.org/athletes/athlete=14328036,toplist
72.0,56.46,,Vera BARBOSA,13 JAN 1989,POR,2f2,,"Estadio Vallehermoso, Madrid (ESP)",19 JUN 2021,1127.0,women_400h,2021,https://worldathletics.org/athletes/athlete=14263886,toplist
73.0,56.49,,Faith ROSS,07 MAR 1998,USA,6,,"Hayward Field, Eugene, OR (USA)",12 JUN 2021,1127.0,women_400h,2021,https://worldathletics.org/athletes/athlete=14592171,toplist
73.0,56.49,,Rebecca SARTORI,22 MAY 1997,ITA,1f3,,"Centre sportif Bout-du-Monde, Genève (SUI)",12 JUN 2021,1127.0,women_400h,2021,https://worldathletics.org/athletes/athlete=14567410,toplist
75.0,56.5,,Eri UTSUNOMIYA,11 APR 1993,JPN,1,,"National Stadium, Tokyo (JPN)",09 MAY 2021,1126.0,women_400h,2021,https://worldathletics.org/athletes/athlete=14664132,toplist
76.0,56.53,,Gabby SCOTT,13 JAN 1997,PUR,1,,"Pista Basilio Rodriguez, Carolina (PUR)",11 JUN 2021,1125.0,women_400h,2021,https://worldathletics.org/athletes/athlete=14696762,toplist
77.0,56.57,,Changwei LU,08 NOV 2001,CHN,2,,Xi'an (CHN),23 SEP 2021,1124.0,women_400h,2021,https://worldathletics.org/athletes/athlete=14811638,toplist
78.0,56.64,,Jurnee WOODWARD,21 NOV 1999,USA,1,,"Mike A. Myers Stadium, Austin, TX (USA)",27 MAR 2021,1122.0,women_400h,2021,https://worldathletics.org/athletes/athlete=14577469,toplist
79.0,56.67,,Daniela ROJAS GUTIERREZ,26 NOV 1997,CRC,1,,"Estadio Nacional - La Sabana, San José (CRC)",30 MAY 2021,1121.0,women_400h,2021,https://worldathletics.org/athletes/athlete=14597700,toplist
79.0,56.67,,Shana GREBO,09 NOV 2000,FRA,2sf2,,"Kadrioru staadion, Tallinn (EST)",09 JUL 2021,1121.0,women_400h,2021,https://worldathletics.org/athletes/athlete=14737421,toplist
81.0,56.69,,Eileen DEMES,13 OCT 1997,GER,,,"Städtische Sportanlage, Gelnhausen (GER)",04 SEP 2021,1120.0,women_400h,2021,https://worldathletics.org/athletes/athlete=14506023,toplist
82.0,56.7,,Agata ZUPIN,17 MAR 1998,SLO,6,,"Sports Park Mladost, Zagreb (CRO)",14 SEP 2021,1120.0,women_400h,2021,https://worldathletics.org/athletes/athlete=14546281,toplist
83.0,56.71,,Sára MÁTÓ,23 DEC 2000,HUN,4,,"x-bionic sphere, Šamorín (SVK)",02 JUN 2021,1120.0,women_400h,2021,https://worldathletics.org/athletes/athlete=14566738,toplist
84.0,56.72,,Vanessa WATSON,28 OCT 2001,USA,2h3,,"University of North Florda Jax Track at Hodges Stadium, Jacksonville, FL (USA)",29 MAY 2021,1119.0,women_400h,2021,https://worldathletics.org/athletes/athlete=14745861,toplist
84.0,56.72,,Nea MATTILA,24 NOV 1999,FIN,2,,"Olympiastadion, Stockholm (SWE)",05 SEP 2021,1119.0,women_400h,2021,https://worldathletics.org/athletes/athlete=14566688,toplist
86.0,56.74,,Ashton LINDLEY,20 JUN 2002,USA,7,,"Hayward Field, Eugene, OR (USA)",12 JUN 2021,1119.0,women_400h,2021,https://worldathletics.org/athletes/athlete=14761343,toplist
87.0,56.75,,Marlene SANTOS,24 OCT 1999,BRA,2,,"COTP Stadium, São Paulo (BRA)",13 JUN 2021,1119.0,women_400h,2021,https://worldathletics.org/athletes/athlete=14662618,toplist
88.0,56.82,,Nikoleta JÍCHOVÁ,29 AUG 2000,CZE,3sf2,,"Kadrioru staadion, Tallinn (EST)",09 JUL 2021,1116.0,women_400h,2021,https://worldathletics.org/athletes/athlete=14681122,toplist
89.0,56.83,,Rushell CLAYTON,18 OCT 1992,JAM,2,,"National Stadium, Kingston (JAM)",29 MAY 2021,1116.0,women_400h,2021,https://worldathletics.org/athletes/athlete=14425208,toplist
90.0,56.84,,Moa GRANAT,08 AUG 2004,SWE,3,,"Olympiastadion, Stockholm (SWE)",05 SEP 2021,1116.0,women_400h,2021,https://worldathletics.org/athletes/athlete=14849869,toplist
91.0,56.89,,Faith ROBERSON,,USA,1,,"Dean A. Hayes Track and Soccer Stadium, Murfreesboro, TN (USA)",16 MAY 2021,1114.0,women_400h,2021,https://worldathletics.org/athletes/united-states/faith-roberson-014788114,toplist
91.0,56.89,,Noura ENNADI,05 APR 1999,MAR,1,,"Stadion Radés, Radés (TUN)",20 JUN 2021,1114.0,women_400h,2021,https://worldathletics.org/athletes/athlete=14793929,toplist
91.0,56.89,,Carla GARCÍA,09 OCT 2001,ESP,2sf3,,"Kadrioru staadion, Tallinn (EST)",09 JUL 2021,1114.0,women_400h,2021,https://worldathletics.org/athletes/athlete=14682354,toplist
94.0,56.93,,Jessica TAPPIN,17 MAY 1990,GBR,1f2,,"Norman Park Athletics Track, Bromley (GBR)",06 JUN 2021,1113.0,women_400h,2021,https://worldathletics.org/athletes/athlete=14276499,toplist
94.0,56.93,,Sarah CARLI,05 SEP 1994,AUS,5h4,,"National Stadium, Tokyo (JPN)",31 JUL 2021,1113.0,women_400h,2021,https://worldathletics.org/athletes/athlete=14406120,toplist
96.0,56.94,,Rogail JOSEPH,22 APR 2000,RSA,4,,"Bestmed Tuks Stadium, Pretoria (RSA)",17 APR 2021,1113.0,women_400h,2021,https://worldathletics.org/athletes/athlete=14744999,toplist
96.0,56.94,,Jae'Nisa HECKSTALL,,USA,1,,"University of South Florida Track & Field Stadium, Tampa, FL (USA)",16 MAY 2021,1113.0,women_400h,2021,https://worldathletics.org/athletes/athlete=14768903,toplist
96.0,56.94,,Heidi SALMINEN,04 DEC 2003,FIN,1,,"Moi International Sports Centre, Kasarani, Nairobi (KEN)",22 AUG 2021,1113.0,women_400h,2021,https://worldathletics.org/athletes/athlete=14821452,toplist
99.0,56.98,,Lauren HOFFMAN,30 MAR 1999,USA,2,,"Paul Derr TF Facility, Raleigh, NC (USA)",15 MAY 2021,1112.0,women_400h,2021,https://worldathletics.org/athletes/athlete=14649944,toplist
99.0,56.98,,Nora Kollerød WOLD,21 JUN 1997,NOR,1,,"Stadion, Kristiansand (NOR)",11 SEP 2021,1112.0,women_400h,2021,https://worldathletics.org/athletes/athlete=14457687,toplist
1.0,50.68,,Sydney MCLAUGHLIN,07 AUG 1999,USA,1,,"Hayward Field, Eugene, OR (USA)",22 JUL 2022,1312.0,women_400h,2022,https://worldathletics.org/athletes/athlete=14624749,toplist
