Rank,Mark,WIND,Competitor,DOB,Nat,Pos,Nat,Venue,Date,Results Score,discipline,year,ProfileURL,source
4,77.08,,Gulfiya KHANAFEYEVA,04 JUN 1982,RUS,1,,Zhukovskiy (RUS),23 JUN 2012,1208,women_HT,2012,https://worldathletics.org/athletes/athlete=14298075,toplist
5,76.99,,Wenxiu ZHANG,22 MAR 1986,CHN,2f1,,"Mestský Stadion, Ostrava (CZE)",24 MAY 2012,1206,women_HT,2012,https://worldathletics.org/athletes/athlete=14264385,toplist
6,76.72,,Mariya BESPALOVA,21 MAY 1986,RUS,2,,Zhukovskiy (RUS),23 JUN 2012,1202,women_HT,2012,https://worldathletics.org/athletes/athlete=14297374,toplist
7,76.56,,Yelena MATOSHKO,23 JUN 1982,BLR,1,,Minsk (BLR),12 JUN 2012,1199,women_HT,2012,https://worldathletics.org/athletes/athlete=14269744,toplist
8,76.05,,Kathrin KLAAS,06 FEB 1984,GER,4,,"Olympic Stadium, London (GBR)",10 AUG 2012,1191,women_HT,2012,https://worldathletics.org/athletes/athlete=14278327,toplist
9,75.59,,Yipsi MORENO,19 NOV 1980,CUB,1,,Reims (FRA),04 JUL 2012,1184,women_HT,2012,https://worldathletics.org/athletes/athlete=14263462,toplist
10,75.04,,Sultana FRIZELL,24 OCT 1984,CAN,1f2,,"Tucson, AZ (USA)",17 MAR 2012,1175,women_HT,2012,https://worldathletics.org/athletes/athlete=14267981,toplist
11,74.21,,Hanna SKYDAN,14 MAY 1992,UKR,1,,Yalta (UKR),14 JUN 2012,1161,women_HT,2012,https://worldathletics.org/athletes/athlete=14375556,toplist
12,74.19,,Jessica COSBY-TORUGA,31 MAY 1982,USA,4,,"Hayward Field, Eugene, OR (USA)",01 JUN 2012,1161,women_HT,2012,https://worldathletics.org/athletes/athlete=14308131,toplist
13,74.18,,Joanna FIODOROW,04 MAR 1989,POL,1,,Bydgoszcz (POL),03 JUN 2012,1161,women_HT,2012,https://worldathletics.org/athletes/athlete=14293612,toplist
14,74.17,,Tuğçe ŞAHUTOĞLU,01 MAY 1988,TUR,1,,Izmir (TUR),19 MAY 2012,1161,women_HT,2012,https://worldathletics.org/athletes/athlete=14303341,toplist
15,74.10,,Iryna NOVOZHYLOVA,07 JAN 1986,UKR,1,,Kyiv (UKR),19 MAY 2012,1159,women_HT,2012,https://worldathletics.org/athletes/athlete=14303970,toplist
16,74.02,,Anna BULGAKOVA,17 JAN 1988,RUS,4,,Cheboksary (RUS),05 JUL 2012,1158,women_HT,2012,https://worldathletics.org/athletes/athlete=14297465,toplist
17,73.34,,Martina HRAŠNOVÁ,21 MAR 1983,SVK,2,,"Olympiastadion, Helsinki (FIN)",01 JUL 2012,1147,women_HT,2012,https://worldathletics.org/athletes/athlete=14301404,toplist
18,73.31,,Oksana KONDRATYEVA,22 NOV 1985,RUS,,,Moskva (RUS),27 JUN 2012,1147,women_HT,2012,https://worldathletics.org/athletes/athlete=14298185,toplist
19,73.06,,Stéphanie FALZON,07 JAN 1983,FRA,6,,"Olympic Stadium, London (GBR)",10 AUG 2012,1143,women_HT,2012,https://worldathletics.org/athletes/athlete=14257573,toplist
20,72.83,,Rosa Andreina RODRÍGUEZ,02 JUL 1986,VEN,1,,Čakovec (CRO),05 MAY 2012,1139,women_HT,2012,https://worldathletics.org/athletes/athlete=14325206,toplist
21,72.79,,Jennifer DAHLGREN,21 APR 1984,ARG,1,,Santa Fé (ARG),22 APR 2012,1138,women_HT,2012,https://worldathletics.org/athletes/athlete=14272677,toplist
22,72.55,,Kıvılcım KAYA,27 MAR 1992,TUR,1,,Izmir (TUR),05 JUL 2012,1134,women_HT,2012,https://worldathletics.org/athletes/athlete=14375566,toplist
23,72.42,,Iryna SEKACHOVA,21 JUL 1976,UKR,1,,Yalta (UKR),04 JUN 2012,1132,women_HT,2012,https://worldathletics.org/athletes/athlete=14304134,toplist
24,72.16,,Heather STEACY,14 APR 1988,CAN,2,,"Tempe, AZ (USA)",06 APR 2012,1128,women_HT,2012,https://worldathletics.org/athletes/athlete=14267145,toplist
25,71.98,,Sophie HITCHON,11 JUL 1991,GBR,4q1,,"Olympic Stadium, London (GBR)",08 AUG 2012,1125,women_HT,2012,https://worldathletics.org/athletes/athlete=14275327,toplist
26,71.95,,Gwen BERRY,29 JUN 1989,USA,1f2,,"Bowling Green, KY (USA)",14 APR 2012,1125,women_HT,2012,https://worldathletics.org/athletes/athlete=14327736,toplist
27,71.80,,Amber CAMPBELL,05 JUN 1981,USA,1,,"Hayward Field, Eugene, OR (USA)",21 JUN 2012,1122,women_HT,2012,https://worldathletics.org/athletes/athlete=14307097,toplist
28,71.78,,Amanda BINGSON,20 FEB 1990,USA,2,,"Hayward Field, Eugene, OR (USA)",21 JUN 2012,1122,women_HT,2012,https://worldathletics.org/athletes/athlete=14365714,toplist
29,71.75,,Marina NIKIŞENKO,28 JUN 1986,MDA,1,,Chisinau (MDA),04 FEB 2012,1121,women_HT,2012,https://worldathletics.org/athletes/athlete=14290914,toplist
30,71.70,,Yelena KONYEVTSOVA,11 MAR 1981,RUS,3,,Moskva (RUS),13 JUN 2012,1121,women_HT,2012,https://worldathletics.org/athletes/athlete=14299535,toplist
31,71.50,,Ariannys VICHY,18 MAY 1989,CUB,1,,La Habana (CUB),29 JUN 2012,1117,women_HT,2012,https://worldathletics.org/athletes/athlete=14263672,toplist
32,71.25,,Barbara ŠPILER,02 JAN 1992,SLO,2,,Čakovec (CRO),05 MAY 2012,1113,women_HT,2012,https://worldathletics.org/athletes/athlete=14300243,toplist
33,71.16,,Kateřina ŠAFRÁNKOVÁ,08 JUN 1989,CZE,3f1,,Bar (MNE),18 MAR 2012,1112,women_HT,2012,https://worldathletics.org/athletes/athlete=14262767,toplist
34,70.90,,Aubrey BAXTER,07 NOV 1985,USA,1,,"San Mateo, CA (USA)",27 MAY 2012,1108,women_HT,2012,https://worldathletics.org/athletes/athlete=14305498,toplist
35,70.73,,Britney HENRY,17 OCT 1984,USA,1,,"Eugene, OR (USA)",18 MAR 2012,1105,women_HT,2012,https://worldathletics.org/athletes/athlete=14312417,toplist
36,70.63,,Amy HAAPANEN,23 MAR 1984,USA,4,,"Hayward Field, Eugene, OR (USA)",21 JUN 2012,1103,women_HT,2012,https://worldathletics.org/athletes/athlete=14311664,toplist
37,70.62,,Alexandra TAVERNIER,13 DEC 1993,FRA,1,,"Estadio Olímpico, Barcelona (ESP)",14 JUL 2012,1103,women_HT,2012,https://worldathletics.org/athletes/athlete=14417974,toplist
38,70.48,,Kelly GODSEY,02 JAN 1984,USA,5,,"Hayward Field, Eugene, OR (USA)",21 JUN 2012,1101,women_HT,2012,https://worldathletics.org/athletes/athlete=14311078,toplist
39,70.44,,Jessika GUEHASEIM,23 AUG 1989,FRA,1,,Aix-les-Bains (FRA),06 JUL 2012,1100,women_HT,2012,https://worldathletics.org/athletes/athlete=14257211,toplist
40,70.40,,Olga TSANDER,18 MAY 1976,BLR,1,,Minsk (BLR),24 FEB 2012,1100,women_HT,2012,https://worldathletics.org/athletes/athlete=14269574,toplist
41,70.33,,Tracey ANDERSSON,05 DEC 1984,SWE,1,,Jablonec nad Nisou (CZE),15 APR 2012,1099,women_HT,2012,https://worldathletics.org/athletes/athlete=14301679,toplist
42,70.31,,Alina SAHYUNOVA,02 MAR 1990,BLR,2,,Minsk (BLR),24 FEB 2012,1098,women_HT,2012,https://worldathletics.org/athletes/athlete=14269817,toplist
43,70.20,,Silvia SALIS,17 SEP 1985,ITA,1,,Lucca (ITA),25 FEB 2012,1096,women_HT,2012,https://worldathletics.org/athletes/athlete=14285187,toplist
44,70.14,,Yelena RIGERT,02 DEC 1983,RUS,2,,Cheboksary (RUS),18 MAY 2012,1095,women_HT,2012,https://worldathletics.org/athletes/athlete=14299014,toplist
45,70.05,,Bianca Florentina PERIE,01 JUN 1990,ROU,1,,Bucureşti (ROU),15 JUN 2012,1094,women_HT,2012,https://worldathletics.org/athletes/athlete=14295835,toplist
46,69.69,,Mona Christine HOLM,05 AUG 1983,NOR,1,,Oslo (NOR),24 MAY 2012,1088,women_HT,2012,https://worldathletics.org/athletes/athlete=14292656,toplist
47,69.66,,Yunaika CRAWFORD,02 NOV 1982,CUB,1,,La Habana (CUB),15 JUN 2012,1088,women_HT,2012,https://worldathletics.org/athletes/athlete=14263619,toplist
48,69.59,,Berta CASTELLS,24 JAN 1984,ESP,1,,Manresa (ESP),24 JUL 2012,1087,women_HT,2012,https://worldathletics.org/athletes/athlete=14261855,toplist
49,69.56,,Arasay THONDIKE,28 MAY 1986,CUB,2,,La Habana (CUB),24 MAR 2012,1086,women_HT,2012,https://worldathletics.org/athletes/athlete=14263362,toplist
50,69.39,,Jeneva STEVENS,28 OCT 1989,USA,1,,"Nashville, TN (USA)",24 MAR 2012,1083,women_HT,2012,https://worldathletics.org/athletes/athlete=14361804,toplist
51,69.35,,Darya PCHELNIK,20 DEC 1981,BLR,1,,Brest (BLR),16 MAY 2012,1083,women_HT,2012,https://worldathletics.org/athletes/athlete=14269699,toplist
52,69.29,,Eli Johana MORENO,15 APR 1985,COL,2,,São Paulo (BRA),16 MAY 2012,1082,women_HT,2012,https://worldathletics.org/athletes/athlete=14263966,toplist
52,69.29,,Brittany RILEY,26 AUG 1986,USA,6,,"Hayward Field, Eugene, OR (USA)",21 JUN 2012,1082,women_HT,2012,https://worldathletics.org/athletes/athlete=14319921,toplist
54,69.20,,Katja VANGSNES,16 NOV 1991,NOR,2,,"Chula Vista, CA (USA)",26 APR 2012,1080,women_HT,2012,https://worldathletics.org/athletes/athlete=14292848,toplist
54,69.20,,Tereza KRÁLOVÁ,21 OCT 1989,CZE,1,,Kladno (CZE),02 JUN 2012,1080,women_HT,2012,https://worldathletics.org/athletes/athlete=14262979,toplist
56,69.15,,Małgorzata ZADURA,03 OCT 1982,POL,1,,Kielce (POL),28 APR 2012,1079,women_HT,2012,https://worldathletics.org/athletes/athlete=14294710,toplist
56,69.15,,Laura REDONDO,03 JUL 1988,ESP,1,,Barcelona (ESP),21 JUL 2012,1079,women_HT,2012,https://worldathletics.org/athletes/athlete=14260658,toplist
58,69.14,,Zheng WANG,14 DEC 1987,CHN,2,,Chengdu (CHN),12 MAR 2012,1079,women_HT,2012,https://worldathletics.org/athletes/athlete=14264987,toplist
59,69.10,,Amy SENE,06 APR 1985,SEN,3,,Angers (FRA),17 JUN 2012,1079,women_HT,2012,https://worldathletics.org/athletes/athlete=14273892,toplist
60,69.03,,Éva ORBÁN,29 NOV 1984,HUN,6f1,,Halle (GER),19 MAY 2012,1077,women_HT,2012,https://worldathletics.org/athletes/athlete=14282161,toplist
61,69.02,,Alena KRECHYK,20 JUL 1987,BLR,1,,"Manhattan, KS (USA)",11 MAY 2012,1077,women_HT,2012,https://worldathletics.org/athletes/athlete=14269800,toplist
62,68.94,,Laura IGAUNE,10 FEB 1988,LAT,1,,"Nashville, TN (USA)",21 APR 2012,1076,women_HT,2012,https://worldathletics.org/athletes/athlete=14289994,toplist
63,68.86,,Loree SMITH,06 NOV 1982,USA,1,,"Los Angeles, CA (USA)",02 JUN 2012,1075,women_HT,2012,https://worldathletics.org/athletes/athlete=14321579,toplist
64,68.72,,Tingting LIU,29 JAN 1990,CHN,3,,Chengdu (CHN),12 MAR 2012,1072,women_HT,2012,https://worldathletics.org/athletes/athlete=14941347,toplist
65,68.50,,Sarah HOLT,14 JUL 1987,GBR,1,,Birmingham (GBR),02 JUN 2012,1069,women_HT,2012,https://worldathletics.org/athletes/athlete=14275352,toplist
66,68.45,,Yirisleydi FORD,18 AUG 1991,CUB,1,,La Habana (CUB),02 MAR 2012,1068,women_HT,2012,https://worldathletics.org/athletes/athlete=14263574,toplist
66,68.45,,Brittany SMITH,25 MAR 1991,USA,2,,"Des Moines, IA (USA)",07 JUN 2012,1068,women_HT,2012,https://worldathletics.org/athletes/athlete=14402055,toplist
68,68.27,,Shuai HAO,19 JUL 1987,CHN,2,,Zhaoqing (CHN),14 APR 2012,1065,women_HT,2012,https://worldathletics.org/athletes/athlete=14266362,toplist
69,68.25,,Kristin SMITH,23 DEC 1987,USA,1,,"Marietta, GA (USA)",10 JUN 2012,1065,women_HT,2012,https://worldathletics.org/athletes/athlete=14321560,toplist
70,68.13,,Manuela MONTEBRUN,13 NOV 1979,FRA,1,,Chelles (FRA),11 APR 2012,1063,women_HT,2012,https://worldathletics.org/athletes/athlete=14273210,toplist
71,68.12,,Shelby ASHE,13 MAR 1993,USA,1,,"Bloomington, IN (USA)",16 JUN 2012,1063,women_HT,2012,https://worldathletics.org/athletes/athlete=14411213,toplist
72,68.08,,Jenny OZORAI,03 DEC 1990,HUN,1f4,,"Fullerton, CA (USA)",09 MAR 2012,1062,women_HT,2012,https://worldathletics.org/athletes/athlete=14282166,toplist
72,68.08,,Aleksandra LUSHCHEKO,01 MAR 1987,RUS,1,,Bryansk (RUS),08 JUN 2012,1062,women_HT,2012,https://worldathletics.org/athletes/athlete=14298490,toplist
74,67.98,,Alexia SEDYKH,13 SEP 1993,FRA,1,,Kessel-Lo (BEL),18 AUG 2012,1061,women_HT,2012,https://worldathletics.org/athletes/athlete=14273883,toplist
75,67.96,,Alena LYSENKO,03 FEB 1988,RUS,6q,,Cheboksary (RUS),04 JUL 2012,1060,women_HT,2012,https://worldathletics.org/athletes/athlete=14298502,toplist
76,67.82,,Nina VOLKOVA,26 AUG 1984,RUS,3,,Cheboksary (RUS),18 MAY 2012,1058,women_HT,2012,https://worldathletics.org/athletes/athlete=14299733,toplist
77,67.67,,Yana KLESHEVNIKOVA,24 JUL 1988,RUS,2,,Bryansk (RUS),08 JUN 2012,1056,women_HT,2012,https://worldathletics.org/athletes/athlete=14363691,toplist
78,67.63,,Zlata TARASOVA,02 DEC 1986,RUS,4,,"Adler, Sochi (RUS)",21 APR 2012,1055,women_HT,2012,https://worldathletics.org/athletes/athlete=14299529,toplist
79,67.53,,Gabrielle NEIGHBOUR,22 NOV 1983,AUS,1,,Melbourne (AUS),01 APR 2012,1053,women_HT,2012,https://worldathletics.org/athletes/athlete=14271570,toplist
80,67.43,,Merja KORPELA,15 MAY 1981,FIN,1,,Lahti (FIN),25 AUG 2012,1052,women_HT,2012,https://worldathletics.org/athletes/athlete=14259386,toplist
81,67.39,,Zoe DERHAM,24 NOV 1980,GBR,1,,Dubnica nad Váhom (SVK),27 MAY 2012,1051,women_HT,2012,https://worldathletics.org/athletes/athlete=14274882,toplist
82,67.35,,Marissa MINDERLER,07 MAY 1989,USA,1,,"Eugene, OR (USA)",12 MAY 2012,1050,women_HT,2012,https://worldathletics.org/athletes/athlete=14327593,toplist
83,67.16,,Elisa PALMIERI,18 SEP 1983,ITA,2,,Lucca (ITA),25 FEB 2012,1047,women_HT,2012,https://worldathletics.org/athletes/athlete=14284941,toplist
84,67.13,,Alena SOBALEVA,11 MAY 1993,BLR,3,,"Estadio Olímpico, Barcelona (ESP)",14 JUL 2012,1047,women_HT,2012,https://worldathletics.org/athletes/athlete=14335975,toplist
85,67.04,,Vânia SILVA,08 JUN 1980,POR,6f1,,Bar (MNE),18 MAR 2012,1045,women_HT,2012,https://worldathletics.org/athletes/athlete=14295104,toplist
86,67.00,,Julia RATCLIFFE,14 JUL 1993,NZL,4,,"Estadio Olímpico, Barcelona (ESP)",14 JUL 2012,1045,women_HT,2012,https://worldathletics.org/athletes/athlete=14293147,toplist
87,66.72,,Chandra ANDREWS,04 SEP 1983,USA,1,,"Warrensburg, MO (USA)",20 APR 2012,1040,women_HT,2012,https://worldathletics.org/athletes/athlete=14304880,toplist
88,66.71,,Amélie PERRIN,30 MAR 1980,FRA,4,,Angers (FRA),17 JUN 2012,1040,women_HT,2012,https://worldathletics.org/athletes/athlete=14273482,toplist
89,66.61,,Karina FROLOVA,02 MAR 1990,RUS,1,,Moskva (RUS),27 JUN 2012,1038,women_HT,2012,https://worldathletics.org/athletes/athlete=14297723,toplist
90,66.58,,Laetitia BAMBARA,30 MAR 1984,BUR,5,,Angers (FRA),17 JUN 2012,1038,women_HT,2012,https://worldathletics.org/athletes/athlete=14258663,toplist
91,66.48,,Ida STORM,11 OCT 1991,SWE,4,,"Los Angeles, CA (USA)",02 JUN 2012,1036,women_HT,2012,https://worldathletics.org/athletes/athlete=14302460,toplist
92,66.19,,Eleni LARSSON,09 FEB 1993,SWE,1,,Växjö (SWE),19 AUG 2012,1032,women_HT,2012,https://worldathletics.org/athletes/athlete=14373636,toplist
93,66.11,,Lidiya PROVOZINA,13 FEB 1986,UKR,3,,Kyiv (UKR),19 MAY 2012,1030,women_HT,2012,https://worldathletics.org/athletes/athlete=14304061,toplist
94,65.93,,Olivia WALDET,23 MAY 1984,FRA,7,,Forbach (FRA),27 MAY 2012,1027,women_HT,2012,https://worldathletics.org/athletes/athlete=14274266,toplist
95,65.80,,Wang LU,22 DEC 1991,CHN,2,,Zibo (CHN),26 MAY 2012,1025,women_HT,2012,https://worldathletics.org/athletes/athlete=14372180,toplist
96,65.78,,Emma JOHANNESSON,16 NOV 1984,SWE,2,,Jablonec nad Nisou (CZE),15 APR 2012,1025,women_HT,2012,https://worldathletics.org/athletes/athlete=14302021,toplist
97,65.74,,Jenni PENTTILA,09 MAR 1991,FIN,2,,Kaustinen (FIN),16 JUN 2012,1024,women_HT,2012,https://worldathletics.org/athletes/athlete=14259113,toplist
98,65.52,,Fruzsina FERTIG,02 SEP 1993,HUN,1,,Zalaegerszeg (HUN),26 MAY 2012,1021,women_HT,2012,https://worldathletics.org/athletes/athlete=14375572,toplist
99,65.18,,Carolin PAESLER,16 DEC 1990,GER,1,,Kienbaum (GER),04 FEB 2012,1015,women_HT,2012,https://worldathletics.org/athletes/athlete=14277860,toplist
99,65.18,,Aysegül ALNIAÇIK,15 APR 1987,TUR,2,,Ankara (TUR),27 JUN 2012,1015,women_HT,2012,https://worldathletics.org/athletes/athlete=14303195,toplist
1,78.46,,Anita WŁODARCZYK,08 AUG 1985,POL,1,,"Luzhniki Stadion, Moskva (RUS)",16 AUG 2013,1230,women_HT,2013,https://worldathletics.org/athletes/athlete=14294652,toplist
2,77.13,,Oksana KONDRATYEVA,22 NOV 1985,RUS,1,,Zhukovskiy (RUS),30 JUN 2013,1209,women_HT,2013,https://worldathletics.org/athletes/athlete=14298185,toplist
3,76.48,,Betty HEIDLER,14 OCT 1983,GER,1,,Szczecin (POL),15 JUN 2013,1198,women_HT,2013,https://worldathletics.org/athletes/athlete=14277951,toplist
4,76.17,,Anna BULGAKOVA,17 JAN 1988,RUS,1,,Moskva (RUS),24 JUL 2013,1193,women_HT,2013,https://worldathletics.org/athletes/athlete=14297465,toplist
5,75.73,,Amanda BINGSON,20 FEB 1990,USA,1,,"Drake Stadium, Des Moines, IA (USA)",22 JUN 2013,1186,women_HT,2013,https://worldathletics.org/athletes/athlete=14365714,toplist
6,75.58,,Wenxiu ZHANG,22 MAR 1986,CHN,2,,"Luzhniki Stadion, Moskva (RUS)",16 AUG 2013,1183,women_HT,2013,https://worldathletics.org/athletes/athlete=14264385,toplist
7,75.09,,Yelena RIGERT,02 DEC 1983,RUS,1,,Moskva (RUS),15 JUL 2013,1176,women_HT,2013,https://worldathletics.org/athletes/athlete=14299014,toplist
8,74.90,,Zheng WANG,14 DEC 1987,CHN,3,,"Luzhniki Stadion, Moskva (RUS)",16 AUG 2013,1172,women_HT,2013,https://worldathletics.org/athletes/athlete=14264987,toplist
9,74.77,,Jeneva STEVENS,28 OCT 1989,USA,2,,Dubnica nad Váhom (SVK),21 AUG 2013,1170,women_HT,2013,https://worldathletics.org/athletes/athlete=14361804,toplist
10,74.16,,Yipsi MORENO,19 NOV 1980,CUB,4,,"Luzhniki Stadion, Moskva (RUS)",16 AUG 2013,1160,women_HT,2013,https://worldathletics.org/athletes/athlete=14263462,toplist
11,73.81,,Gwen BERRY,29 JUN 1989,USA,1f1,,"Lisle, IL (USA)",08 JUN 2013,1155,women_HT,2013,https://worldathletics.org/athletes/athlete=14327736,toplist
12,73.64,,Rosa Andreina RODRÍGUEZ,02 JUL 1986,VEN,1,,Barquisimeto (VEN),16 MAY 2013,1152,women_HT,2013,https://worldathletics.org/athletes/athlete=14325206,toplist
13,73.58,,Jessica COSBY-TORUGA,31 MAY 1982,USA,1,,"Tucson, AZ (USA)",16 MAY 2013,1151,women_HT,2013,https://worldathletics.org/athletes/athlete=14308131,toplist
14,73.44,,Éva ORBÁN,29 NOV 1984,HUN,2f1,,Halle (GER),25 MAY 2013,1149,women_HT,2013,https://worldathletics.org/athletes/athlete=14282161,toplist
15,73.03,,Amber CAMPBELL,05 JUN 1981,USA,3,,"Drake Stadium, Des Moines, IA (USA)",22 JUN 2013,1142,women_HT,2013,https://worldathletics.org/athletes/athlete=14307097,toplist
16,72.97,,Sophie HITCHON,11 JUL 1991,GBR,3,,"International Stadium, Gateshead (GBR)",23 JUN 2013,1141,women_HT,2013,https://worldathletics.org/athletes/athlete=14275327,toplist
17,72.64,,Jennifer DAHLGREN,21 APR 1984,ARG,1,,Mar del Plata (ARG),22 APR 2013,1136,women_HT,2013,https://worldathletics.org/athletes/athlete=14272677,toplist
18,72.57,,Kathrin KLAAS,06 FEB 1984,GER,2,,Fränkisch-Crumbach (GER),19 MAY 2013,1135,women_HT,2013,https://worldathletics.org/athletes/athlete=14278327,toplist
19,72.41,,Martina HRAŠNOVÁ,21 MAR 1983,SVK,1,,Banská Bystrica (SVK),11 MAY 2013,1132,women_HT,2013,https://worldathletics.org/athletes/athlete=14301404,toplist
20,71.57,,Sultana FRIZELL,24 OCT 1984,CAN,1,,"Walnut, CA (USA)",20 APR 2013,1119,women_HT,2013,https://worldathletics.org/athletes/athlete=14267981,toplist
20,71.57,,Bianca Florentina PERIE,01 JUN 1990,ROU,1,,Bucureşti (ROU),24 AUG 2013,1119,women_HT,2013,https://worldathletics.org/athletes/athlete=14295835,toplist
22,71.02,,Kıvılcım KAYA,27 MAR 1992,TUR,1,,Vila Real de Santo António (POR),26 MAY 2013,1110,women_HT,2013,https://worldathletics.org/athletes/athlete=14375566,toplist
23,70.88,,Barbara ŠPILER,02 JAN 1992,SLO,1,,Koper (SLO),29 JUN 2013,1107,women_HT,2013,https://worldathletics.org/athletes/athlete=14300243,toplist
24,70.82,,Tracey ANDERSSON,05 DEC 1984,SWE,2f1,,Castellón (ESP),17 MAR 2013,1106,women_HT,2013,https://worldathletics.org/athletes/athlete=14301679,toplist
25,70.79,,Alexandra TAVERNIER,13 DEC 1993,FRA,1f1,,Annecy (FRA),09 JUN 2013,1106,women_HT,2013,https://worldathletics.org/athletes/athlete=14417974,toplist
26,70.46,,Ariannys VICHY,18 MAY 1989,CUB,1,,La Habana (CUB),01 MAR 2013,1101,women_HT,2013,https://worldathletics.org/athletes/athlete=14263672,toplist
27,70.40,,Iryna NOVOZHYLOVA,07 JAN 1986,UKR,1,,Brest (BLR),27 APR 2013,1100,women_HT,2013,https://worldathletics.org/athletes/athlete=14303970,toplist
28,70.21,,Tereza KRÁLOVÁ,21 OCT 1989,CZE,1,,Kladno (CZE),18 MAY 2013,1097,women_HT,2013,https://worldathletics.org/athletes/athlete=14262979,toplist
29,70.07,,Chelsea CASSULO,06 OCT 1990,USA,1f3,,"Austin, TX (USA)",23 MAY 2013,1094,women_HT,2013,https://worldathletics.org/athletes/united-states/chelsea-cassulo-014422424,toplist
30,69.83,,Tingting LIU,29 JAN 1990,CHN,6f1,,Halle (GER),25 MAY 2013,1090,women_HT,2013,https://worldathletics.org/athletes/athlete=14941347,toplist
31,69.78,,Stéphanie FALZON,07 JAN 1983,FRA,1,,Paris (FRA),14 JUL 2013,1090,women_HT,2013,https://worldathletics.org/athletes/athlete=14257573,toplist
32,69.75,,Britney HENRY,17 OCT 1984,USA,2,,"Walnut, CA (USA)",20 APR 2013,1089,women_HT,2013,https://worldathletics.org/athletes/athlete=14312417,toplist
33,69.68,,Silvia SALIS,17 SEP 1985,ITA,7f1,,Halle (GER),25 MAY 2013,1088,women_HT,2013,https://worldathletics.org/athletes/athlete=14285187,toplist
34,69.59,,Laura REDONDO,03 JUL 1988,ESP,1,,Barcelona (ESP),20 JAN 2013,1087,women_HT,2013,https://worldathletics.org/athletes/athlete=14260658,toplist
35,69.39,,Wang LU,22 DEC 1991,CHN,1,,Zhaoqing (CHN),27 APR 2013,1083,women_HT,2013,https://worldathletics.org/athletes/athlete=14372180,toplist
36,69.38,,Merja KORPELA,15 MAY 1981,FIN,1,,Vaasa (FIN),28 JUL 2013,1083,women_HT,2013,https://worldathletics.org/athletes/athlete=14259386,toplist
37,69.20,,Tuğçe ŞAHUTOĞLU,01 MAY 1988,TUR,1,,Mersin (TUR),17 FEB 2013,1080,women_HT,2013,https://worldathletics.org/athletes/athlete=14303341,toplist
38,69.05,,Jessika GUEHASEIM,23 AUG 1989,FRA,1,,Eaubonne (FRA),12 JUN 2013,1078,women_HT,2013,https://worldathletics.org/athletes/athlete=14257211,toplist
39,68.92,,Joanna FIODOROW,04 MAR 1989,POL,3f1,,Castellón (ESP),17 MAR 2013,1076,women_HT,2013,https://worldathletics.org/athletes/athlete=14293612,toplist
40,68.80,,Julia RATCLIFFE,14 JUL 1993,NZL,1,,"Princeton, NJ (USA)",19 APR 2013,1074,women_HT,2013,https://worldathletics.org/athletes/athlete=14293147,toplist
41,68.64,,Yirisleydi FORD,18 AUG 1991,CUB,1,,La Habana (CUB),15 FEB 2013,1071,women_HT,2013,https://worldathletics.org/athletes/athlete=14263574,toplist
42,68.63,,Aysegül ALNIAÇIK,15 APR 1987,TUR,1,,Tokat (TUR),03 MAY 2013,1071,women_HT,2013,https://worldathletics.org/athletes/athlete=14303195,toplist
42,68.63,,Carolin PAESLER,16 DEC 1990,GER,1f4,,Fränkisch-Crumbach (GER),04 AUG 2013,1071,women_HT,2013,https://worldathletics.org/athletes/athlete=14277860,toplist
44,68.53,,Ashley HARBIN,15 FEB 1986,USA,5,,"Tucson, AZ (USA)",16 MAY 2013,1069,women_HT,2013,https://worldathletics.org/athletes/athlete=14311921,toplist
45,68.51,,Brittany SMITH,25 MAR 1991,USA,2,,"Eugene, OR (USA)",05 JUN 2013,1069,women_HT,2013,https://worldathletics.org/athletes/athlete=14402055,toplist
46,68.44,,Hanna SKYDAN,14 MAY 1992,UKR,2,,Yalta (UKR),20 FEB 2013,1068,women_HT,2013,https://worldathletics.org/athletes/athlete=14375556,toplist
47,68.35,,Alexia SEDYKH,13 SEP 1993,FRA,2,,Reims (FRA),28 JUN 2013,1067,women_HT,2013,https://worldathletics.org/athletes/athlete=14273883,toplist
48,68.22,,Alena KRECHYK,20 JUL 1987,BLR,3,,"Eugene, OR (USA)",05 JUN 2013,1064,women_HT,2013,https://worldathletics.org/athletes/athlete=14269800,toplist
49,68.05,,Ida STORM,11 OCT 1991,SWE,5,,"Walnut, CA (USA)",20 APR 2013,1062,women_HT,2013,https://worldathletics.org/athletes/athlete=14302460,toplist
50,68.00,,Zlata TARASOVA,02 DEC 1986,RUS,2,,"Adler, Sochi (RUS)",19 FEB 2013,1061,women_HT,2013,https://worldathletics.org/athletes/athlete=14299529,toplist
51,67.99,,Eli Johana MORENO,15 APR 1985,COL,1,,Bogotá (COL),20 JUL 2013,1061,women_HT,2013,https://worldathletics.org/athletes/athlete=14263966,toplist
52,67.96,,Shuai HAO,19 JUL 1987,CHN,1,,Suzhou (CHN),31 MAY 2013,1060,women_HT,2013,https://worldathletics.org/athletes/athlete=14266362,toplist
53,67.88,,Nikola LOMNICKÁ,16 SEP 1988,SVK,2,,Trnava (SVK),29 JUN 2013,1059,women_HT,2013,https://worldathletics.org/athletes/athlete=14301502,toplist
