Rank,Mark,WIND,Competitor,DOB,Nat,Pos,Unnamed: 7,Venue,Date,Results Score,discipline,year,ProfileURL,source
87.0,7.85,,Tom CAMPAGNE,14 NOV 2000,FRA,2,,"Salle Maryvonne Dupureur, St-Brieuc (FRA) (i)",09 FEB 2020,1105.0,men_LJ,2020,https://worldathletics.org/athletes/athlete=14758440,toplist
87.0,7.85,2.0,James LELLIOTT,11 FEB 1993,GBR,1,,"King's Park Athletics Centre, Bournemouth (GBR)",09 AUG 2020,1105.0,men_LJ,2020,https://worldathletics.org/athletes/athlete=14376788,toplist
89.0,7.84,,Kyle DARROW,12 APR 1995,USA,2,,"Convention Center, Albuquerque, NM (USA) (i)",07 FEB 2020,1103.0,men_LJ,2020,https://worldathletics.org/athletes/athlete=14561437,toplist
89.0,7.84,1.5,Andrea PIANTI,09 JUN 1997,ITA,2,,"Polisportivo Universitario, Palermo (ITA)",25 JUL 2020,1103.0,men_LJ,2020,https://worldathletics.org/athletes/athlete=14570559,toplist
91.0,7.83,,Allen GORDON,,USA,1,,"Nutter Fieldhouse, Lexington, KY (USA) (i)",24 JAN 2020,1101.0,men_LJ,2020,https://worldathletics.org/athletes/athlete=14729781,toplist
91.0,7.83,1.5,Mikita LAPATSENKA,06 JUN 1995,BLR,3,,"Regional Sport Complex, Brest (BLR)",17 JUL 2020,1101.0,men_LJ,2020,https://worldathletics.org/athletes/athlete=14571622,toplist
91.0,7.83,1.9,Jack ROACH,08 JAN 1995,GBR,2,,"King's Park Athletics Centre, Bournemouth (GBR)",09 AUG 2020,1101.0,men_LJ,2020,https://worldathletics.org/athletes/athlete=14525052,toplist
91.0,7.83,1.2,Tomasz JASZCZUK,09 MAR 1992,POL,1,,"Forest Stadium, Sopot (POL)",13 AUG 2020,1101.0,men_LJ,2020,https://worldathletics.org/athletes/athlete=14216774,toplist
91.0,7.83,1.3,Al-Assane FOFANA,06 MAR 1998,FRA,2,,"Stadium Municipal, Albi (FRA)",13 SEP 2020,1101.0,men_LJ,2020,https://worldathletics.org/athletes/athlete=14672489,toplist
96.0,7.82,,Héctor SANTOS,06 JAN 1998,ESP,1,,"Gallur, Madrid (ESP) (i)",12 JAN 2020,1099.0,men_LJ,2020,https://worldathletics.org/athletes/athlete=14586694,toplist
96.0,7.82,,Denzel HARPER,05 APR 1998,USA,2,,"Houston-Yeoman FH, Houston, TX (USA) (i)",31 JAN 2020,1099.0,men_LJ,2020,https://worldathletics.org/athletes/athlete=14577570,toplist
96.0,7.82,,Fyodor KISELKOV,03 JUN 1995,RUS,3,,"LFK CSKA, Moskva (RUS) (i)",26 FEB 2020,1099.0,men_LJ,2020,https://worldathletics.org/athletes/athlete=14458280,toplist
96.0,7.82,1.4,Gianluca PUGLISI,10 APR 1996,GER,3,,"Sepp-Herberger-Stadion, Weinheim (GER)",01 AUG 2020,1099.0,men_LJ,2020,https://worldathletics.org/athletes/athlete=14564374,toplist
100.0,7.81,0.7,Christopher MITREVSKI,12 JUL 1996,AUS,1f1,,"Athletic Track, Frankston, Melbourne (AUS)",11 JAN 2020,1096.0,men_LJ,2020,https://worldathletics.org/athletes/athlete=14552175,toplist
1.0,8.6,0.7,Miltiadis TENTOGLOU,18 MAR 1998,GRE,1,,"Grigoris Lambrakis Stadium, Kallithea, Athina (GRE)",26 MAY 2021,1269.0,men_LJ,2021,https://worldathletics.org/athletes/athlete=14669734,toplist
2.0,8.5,0.2,Juan Miguel ECHEVARRÍA,11 AUG 1998,CUB,1q2,,"National Stadium, Tokyo (JPN)",31 JUL 2021,1247.0,men_LJ,2021,https://worldathletics.org/athletes/athlete=14674278,toplist
3.0,8.47,-0.2,JuVaughn HARRISON,30 APR 1999,USA,1,,"Hayward Field, Eugene, OR (USA)",27 JUN 2021,1241.0,men_LJ,2021,https://worldathletics.org/athletes/athlete=14785286,toplist
4.0,8.39,1.5,Jeff HENDERSON,19 FEB 1989,USA,1,,"Chula Vista, CA (USA)",29 MAY 2021,1223.0,men_LJ,2021,https://worldathletics.org/athletes/athlete=14240453,toplist
4.0,8.39,0.6,Maykel MASSÓ,08 MAY 1999,CUB,1,,"Estadio Panamericano, La Habana (CUB)",29 MAY 2021,1223.0,men_LJ,2021,https://worldathletics.org/athletes/athlete=14663416,toplist
6.0,8.38,0.5,Marquis DENDY,17 NOV 1992,USA,2,,"Hayward Field, Eugene, OR (USA)",27 JUN 2021,1221.0,men_LJ,2021,https://worldathletics.org/athletes/athlete=14374165,toplist
7.0,8.36,0.6,Yuki HASHIOKA,23 JAN 1999,JPN,1,,"Yanmar Stadium Nagai, Osaka (JPN)",27 JUN 2021,1216.0,men_LJ,2021,https://worldathletics.org/athletes/athlete=14719623,toplist
8.0,8.35,,Isaac GRIMES,07 FEB 1998,USA,2,,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",12 MAR 2021,1214.0,men_LJ,2021,https://worldathletics.org/athletes/athlete=14820319,toplist
9.0,8.34,1.5,Carey MCLEOD,14 APR 1998,JAM,1,,"Cushing Stadium, College Station, TX (USA)",14 MAY 2021,1212.0,men_LJ,2021,https://worldathletics.org/athletes/athlete=14693824,toplist
10.0,8.31,,Thobias MONTLER,15 FEB 1996,SWE,2,,"Arena Toruń, Toruń (POL) (i)",05 MAR 2021,1205.0,men_LJ,2021,https://worldathletics.org/athletes/athlete=14487329,toplist
11.0,8.29,1.8,Corey CRAWFORD,12 DEC 1991,USA,3,,"Chula Vista, CA (USA)",29 MAY 2021,1201.0,men_LJ,2021,https://worldathletics.org/athletes/athlete=14417006,toplist
11.0,8.29,0.2,Tajay GAYLE,02 AUG 1996,JAM,2,,"Stade Louis II, Monaco (MON)",09 JUL 2021,1201.0,men_LJ,2021,https://worldathletics.org/athletes/athlete=14631861,toplist
13.0,8.28,1.2,Damian WARNER,04 NOV 1989,CAN,1ce1,,"Mösle-Stadium, Götzis (AUT)",29 MAY 2021,1199.0,men_LJ,2021,https://worldathletics.org/athletes/athlete=14173337,toplist
14.0,8.26,1.7,Cheswill JOHNSON,30 SEP 1997,RSA,1,,"Bestmed Tuks Stadium, Pretoria (RSA)",27 FEB 2021,1194.0,men_LJ,2021,https://worldathletics.org/athletes/athlete=14741320,toplist
14.0,8.26,0.6,Steffin MCCARTER,19 JAN 1997,USA,,,"Mike A. Myers Stadium, Austin, TX (USA)",06 MAR 2021,1194.0,men_LJ,2021,https://worldathletics.org/athletes/athlete=14659719,toplist
14.0,8.26,0.3,SREESHANKAR,27 MAR 1999,IND,1,,Patiala (IND),16 MAR 2021,1194.0,men_LJ,2021,https://worldathletics.org/athletes/athlete=14734673,toplist
14.0,8.26,0.6,Jianan WANG,27 AUG 1996,CHN,1,,Xi'an (CHN),22 SEP 2021,1194.0,men_LJ,2021,https://worldathletics.org/athletes/athlete=14514470,toplist
18.0,8.25,0.4,Jarrion LAWSON,06 MAY 1994,USA,1,,"Marietta HS, Marietta, GA (USA)",23 MAY 2021,1192.0,men_LJ,2021,https://worldathletics.org/athletes/athlete=14443773,toplist
19.0,8.24,,Kristian PULLI,02 SEP 1994,FIN,3,,"Arena Toruń, Toruń (POL) (i)",05 MAR 2021,1190.0,men_LJ,2021,https://worldathletics.org/athletes/athlete=14432960,toplist
19.0,8.24,1.3,Bachana KHORAVA,15 MAR 1993,GEO,1,,"New District Stadium, Tbilisi (GEO)",29 MAY 2021,1190.0,men_LJ,2021,https://worldathletics.org/athletes/athlete=14375383,toplist
21.0,8.23,1.3,Samory FRAGA,29 NOV 1996,BRA,1,,Bragança Paulista (BRA),24 APR 2021,1188.0,men_LJ,2021,https://worldathletics.org/athletes/athlete=14520904,toplist
22.0,8.21,-0.4,Changzhou HUANG,20 AUG 1994,CHN,2,,Xi'an (CHN),22 SEP 2021,1186.0,men_LJ,2021,https://worldathletics.org/athletes/athlete=14502006,toplist
23.0,8.19,1.9,Rayvon ALLEN,14 JUN 1999,USA,2,,"RV Christian Track, Manhattan, KS (USA)",15 MAY 2021,1179.0,men_LJ,2021,https://worldathletics.org/athletes/athlete=14800221,toplist
23.0,8.19,0.4,Damarcus SIMPSON,14 JUL 1993,USA,4,,"Hayward Field, Eugene, OR (USA)",27 JUN 2021,1179.0,men_LJ,2021,https://worldathletics.org/athletes/athlete=14475042,toplist
25.0,8.18,-0.1,Eusebio CÁCERES,10 SEP 1991,ESP,4,,"National Stadium, Tokyo (JPN)",02 AUG 2021,1177.0,men_LJ,2021,https://worldathletics.org/athletes/athlete=14166878,toplist
26.0,8.16,,LaQuan NAIRN,31 JUL 1996,BAH,2,,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",07 FEB 2021,1173.0,men_LJ,2021,https://worldathletics.org/athletes/athlete=14520404,toplist
26.0,8.16,2.0,Shakwon COKE,07 OCT 1999,JAM,1,,"Cowley Sport Complex, Arkansas City, KS (USA)",27 MAR 2021,1173.0,men_LJ,2021,https://worldathletics.org/athletes/athlete=14638960,toplist
26.0,8.16,1.1,Ruswahl SAMAAI,25 SEP 1991,RSA,1,,"Bestmed Tuks Stadium, Pretoria (RSA)",17 APR 2021,1173.0,men_LJ,2021,https://worldathletics.org/athletes/athlete=14417696,toplist
26.0,8.16,1.3,Ineh Emmeanuel ORITSEMEYIWA,17 MAR 2001,NGR,1,,"Mickey Miller Blackwell Stadium, Gulf Shores, AL (USA)",27 MAY 2021,1173.0,men_LJ,2021,https://worldathletics.org/athletes/athlete=14807266,toplist
26.0,8.16,1.5,Augustin BEY,06 JUN 1995,FRA,1,,"FBK Stadium, Hengelo (NED)",06 JUN 2021,1173.0,men_LJ,2021,https://worldathletics.org/athletes/athlete=14575067,toplist
31.0,8.14,,Gabriel BITAN,23 JUL 1998,ROU,1,,"Sala de Atletism Ioan Soter, Bucureşti (ROU) (i)",06 FEB 2021,1168.0,men_LJ,2021,https://worldathletics.org/athletes/athlete=14516155,toplist
31.0,8.14,,Vladyslav MAZUR,21 NOV 1996,UKR,4,,"Arena Toruń, Toruń (POL) (i)",05 MAR 2021,1168.0,men_LJ,2021,https://worldathletics.org/athletes/athlete=14570936,toplist
31.0,8.14,1.7,Hiromichi YOSHIDA,08 AUG 1999,JPN,,,"Universiade Commemorative Stadium, Kobe (JPN)",11 JUL 2021,1168.0,men_LJ,2021,https://worldathletics.org/athletes/athlete=14819346,toplist
34.0,8.13,1.2,Xinglong GAO,12 MAR 1994,CHN,2,,"Shangyu Stadium, Shaoxing (CHN)",13 JUN 2021,1166.0,men_LJ,2021,https://worldathletics.org/athletes/athlete=14522578,toplist
35.0,8.12,,Ryan BROWN,11 OCT 1998,JAM,3,,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",26 FEB 2021,1164.0,men_LJ,2021,https://worldathletics.org/athletes/athlete=14693793,toplist
35.0,8.12,1.2,Marquise GOODWIN,19 NOV 1990,USA,1,,"Ansin Sports Complex, Miramar, FL (USA)",27 MAR 2021,1164.0,men_LJ,2021,https://worldathletics.org/athletes/athlete=14239033,toplist
35.0,8.12,1.1,Lester LESCAY,15 OCT 2001,CUB,2,,"Estadio Panamericano, La Habana (CUB)",29 MAY 2021,1164.0,men_LJ,2021,https://worldathletics.org/athletes/athlete=14742125,toplist
35.0,8.12,2.0,Maximilian ENTHOLZNER,18 AUG 1994,GER,2,,Castellón (ESP),29 JUN 2021,1164.0,men_LJ,2021,https://worldathletics.org/athletes/athlete=14454258,toplist
35.0,8.12,0.4,Erwan KONATE,18 APR 2003,FRA,1,,"Moi International Sports Centre, Kasarani, Nairobi (KEN)",20 AUG 2021,1164.0,men_LJ,2021,https://worldathletics.org/athletes/athlete=14898142,toplist
40.0,8.11,,Ja'Mari WARD,21 MAR 1998,USA,4,,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",12 MAR 2021,1162.0,men_LJ,2021,https://worldathletics.org/athletes/athlete=14566021,toplist
40.0,8.11,0.1,Emiliano LASA,25 JAN 1990,URU,1,,"CNDA, Bragança Paulista (BRA)",17 APR 2021,1162.0,men_LJ,2021,https://worldathletics.org/athletes/athlete=14374159,toplist
40.0,8.11,0.6,Radek JUŠKA,08 MAR 1993,CZE,1,,"Stadion Juliska, Praha (CZE)",07 JUN 2021,1162.0,men_LJ,2021,https://worldathletics.org/athletes/athlete=14403432,toplist
40.0,8.11,0.1,Danil CHECHELA,30 MAR 2000,RUS,1,,"Olympic Stadium, Cheboksary (RUS)",26 JUN 2021,1162.0,men_LJ,2021,https://worldathletics.org/athletes/athlete=14817579,toplist
44.0,8.1,1.2,Emanuel ARCHIBALD,09 SEP 1994,GUY,1,,"Leonora Stadium, Leonora (GUY)",14 FEB 2021,1160.0,men_LJ,2021,https://worldathletics.org/athletes/athlete=14747754,toplist
44.0,8.1,1.6,Rayvon GREY,02 DEC 1997,USA,,,"Sam Bailey Track Stadium, Tuscaloosa, AL (USA)",10 APR 2021,1160.0,men_LJ,2021,https://worldathletics.org/athletes/athlete=14633591,toplist
44.0,8.1,0.3,Simon EHAMMER,07 FEB 2000,SUI,1,,"Kadrioru staadion, Tallinn (EST)",09 JUL 2021,1160.0,men_LJ,2021,https://worldathletics.org/athletes/athlete=14730721,toplist
44.0,8.1,0.3,Filippo RANDAZZO,27 APR 1996,ITA,3q1,,"National Stadium, Tokyo (JPN)",31 JUL 2021,1160.0,men_LJ,2021,https://worldathletics.org/athletes/athlete=14514010,toplist
48.0,8.09,0.4,Serhiy NYKYFOROV,06 FEB 1994,UKR,2,,"Atletski stadion, Smederevo (SRB)",26 JUN 2021,1157.0,men_LJ,2021,https://worldathletics.org/athletes/athlete=14570923,toplist
49.0,8.08,,Jacob FINCHAM-DUKES,12 JAN 1997,GBR,1,,"Lee Valley Athletics Centre, London (GBR) (i)",20 FEB 2021,1155.0,men_LJ,2021,https://worldathletics.org/athletes/athlete=14536147,toplist
49.0,8.08,0.0,Wayne PINNOCK,24 OCT 2000,JAM,1,,"Tom Black Track at LaPorte Stadium, Knoxville, TN (USA)",01 MAY 2021,1155.0,men_LJ,2021,https://worldathletics.org/athletes/athlete=14693852,toplist
51.0,8.07,,Matthew BOLING,20 JUN 2000,USA,4,,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",26 FEB 2021,1153.0,men_LJ,2021,https://worldathletics.org/athletes/athlete=14774788,toplist
51.0,8.07,1.0,Charles BROWN,28 MAY 1997,USA,1f2,,"Terry & Linda Fuller T&F Complex, Lubbock, TX (USA)",01 MAY 2021,1153.0,men_LJ,2021,https://worldathletics.org/athletes/athlete=14644387,toplist
53.0,8.06,-0.2,Abraham SEANEKE,31 MAY 1996,GHA,1,,"Thomas Edison Park, Edison, NJ (USA)",23 JUN 2021,1152.0,men_LJ,2021,https://worldathletics.org/athletes/athlete=14777113,toplist
54.0,8.05,1.4,Andrzej KUCH,27 OCT 1991,POL,1,,"Golęcin Stadion, Poznan (POL)",26 JUN 2021,1149.0,men_LJ,2021,https://worldathletics.org/athletes/athlete=14424789,toplist
54.0,8.05,0.8,Riku ITO,16 JAN 2001,JPN,1,,"Prefectural Stadium, Kumagaya (JPN)",17 SEP 2021,1149.0,men_LJ,2021,https://worldathletics.org/athletes/athlete=14855118,toplist
56.0,8.04,1.4,Divan MANUEL,15 SEP 1996,RSA,1,,"UJ Stadium, Johannesburg (RSA)",14 MAY 2021,1146.0,men_LJ,2021,https://worldathletics.org/athletes/athlete=14690793,toplist
56.0,8.04,2.0,Christopher MITREVSKI,12 JUL 1996,AUS,3,,"FBK Stadium, Hengelo (NED)",06 JUN 2021,1146.0,men_LJ,2021,https://worldathletics.org/athletes/athlete=14552175,toplist
56.0,8.04,1.6,Gabriel Luiz BOZA,07 MAR 2003,BRA,1,,Bragança Paulista (BRA),04 SEP 2021,1146.0,men_LJ,2021,https://worldathletics.org/athletes/athlete=14862447,toplist
56.0,8.04,0.3,Arnovis DALMERO,23 SEP 2000,COL,1,,Guayaquil (ECU),17 OCT 2021,1146.0,men_LJ,2021,https://worldathletics.org/athletes/athlete=14768739,toplist
60.0,8.03,1.2,Jovan VAN VUUREN,17 JUL 1996,RSA,2,,"McArthur Stadium, Potchefstroom (RSA)",06 MAY 2021,1144.0,men_LJ,2021,https://worldathletics.org/athletes/athlete=14580816,toplist
60.0,8.03,0.3,Javokhir NORIYEV,01 MAR 2001,UZB,,,Dushanbe (TJK),23 MAY 2021,1144.0,men_LJ,2021,https://worldathletics.org/athletes/athlete=14832015,toplist
60.0,8.03,1.9,Tyrone SMITH,07 AUG 1984,BER,5,,"Chula Vista, CA (USA)",29 MAY 2021,1144.0,men_LJ,2021,https://worldathletics.org/athletes/athlete=14177104,toplist
60.0,8.03,1.8,Alexandrew HINTZEN,08 AUG 1988,USA,1,,"Olympia HS, Orlando, FL (USA)",13 JUN 2021,1144.0,men_LJ,2021,https://worldathletics.org/athletes/athlete=14366196,toplist
64.0,8.02,0.3,Alexsandro MELO,26 SEP 1995,BRA,1,,"COTP Stadium, São Paulo (BRA)",11 JUN 2021,1142.0,men_LJ,2021,https://worldathletics.org/athletes/athlete=14543320,toplist
64.0,8.02,-0.2,Darcy ROPER,31 MAR 1998,AUS,1,,"Stadio Giuseppe Grezar, Trieste (ITA)",07 JUL 2021,1143.0,men_LJ,2021,https://worldathletics.org/athletes/athlete=14550669,toplist
66.0,8.01,,Justin HALL,12 FEB 1998,USA,1,,"Sports Performance Center, Lubbock, TX (USA) (i)",16 JAN 2021,1140.0,men_LJ,2021,https://worldathletics.org/athletes/athlete=14775260,toplist
66.0,8.01,0.0,Fabian Ime EDOKI,30 MAR 1998,NGR,2,,"University of North Florda Jax Track at Hodges Stadium, Jacksonville, FL (USA)",29 APR 2021,1140.0,men_LJ,2021,https://worldathletics.org/athletes/athlete=14579482,toplist
66.0,8.01,1.9,Mikita LAPATSENKA,06 JUN 1995,BLR,1,,"Regional Sport Complex, Brest (BLR)",02 JUN 2021,1140.0,men_LJ,2021,https://worldathletics.org/athletes/athlete=14571622,toplist
66.0,8.01,0.6,Jingqiang ZHANG,08 MAY 1996,CHN,3,,"Shangyu Stadium, Shaoxing (CHN)",13 JUN 2021,1140.0,men_LJ,2021,https://worldathletics.org/athletes/athlete=14782056,toplist
66.0,8.01,-0.2,Artyom PRIMAK,14 JAN 1993,ANA,2,,"Olympic Stadium, Cheboksary (RUS)",26 JUN 2021,1141.0,men_LJ,2021,https://worldathletics.org/athletes/athlete=14434404,toplist
66.0,8.01,2.0,Alex FARQUHARSON,09 JUN 1997,GBR,1,,"Pingles Stadium, Nuneaton (GBR)",07 AUG 2021,1140.0,men_LJ,2021,https://worldathletics.org/athletes/athlete=14714721,toplist
72.0,8.0,0.0,Muhammed Anees YAHIYA,03 DEC 1995,IND,2,,Patiala (IND),16 MAR 2021,1138.0,men_LJ,2021,https://worldathletics.org/athletes/athlete=14675320,toplist
72.0,8.0,0.1,Trumaine JEFFERSON,21 APR 1995,USA,5,,"Ansin Sports Complex, Miramar, FL (USA)",10 APR 2021,1138.0,men_LJ,2021,https://worldathletics.org/athletes/athlete=14621992,toplist
74.0,7.99,,Jeremiah DAVIS,31 AUG 2001,USA,2,,"Clemson Indoor Track & Field Complex, Clemson, SC (USA) (i)",29 JAN 2021,1136.0,men_LJ,2021,https://worldathletics.org/athletes/athlete=14926128,toplist
74.0,7.99,0.0,Russell ROBINSON,27 JUN 2001,USA,1,,"UMiami Cobb Stadium, Coral Gables, FL (USA)",20 MAR 2021,1136.0,men_LJ,2021,https://worldathletics.org/athletes/athlete=14823057,toplist
74.0,7.99,-0.1,Aleksandr NOSKEVICH,12 MAR 1996,RUS,1,,"Znamenskikh Stadion, Moskva (RUS)",05 JUN 2021,1136.0,men_LJ,2021,https://worldathletics.org/athletes/athlete=14527134,toplist
74.0,7.99,2.0,Benjamin GFÖHLER,27 JAN 1994,SUI,1,,"Stade Bouleyres, Bulle (SUI)",13 JUN 2021,1136.0,men_LJ,2021,https://worldathletics.org/athletes/athlete=14404826,toplist
74.0,7.99,1.2,Cameron CRUMP,03 SEP 1999,USA,8q1,,"Hayward Field, Eugene, OR (USA)",25 JUN 2021,1136.0,men_LJ,2021,https://worldathletics.org/athletes/athlete=14874269,toplist
79.0,7.98,1.3,Norman CHIBANE,23 MAR 1999,BOT,1,,"National Stadium, Gaborone (BOT)",15 MAY 2021,1133.0,men_LJ,2021,https://worldathletics.org/athletes/athlete=14873308,toplist
79.0,7.98,0.4,Oliver KOLETZKO,01 AUG 2003,GER,1,,"Kadrioru staadion, Tallinn (EST)",16 JUL 2021,1133.0,men_LJ,2021,https://worldathletics.org/athletes/athlete=14813010,toplist
79.0,7.98,0.0,Tom CAMPAGNE,14 NOV 2000,FRA,1,,"Stade Georges Pompidou, Montauban (FRA)",28 JUL 2021,1133.0,men_LJ,2021,https://worldathletics.org/athletes/athlete=14758440,toplist
79.0,7.98,-0.7,Mingkun ZHANG,20 OCT 2000,CHN,3,,Xi'an (CHN),22 SEP 2021,1137.0,men_LJ,2021,https://worldathletics.org/athletes/athlete=14884079,toplist
83.0,7.97,,Sebastian Ree PEDERSEN,13 JUL 1997,DEN,1,,"Aarhus Atletik og Løbeakademi, Århus (DEN) (i)",23 FEB 2021,1131.0,men_LJ,2021,https://worldathletics.org/athletes/athlete=14609762,toplist
83.0,7.97,1.3,Jeswin ALDRIN,24 DEC 2001,IND,1,,Thenhipalam (IND),26 FEB 2021,1131.0,men_LJ,2021,https://worldathletics.org/athletes/athlete=14859332,toplist
83.0,7.97,1.0,Harrison SCHRAGE,14 OCT 1997,USA,1,,"Univ. of Arizona Roy P. Drachman Stadium, Tucson, AZ (USA)",17 APR 2021,1131.0,men_LJ,2021,https://worldathletics.org/athletes/athlete=14596479,toplist
83.0,7.97,1.3,Henry FRAYNE,14 APR 1990,AUS,1,,"SOPAC, Sydney (AUS)",18 APR 2021,1131.0,men_LJ,2021,https://worldathletics.org/athletes/athlete=14179673,toplist
83.0,7.97,0.0,David Oke EJUMETA,26 OCT 1997,NGR,1,,"Jaguar Track, Mobile, AL (USA)",13 MAY 2021,1131.0,men_LJ,2021,https://worldathletics.org/athletes/athlete=14578867,toplist
83.0,7.97,1.7,Jason SMITH,19 DEC 1998,USA,3q1,,"Cushing Stadium, College Station, TX (USA)",26 MAY 2021,1131.0,men_LJ,2021,https://worldathletics.org/athletes/athlete=14780888,toplist
83.0,7.97,0.4,Damar FORBES,11 SEP 1990,JAM,2,,"Prairie View, TX (USA)",06 JUN 2021,1131.0,men_LJ,2021,https://worldathletics.org/athletes/athlete=14366240,toplist
83.0,7.97,1.9,Jarvis GOTCH,25 MAR 1992,USA,2,,"Prairie View, TX (USA)",06 JUN 2021,1131.0,men_LJ,2021,https://worldathletics.org/athletes/athlete=14485105,toplist
83.0,7.97,-0.4,Jhon Andres  BERRIO,26 MAR 2002,COL,2,,"Moi International Sports Centre, Kasarani, Nairobi (KEN)",20 AUG 2021,1133.0,men_LJ,2021,https://worldathletics.org/athletes/athlete=14924292,toplist
83.0,7.97,1.8,Hiroshi TEBIRA,06 AUG 1992,JPN,1,,"Prefectural Stadium, Fukui (JPN)",28 AUG 2021,1131.0,men_LJ,2021,https://worldathletics.org/athletes/athlete=14444376,toplist
83.0,7.97,0.2,Maikel Yorges VIDAL,06 JAN 2000,CUB,1,,"Pascual Guerrero Stadium, Cali (COL)",01 DEC 2021,1131.0,men_LJ,2021,https://worldathletics.org/athletes/athlete=14663419,toplist
94.0,7.96,,Vladislav KUZNETSOV,27 FEB 1997,RUS,2,,"LFK CSKA, Moskva (RUS) (i)",16 FEB 2021,1129.0,men_LJ,2021,https://worldathletics.org/athletes/athlete=14681825,toplist
94.0,7.96,1.9,Joshua COWLEY,13 MAR 2001,AUS,1f1,,"QSAC State Athletics Facility, Nathan, Brisbane (AUS)",06 MAR 2021,1129.0,men_LJ,2021,https://worldathletics.org/athletes/athlete=14731742,toplist
94.0,7.96,0.6,Carter SHELL,18 JUN 1999,USA,2,,"Spec Towns Track, Athens, GA (USA)",09 APR 2021,1129.0,men_LJ,2021,https://worldathletics.org/athletes/athlete=14773082,toplist
94.0,7.96,0.9,Jullane WALKER,30 DEC 1995,JAM,4,,"RV Christian Track, Manhattan, KS (USA)",15 MAY 2021,1129.0,men_LJ,2021,https://worldathletics.org/athletes/athlete=14470014,toplist
94.0,7.96,0.5,Jean-Pierre BERTRAND,05 NOV 1992,FRA,2,,"Elena Venizelou National Stadium, Chania (GRE)",30 MAY 2021,1129.0,men_LJ,2021,https://worldathletics.org/athletes/athlete=14334765,toplist
94.0,7.96,1.7,José MANDROS,12 NOV 1998,PER,1,,Cochabamba (BOL),17 JUN 2021,1129.0,men_LJ,2021,https://worldathletics.org/athletes/athlete=14674295,toplist
94.0,7.96,1.1,Tobechukwu Emmanuel NWOKOCHA,10 JUL 1992,NGR,1,,"Yabatech Sport Complex, Lagos (NGR)",19 JUN 2021,1129.0,men_LJ,2021,https://worldathletics.org/athletes/athlete=14636874,toplist
1.0,8.55,,Miltiadis TENTOGLOU,18 MAR 1998,GRE,1,,"Štark Arena, Beograd (SRB) (i)",18 MAR 2022,1258.0,men_LJ,2022,https://worldathletics.org/athletes/athlete=14669734,toplist
2.0,8.45,0.2,Simon EHAMMER,07 FEB 2000,SUI,1ce1,,"Mösle-Stadium, Götzis (AUT)",28 MAY 2022,1236.0,men_LJ,2022,https://worldathletics.org/athletes/athlete=14730721,toplist
3.0,8.38,,Thobias MONTLER,15 FEB 1996,SWE,2,,"Štark Arena, Beograd (SRB) (i)",18 MAR 2022,1221.0,men_LJ,2022,https://worldathletics.org/athletes/athlete=14487329,toplist
4.0,8.36,1.5,SREESHANKAR,27 MAR 1999,IND,2,,"CH Muhammed Koya Stadium, Thenhipalam (IND)",03 APR 2022,1216.0,men_LJ,2022,https://worldathletics.org/athletes/athlete=14734673,toplist
4.0,8.36,0.5,Jianan WANG,27 AUG 1996,CHN,1,,"Hayward Field, Eugene, OR (USA)",16 JUL 2022,1216.0,men_LJ,2022,https://worldathletics.org/athletes/athlete=14514470,toplist
6.0,8.35,-0.4,Maykel MASSÓ,08 MAY 1999,CUB,1,,"Stade Louis II, Monaco (MON)",10 AUG 2022,1216.0,men_LJ,2022,https://worldathletics.org/athletes/athlete=14663416,toplist
7.0,8.31,-0.6,Marquis DENDY,17 NOV 1992,USA,3,,"Stade Louis II, Monaco (MON)",10 AUG 2022,1208.0,men_LJ,2022,https://worldathletics.org/athletes/athlete=14374165,toplist
8.0,8.28,2.0,Emiliano LASA,25 JAN 1990,URU,1,,"COTP Stadium, São Paulo (BRA)",01 MAY 2022,1199.0,men_LJ,2022,https://worldathletics.org/athletes/athlete=14374159,toplist
8.0,8.28,-0.1,Jingqiang ZHANG,08 MAY 1996,CHN,1,,Beijing (CHN),17 SEP 2022,1199.0,men_LJ,2022,https://worldathletics.org/athletes/athlete=14782056,toplist
10.0,8.27,1.4,Yuki HASHIOKA,23 JAN 1999,JPN,1,,"Yanmar Stadium Nagai, Osaka (JPN)",12 JUN 2022,1197.0,men_LJ,2022,https://worldathletics.org/athletes/athlete=14719623,toplist
11.0,8.26,-0.6,Jeswin ALDRIN,24 DEC 2001,IND,,,"CH Muhammed Koya Stadium, Thenhipalam (IND)",03 APR 2022,1197.0,men_LJ,2022,https://worldathletics.org/athletes/athlete=14859332,toplist
11.0,8.26,1.6,Tajay GAYLE,02 AUG 1996,JAM,1,,"Stadio Colbachini, Padova (ITA)",04 SEP 2022,1194.0,men_LJ,2022,https://worldathletics.org/athletes/athlete=14631861,toplist
13.0,8.25,,Matthew BOLING,20 JUN 2000,USA,1,,"Clemson Indoor Track & Field Complex, Clemson, SC (USA) (i)",14 JAN 2022,1192.0,men_LJ,2022,https://worldathletics.org/athletes/athlete=14774788,toplist
