Rank,Mark,WIND,Competitor,DOB,Nat,Pos,Unnamed: 7,Venue,Date,Results Score,discipline,year,ProfileURL,source
84.0,10.27,1.6,Mark Otieno ODHIAMBO,11 MAY 1993,KEN,1,,"Moi International Sports Centre, Kasarani, Nairobi (KEN)",05 MAR 2020,1115.0,men_100m,2020,https://worldathletics.org/athletes/athlete=14692921,toplist
84.0,10.27,0.6,Philipp TRUTENAT,06 DEC 1997,GER,1f1,,"Weserstadion Platz 11, Bremen (GER)",20 JUN 2020,1115.0,men_100m,2020,https://worldathletics.org/athletes/athlete=14586321,toplist
84.0,10.27,1.4,Yannick WOLF,12 MAY 2000,GER,2f1,,"Sepp-Herberger-Stadion, Weinheim (GER)",01 AUG 2020,1115.0,men_100m,2020,https://worldathletics.org/athletes/athlete=14717484,toplist
84.0,10.27,0.7,Hiroki YANAGITA,25 JUL 2003,JPN,4h3,,"National Stadium, Tokyo (JPN)",23 AUG 2020,1115.0,men_100m,2020,https://worldathletics.org/athletes/athlete=14860572,toplist
89.0,10.28,1.2,Elviano JOHNSON,11 DEC 2002,RSA,1h3,,"Bestmed Tuks Stadium, Pretoria (RSA)",14 MAR 2020,1112.0,men_100m,2020,https://worldathletics.org/athletes/athlete=14820465,toplist
89.0,10.28,1.0,Samuli SAMUELSSON,23 JUN 1995,FIN,1,,"Harjun stadion, Jyväskylä (FIN)",08 JUL 2020,1112.0,men_100m,2020,https://worldathletics.org/athletes/athlete=14513633,toplist
89.0,10.28,0.3,Adam GEMILI,06 OCT 1993,GBR,2,,"Bregyó Athletic Center, Székesfehérvár (HUN)",19 AUG 2020,1112.0,men_100m,2020,https://worldathletics.org/athletes/athlete=14427998,toplist
89.0,10.28,1.0,Seiya KUSANO,13 JAN 1988,JPN,6,,"Prefectural Stadium, Fukui (JPN)",29 AUG 2020,1112.0,men_100m,2020,https://worldathletics.org/athletes/athlete=14423269,toplist
93.0,10.29,-0.5,Sinesipho DAMBILE,02 MAR 2002,RSA,2,,"Bestmed Tuks Stadium, Pretoria (RSA)",14 MAR 2020,1111.0,men_100m,2020,https://worldathletics.org/athletes/athlete=14789650,toplist
93.0,10.29,0.8,Eckhart POTGIETER,13 JUN 2002,RSA,2sf1,,"Bestmed Tuks Stadium, Pretoria (RSA)",14 MAR 2020,1108.0,men_100m,2020,https://worldathletics.org/athletes/athlete=14888260,toplist
93.0,10.29,1.3,Eseosa Fostine DESALU,19 FEB 1994,ITA,3f1,,"Centro Sportivo Fontanassa, Savona (ITA)",16 JUL 2020,1108.0,men_100m,2020,https://worldathletics.org/athletes/athlete=14403082,toplist
93.0,10.29,1.5,Ryiem FORDE,23 MAY 2001,JAM,2f3,,"National Training Center, Clermont, FL (USA)",24 JUL 2020,1108.0,men_100m,2020,https://worldathletics.org/athletes/athlete=14779152,toplist
93.0,10.29,0.1,Kukyoung KIM,19 APR 1991,KOR,1,,Yecheon (KOR),24 JUL 2020,1108.0,men_100m,2020,https://worldathletics.org/athletes/athlete=14210243,toplist
93.0,10.29,-0.4,Erriyon KNIGHTON,29 JAN 2004,USA,1,,"Satellite High School, Satellite Beach, FL (USA)",08 AUG 2020,1110.0,men_100m,2020,https://worldathletics.org/athletes/athlete=14897541,toplist
93.0,10.29,1.1,Kojo MUSAH,15 APR 1996,DEN,1,,"Hovedstaden, København (DEN)",15 AUG 2020,1108.0,men_100m,2020,https://worldathletics.org/athletes/athlete=14708881,toplist
93.0,10.29,1.6,Marvin RENÉ,11 APR 1995,FRA,1f1,,"Parc des Sports C. Ehrmann, Nice (FRA)",21 AUG 2020,1108.0,men_100m,2020,https://worldathletics.org/athletes/athlete=14464596,toplist
1.0,9.76,1.2,Trayvon BROMELL,10 JUL 1995,USA,1,,"Moi International Sports Centre, Kasarani, Nairobi (KEN)",18 SEP 2021,1291.0,men_100m,2021,https://worldathletics.org/athletes/athlete=14519911,toplist
2.0,9.77,1.2,Ferdinand OMANYALA,02 JAN 1996,KEN,2,,"Moi International Sports Centre, Kasarani, Nairobi (KEN)",18 SEP 2021,1287.0,men_100m,2021,https://worldathletics.org/athletes/athlete=14747153,toplist
3.0,9.8,0.1,Lamont Marcell JACOBS,26 SEP 1994,ITA,1,,"National Stadium, Tokyo (JPN)",01 AUG 2021,1276.0,men_100m,2021,https://worldathletics.org/athletes/athlete=14453864,toplist
4.0,9.83,0.9,Bingtian SU,29 AUG 1989,CHN,1sf3,,"National Stadium, Tokyo (JPN)",01 AUG 2021,1266.0,men_100m,2021,https://worldathletics.org/athletes/athlete=14171509,toplist
4.0,9.83,0.9,Ronnie BAKER,15 OCT 1993,USA,2sf3,,"National Stadium, Tokyo (JPN)",01 AUG 2021,1266.0,men_100m,2021,https://worldathletics.org/athletes/athlete=14498578,toplist
6.0,9.84,1.2,Akani SIMBINE,21 SEP 1993,RSA,1,,"Bregyó Athletic Center, Székesfehérvár (HUN)",06 JUL 2021,1262.0,men_100m,2021,https://worldathletics.org/athletes/athlete=14417763,toplist
6.0,9.84,0.1,Fred KERLEY,07 MAY 1995,USA,2,,"National Stadium, Tokyo (JPN)",01 AUG 2021,1262.0,men_100m,2021,https://worldathletics.org/athletes/athlete=14504382,toplist
8.0,9.85,1.5,Marvin BRACY,15 DEC 1993,USA,2f2,,"Ansin Sports Complex, Miramar, FL (USA)",05 JUN 2021,1259.0,men_100m,2021,https://worldathletics.org/athletes/athlete=14425680,toplist
9.0,9.89,0.2,Isiah YOUNG,05 JAN 1990,USA,1f1,,"National Training Center, Clermont, FL (USA)",30 MAY 2021,1245.0,men_100m,2021,https://worldathletics.org/athletes/athlete=14360879,toplist
9.0,9.89,0.8,Kenneth BEDNAREK,14 OCT 1998,USA,4,,"Hayward Field, Eugene, OR (USA)",20 JUN 2021,1245.0,men_100m,2021,https://worldathletics.org/athletes/athlete=14715244,toplist
9.0,9.89,0.1,Andre DE GRASSE,10 NOV 1994,CAN,3,,"National Stadium, Tokyo (JPN)",01 AUG 2021,1245.0,men_100m,2021,https://worldathletics.org/athletes/athlete=14535607,toplist
12.0,9.91,0.8,Micah WILLIAMS,12 NOV 2001,USA,5,,"Hayward Field, Eugene, OR (USA)",20 JUN 2021,1238.0,men_100m,2021,https://worldathletics.org/athletes/athlete=14715873,toplist
13.0,9.94,1.6,Jo'Vaughn MARTIN,,USA,1f2,,"Percy Beard Track, Gainesville, FL (USA)",17 APR 2021,1227.0,men_100m,2021,https://worldathletics.org/athletes/athlete=14774742,toplist
13.0,9.94,1.3,Gift LEOTLELA,12 MAY 1998,RSA,1,,"UJ Stadium, Johannesburg (RSA)",14 MAY 2021,1227.0,men_100m,2021,https://worldathletics.org/athletes/athlete=14578589,toplist
15.0,9.95,2.0,Ryota YAMAGATA,10 JUN 1992,JPN,1f1,,"Athletic Stadium, Tottori (JPN)",06 JUN 2021,1224.0,men_100m,2021,https://worldathletics.org/athletes/athlete=14369915,toplist
15.0,9.95,1.9,Noah LYLES,18 JUL 1997,USA,3h4,,"Hayward Field, Eugene, OR (USA)",19 JUN 2021,1224.0,men_100m,2021,https://worldathletics.org/athletes/athlete=14536762,toplist
15.0,9.95,0.1,Yohan BLAKE,26 DEC 1989,JAM,1,,"Marietta HS, Marietta, GA (USA)",09 JUL 2021,1224.0,men_100m,2021,https://worldathletics.org/athletes/athlete=14201842,toplist
18.0,9.96,1.9,Cravon GILLESPIE,31 JUL 1996,USA,1,,"Hilmer Lodge Stadium, Walnut, CA (USA)",09 MAY 2021,1220.0,men_100m,2021,https://worldathletics.org/athletes/athlete=14578228,toplist
19.0,9.97,1.5,Benjamin AZAMATI,14 JAN 1998,GHA,1h8,,"Mike A. Myers Stadium, Austin, TX (USA)",26 MAR 2021,1217.0,men_100m,2021,https://worldathletics.org/athletes/athlete=14873268,toplist
19.0,9.97,1.9,Kyree KING,09 JUL 1994,USA,1f2,,"Ansin Sports Complex, Miramar, FL (USA)",10 APR 2021,1217.0,men_100m,2021,https://worldathletics.org/athletes/athlete=14476000,toplist
19.0,9.97,-0.5,Michael NORMAN,03 DEC 1997,USA,1,,"Stadio Colbachini, Padova (ITA)",05 SEP 2021,1220.0,men_100m,2021,https://worldathletics.org/athletes/athlete=14588244,toplist
22.0,9.98,1.9,Justin GATLIN,10 FEB 1982,USA,2f2,,"Ansin Sports Complex, Miramar, FL (USA)",10 APR 2021,1213.0,men_100m,2021,https://worldathletics.org/athletes/athlete=14238562,toplist
22.0,9.98,0.3,Enoch ADEGOKE,08 MAR 2000,NGR,1h2,,"National Stadium, Tokyo (JPN)",31 JUL 2021,1213.0,men_100m,2021,https://worldathletics.org/athletes/athlete=14756061,toplist
22.0,9.98,-0.2,Zharnel HUGHES,13 JUL 1995,GBR,1sf2,,"National Stadium, Tokyo (JPN)",01 AUG 2021,1214.0,men_100m,2021,https://worldathletics.org/athletes/athlete=14414524,toplist
25.0,10.0,1.9,Cejhae GREENE,06 OCT 1995,ANT,3f2,,"Ansin Sports Complex, Miramar, FL (USA)",10 APR 2021,1206.0,men_100m,2021,https://worldathletics.org/athletes/athlete=14469945,toplist
25.0,10.0,0.9,Femi OGUNODE,15 MAY 1991,QAT,1,,"Suhaim bin Hamad Stadium, Doha (QAT)",28 MAY 2021,1206.0,men_100m,2021,https://worldathletics.org/athletes/athlete=14330343,toplist
25.0,10.0,0.6,Tyquendo TRACEY,10 JUN 1993,JAM,1,,"National Stadium, Kingston (JAM)",25 JUN 2021,1206.0,men_100m,2021,https://worldathletics.org/athletes/athlete=14463007,toplist
25.0,10.0,1.2,Michael RODGERS,24 APR 1985,USA,2,,"Bregyó Athletic Center, Székesfehérvár (HUN)",06 JUL 2021,1206.0,men_100m,2021,https://worldathletics.org/athletes/athlete=14249856,toplist
29.0,10.01,1.9,Emmanuel MATADI,15 APR 1991,LBR,4f2,,"Ansin Sports Complex, Miramar, FL (USA)",10 APR 2021,1203.0,men_100m,2021,https://worldathletics.org/athletes/athlete=14375111,toplist
29.0,10.01,2.0,Jason ROGERS,31 AUG 1991,SKN,2f1,,"Tropical Park Track, Miami, FL (USA)",24 APR 2021,1203.0,men_100m,2021,https://worldathletics.org/athletes/athlete=14190640,toplist
29.0,10.01,1.9,Christopher BELCHER,29 JAN 1994,USA,3,,"Hilmer Lodge Stadium, Walnut, CA (USA)",09 MAY 2021,1203.0,men_100m,2021,https://worldathletics.org/athletes/athlete=14503562,toplist
29.0,10.01,2.0,Shuhei TADA,24 JUN 1996,JPN,2f1,,"Athletic Stadium, Tottori (JPN)",06 JUN 2021,1203.0,men_100m,2021,https://worldathletics.org/athletes/athlete=14707842,toplist
29.0,10.01,0.8,Rohan BROWNING,31 DEC 1997,AUS,1h7,,"National Stadium, Tokyo (JPN)",31 JUL 2021,1203.0,men_100m,2021,https://worldathletics.org/athletes/athlete=14575440,toplist
29.0,10.01,2.0,Erik CARDOSO,03 MAR 2000,BRA,1,,Bragança Paulista (BRA),04 SEP 2021,1203.0,men_100m,2021,https://worldathletics.org/athletes/athlete=14718734,toplist
35.0,10.03,1.9,Chijindu UJAH,05 MAR 1994,GBR,4,,"Hilmer Lodge Stadium, Walnut, CA (USA)",09 MAY 2021,1196.0,men_100m,2021,https://worldathletics.org/athletes/athlete=14410429,toplist
35.0,10.03,0.8,Julian FORTE,07 JAN 1993,JAM,1sf2,,"National Stadium, Kingston (JAM)",25 JUN 2021,1196.0,men_100m,2021,https://worldathletics.org/athletes/athlete=14367596,toplist
37.0,10.04,2.0,Nigel ELLIS,08 AUG 1997,JAM,3f1,,"Tropical Park Track, Miami, FL (USA)",24 APR 2021,1193.0,men_100m,2021,https://worldathletics.org/athletes/athlete=14576547,toplist
37.0,10.04,0.0,Shaun MASWANGANYI,01 FEB 2001,RSA,1h3,,"Cushing Stadium, College Station, TX (USA)",29 MAY 2021,1193.0,men_100m,2021,https://worldathletics.org/athletes/athlete=14748228,toplist
37.0,10.04,0.6,Oblique SEVILLE,16 MAR 2001,JAM,3,,"National Stadium, Kingston (JAM)",25 JUN 2021,1193.0,men_100m,2021,https://worldathletics.org/athletes/athlete=14737998,toplist
37.0,10.04,0.0,Elijah HALL,22 AUG 1994,USA,1f1,,"Lantos Mihály Sportközpont, Budapest (HUN)",24 AUG 2021,1193.0,men_100m,2021,https://worldathletics.org/athletes/athlete=14432013,toplist
37.0,10.04,1.2,Mouhamadou FALL,25 FEB 1992,FRA,4,,"Moi International Sports Centre, Kasarani, Nairobi (KEN)",18 SEP 2021,1193.0,men_100m,2021,https://worldathletics.org/athletes/athlete=14702316,toplist
42.0,10.05,1.5,Divine ODUDURU,07 OCT 1996,NGR,3,,"University of North Florda Jax Track at Hodges Stadium, Jacksonville, FL (USA)",30 APR 2021,1189.0,men_100m,2021,https://worldathletics.org/athletes/athlete=14579422,toplist
42.0,10.05,1.4,Davonte BURNETT,27 FEB 2000,USA,1,,"Katherine B. Loker Stadium, Los Angeles, CA (USA)",16 MAY 2021,1189.0,men_100m,2021,https://worldathletics.org/athletes/athlete=14716704,toplist
42.0,10.05,0.4,Terrance LAIRD,12 OCT 1998,USA,1,,"Hayward Field, Eugene, OR (USA)",11 JUN 2021,1189.0,men_100m,2021,https://worldathletics.org/athletes/athlete=14716878,toplist
42.0,10.05,1.5,Mark Otieno ODHIAMBO,11 MAY 1993,KEN,2,,"Moi International Sports Centre, Kasarani, Nairobi (KEN)",17 JUN 2021,1189.0,men_100m,2021,https://worldathletics.org/athletes/athlete=14692921,toplist
46.0,10.06,1.6,Joseph Paul AMOAH,12 JAN 1997,GHA,1h2,,"University of North Florda Jax Track at Hodges Stadium, Jacksonville, FL (USA)",28 MAY 2021,1186.0,men_100m,2021,https://worldathletics.org/athletes/athlete=14775357,toplist
46.0,10.06,0.1,Guanfeng CHEN,05 FEB 2000,CHN,1,,Chongqing (CHN),24 JUN 2021,1186.0,men_100m,2021,https://worldathletics.org/athletes/athlete=14839760,toplist
46.0,10.06,-0.4,Jerome BLAKE,18 AUG 1995,CAN,2,,"Christian Brothers HS, Memphis, TN (USA)",15 AUG 2021,1188.0,men_100m,2021,https://worldathletics.org/athletes/athlete=14654737,toplist
46.0,10.06,-1.2,Jimmy VICAUT,27 FEB 1992,FRA,1f2,,"Stade Jules Ladoumegue, La Roche-sur-Yon (FRA)",03 SEP 2021,1193.0,men_100m,2021,https://worldathletics.org/athletes/athlete=14334964,toplist
50.0,10.07,2.0,Paulo André CAMILO,20 AUG 1998,BRA,1f1,,"Cougar Athletic Stadium, Azusa, CA (USA)",10 APR 2021,1182.0,men_100m,2021,https://worldathletics.org/athletes/athlete=14699143,toplist
50.0,10.07,1.2,Usheoritse ITSEKIRI,31 JAN 1998,NGR,2,,"Yabatech Sport Complex, Lagos (NGR)",17 JUN 2021,1182.0,men_100m,2021,https://worldathletics.org/athletes/athlete=14705042,toplist
52.0,10.08,1.9,Aaron BROWN,27 MAY 1992,CAN,5f2,,"Ansin Sports Complex, Miramar, FL (USA)",10 APR 2021,1179.0,men_100m,2021,https://worldathletics.org/athletes/athlete=14366482,toplist
52.0,10.08,1.6,Javonte' HARDING,29 AUG 2001,USA,2h2,,"University of North Florda Jax Track at Hodges Stadium, Jacksonville, FL (USA)",28 MAY 2021,1179.0,men_100m,2021,https://worldathletics.org/athletes/athlete=14833867,toplist
52.0,10.08,1.6,Lance LANG,01 FEB 2001,USA,2h2,,"University of North Florda Jax Track at Hodges Stadium, Jacksonville, FL (USA)",28 MAY 2021,1179.0,men_100m,2021,https://worldathletics.org/athletes/athlete=14862984,toplist
52.0,10.08,1.5,Chris ROYSTER,24 JAN 1992,USA,3f2,,"Ansin Sports Complex, Miramar, FL (USA)",05 JUN 2021,1179.0,men_100m,2021,https://worldathletics.org/athletes/athlete=14364025,toplist
56.0,10.09,0.8,Ameer WEBB,19 MAR 1991,USA,1h1,,"Cougar Athletic Stadium, Azusa, CA (USA)",16 APR 2021,1176.0,men_100m,2021,https://worldathletics.org/athletes/athlete=14373694,toplist
56.0,10.09,1.6,Nolton SHELVIN,08 FEB 2001,USA,1,,"Texan Track & Field Complex, Levelland, TX (USA)",13 MAY 2021,1176.0,men_100m,2021,https://worldathletics.org/athletes/athlete=14899354,toplist
56.0,10.09,1.6,Ismael KONE,06 NOV 2000,CIV,4h2,,"University of North Florda Jax Track at Hodges Stadium, Jacksonville, FL (USA)",28 MAY 2021,1176.0,men_100m,2021,https://worldathletics.org/athletes/athlete=14849101,toplist
56.0,10.09,0.2,Jaylen SLADE,OCT 2003,USA,3f1,,"National Training Center, Clermont, FL (USA)",30 MAY 2021,1176.0,men_100m,2021,https://worldathletics.org/athletes/athlete=14877674,toplist
56.0,10.09,0.8,Alonso EDWARD,08 DEC 1989,PAN,2,,"Stadion Juliska, Praha (CZE)",07 JUN 2021,1176.0,men_100m,2021,https://worldathletics.org/athletes/athlete=14216095,toplist
61.0,10.1,1.6,Cravont CHARLESTON,02 JAN 1998,USA,1,,"Paul Derr TF Facility, Raleigh, NC (USA)",27 MAR 2021,1172.0,men_100m,2021,https://worldathletics.org/athletes/athlete=14629201,toplist
61.0,10.1,1.4,Bryce ROBINSON,13 NOV 1993,USA,2,,"Mike A. Myers Stadium, Austin, TX (USA)",27 MAR 2021,1172.0,men_100m,2021,https://worldathletics.org/athletes/athlete=14507493,toplist
61.0,10.1,0.8,Felipe BARDI,08 OCT 1998,BRA,2h1,,"Cougar Athletic Stadium, Azusa, CA (USA)",16 APR 2021,1172.0,men_100m,2021,https://worldathletics.org/athletes/athlete=14657140,toplist
61.0,10.1,0.6,Filippo TORTU,15 JUN 1998,ITA,4h5,,"National Stadium, Tokyo (JPN)",31 JUL 2021,1172.0,men_100m,2021,https://worldathletics.org/athletes/athlete=14629026,toplist
61.0,10.1,0.1,Zhenye XIE,17 AUG 1993,CHN,2,,Xi'an (CHN),21 SEP 2021,1172.0,men_100m,2021,https://worldathletics.org/athletes/athlete=14376449,toplist
66.0,10.11,1.6,Denzell FEAGIN,2000,USA,2,,"Texan Track & Field Complex, Levelland, TX (USA)",13 MAY 2021,1169.0,men_100m,2021,https://worldathletics.org/athletes/athlete=14846111,toplist
66.0,10.11,1.6,Cole BECK,05 MAR 1999,USA,1,,"Paul Derr TF Facility, Raleigh, NC (USA)",15 MAY 2021,1169.0,men_100m,2021,https://worldathletics.org/athletes/athlete=14675270,toplist
66.0,10.11,0.2,Arthur CISSÉ,29 DEC 1996,CIV,1,,"Stade des Grands Pêchers, Montreuil (FRA)",01 JUN 2021,1169.0,men_100m,2021,https://worldathletics.org/athletes/athlete=14636943,toplist
66.0,10.11,1.2,Seye OGUNLEWE,30 AUG 1991,NGR,3,,"Yabatech Sport Complex, Lagos (NGR)",17 JUN 2021,1169.0,men_100m,2021,https://worldathletics.org/athletes/athlete=14373436,toplist
66.0,10.11,0.1,Zhiqiang WU,10 APR 1994,CHN,2,,Chongqing (CHN),24 JUN 2021,1169.0,men_100m,2021,https://worldathletics.org/athletes/athlete=14462113,toplist
66.0,10.11,0.5,Letsile TEBOGO,07 JUN 2003,BOT,1sf1,,"Moi International Sports Centre, Kasarani, Nairobi (KEN)",18 AUG 2021,1169.0,men_100m,2021,https://worldathletics.org/athletes/athlete=14883897,toplist
66.0,10.11,0.0,Julian WAGNER,18 MAR 1998,GER,1f1,,"Stade Jean Jacoby, Schifflange (LUX)",22 AUG 2021,1169.0,men_100m,2021,https://worldathletics.org/athletes/athlete=14627434,toplist
73.0,10.12,1.0,Eddie NKETIA,08 MAY 2001,NZL,2,,"QSAC State Athletics Facility, Nathan, Brisbane (AUS)",27 MAR 2021,1165.0,men_100m,2021,https://worldathletics.org/athletes/athlete=14732744,toplist
73.0,10.12,2.0,Michael STEPHENS,19 AUG 2000,JAM,5f1,,"Tropical Park Track, Miami, FL (USA)",24 APR 2021,1165.0,men_100m,2021,https://worldathletics.org/athletes/athlete=14685219,toplist
73.0,10.12,0.3,Jaylen BACON,05 AUG 1996,USA,2h2,,"Boston, MA (USA)",23 MAY 2021,1165.0,men_100m,2021,https://worldathletics.org/athletes/athlete=14531147,toplist
73.0,10.12,1.6,Marcellus MOORE,30 JUN 2002,USA,5h2,,"University of North Florda Jax Track at Hodges Stadium, Jacksonville, FL (USA)",28 MAY 2021,1165.0,men_100m,2021,https://worldathletics.org/athletes/athlete=14774741,toplist
73.0,10.12,1.6,Bryan HENDERSON,,USA,2h1,,"Cushing Stadium, College Station, TX (USA)",29 MAY 2021,1165.0,men_100m,2021,https://worldathletics.org/athletes/athlete=14666153,toplist
73.0,10.12,1.5,Andre EWERS,07 JUN 1995,JAM,4f2,,"Ansin Sports Complex, Miramar, FL (USA)",05 JUN 2021,1165.0,men_100m,2021,https://worldathletics.org/athletes/athlete=14578766,toplist
73.0,10.12,-0.4,Yoshihide KIRYU,15 DEC 1995,JPN,1h7,,"Yanmar Stadium Nagai, Osaka (JPN)",24 JUN 2021,1167.0,men_100m,2021,https://worldathletics.org/athletes/athlete=14547456,toplist
73.0,10.12,0.6,Reece PRESCOD,29 FEB 1996,GBR,5h5,,"National Stadium, Tokyo (JPN)",31 JUL 2021,1165.0,men_100m,2021,https://worldathletics.org/athletes/athlete=14522622,toplist
73.0,10.12,0.2,Damian WARNER,04 NOV 1989,CAN,1ce3,,"National Stadium, Tokyo (JPN)",04 AUG 2021,1165.0,men_100m,2021,https://worldathletics.org/athletes/athlete=14173337,toplist
82.0,10.13,1.9,Oshane BAILEY,08 SEP 1989,JAM,2f5,,"GC Foster College, Spanish Town (JAM)",08 MAY 2021,1162.0,men_100m,2021,https://worldathletics.org/athletes/athlete=14201808,toplist
82.0,10.13,1.4,Lorenzo PATTA,23 MAY 2000,ITA,1,,"Centro Sportivo Fontanassa, Savona (ITA)",13 MAY 2021,1162.0,men_100m,2021,https://worldathletics.org/athletes/athlete=14753080,toplist
82.0,10.13,2.0,Yuki KOIKE,15 MAY 1995,JPN,3f1,,"Athletic Stadium, Tottori (JPN)",06 JUN 2021,1162.0,men_100m,2021,https://worldathletics.org/athletes/athlete=14547883,toplist
82.0,10.13,1.2,Godson Oke OGHENEBRUME,27 MAY 2003,NGR,4,,"Yabatech Sport Complex, Lagos (NGR)",17 JUN 2021,1162.0,men_100m,2021,https://worldathletics.org/athletes/athlete=14830854,toplist
82.0,10.13,2.0,Matthew BOLING,20 JUN 2000,USA,5h3,,"Hayward Field, Eugene, OR (USA)",19 JUN 2021,1162.0,men_100m,2021,https://worldathletics.org/athletes/athlete=14774788,toplist
87.0,10.14,0.6,Jevaughn MINZIE,20 JUL 1995,JAM,5,,"National Stadium, Kingston (JAM)",25 JUN 2021,1159.0,men_100m,2021,https://worldathletics.org/athletes/athlete=14413602,toplist
87.0,10.14,0.9,Kojo MUSAH,15 APR 1996,DEN,1,,"Odense Atletik Stadion, Odense (DEN)",26 JUN 2021,1159.0,men_100m,2021,https://worldathletics.org/athletes/athlete=14708881,toplist
87.0,10.14,1.2,Adam GEMILI,06 OCT 1993,GBR,5,,"Bregyó Athletic Center, Székesfehérvár (HUN)",06 JUL 2021,1159.0,men_100m,2021,https://worldathletics.org/athletes/athlete=14427998,toplist
90.0,10.15,0.9,Dante BROWN,15 JUN 2000,USA,1f1,,"Hutsell-Rosen Track, Auburn, AL (USA)",20 MAR 2021,1155.0,men_100m,2021,https://worldathletics.org/athletes/athlete=14908619,toplist
90.0,10.15,1.4,Yupun ABEYKOON,31 DEC 1994,SRI,2,,"Centro Sportivo Fontanassa, Savona (ITA)",13 MAY 2021,1155.0,men_100m,2021,https://worldathletics.org/athletes/athlete=14715661,toplist
90.0,10.15,1.1,Sachin DENNIS,02 AUG 2002,JAM,1f1,,"National Stadium, Kingston (JAM)",22 MAY 2021,1155.0,men_100m,2021,https://worldathletics.org/athletes/athlete=14740832,toplist
90.0,10.15,1.6,Courtney LINDSEY,18 NOV 1998,USA,3h1,,"Cushing Stadium, College Station, TX (USA)",29 MAY 2021,1155.0,men_100m,2021,https://worldathletics.org/athletes/athlete=14845926,toplist
90.0,10.15,1.9,Kendal WILLIAMS,23 SEP 1995,USA,5h4,,"Hayward Field, Eugene, OR (USA)",19 JUN 2021,1155.0,men_100m,2021,https://worldathletics.org/athletes/athlete=14465376,toplist
90.0,10.15,0.8,Rodrigo DO NASCIMENTO,26 SEP 1994,BRA,1,,"CNDA, Bragança Paulista (BRA)",23 JUN 2021,1155.0,men_100m,2021,https://worldathletics.org/athletes/athlete=14496746,toplist
90.0,10.15,0.6,Méba Mickaël ZEZE,19 MAY 1994,FRA,2,,"Stade Charléty, Paris (FRA)",28 AUG 2021,1155.0,men_100m,2021,https://worldathletics.org/athletes/athlete=14389351,toplist
97.0,10.16,2.0,Tahir WALSH,24 FEB 1994,ANT,6f1,,"Tropical Park Track, Miami, FL (USA)",24 APR 2021,1152.0,men_100m,2021,https://worldathletics.org/athletes/athlete=14414520,toplist
97.0,10.16,1.9,Romario WILLIAMS,17 NOV 1995,JAM,3f5,,"GC Foster College, Spanish Town (JAM)",08 MAY 2021,1152.0,men_100m,2021,https://worldathletics.org/athletes/athlete=14540215,toplist
97.0,10.16,1.8,David EAST,,USA,1,,"PVAMU Track Stadium, Prairie View, TX (USA)",08 MAY 2021,1152.0,men_100m,2021,https://worldathletics.org/athletes/athlete=14748990,toplist
97.0,10.16,-0.3,Erriyon KNIGHTON,29 JAN 2004,USA,1,,"Boston, MA (USA)",23 MAY 2021,1153.0,men_100m,2021,https://worldathletics.org/athletes/athlete=14897541,toplist
1.0,9.76,1.4,Fred KERLEY,07 MAY 1995,USA,1sf1,,"Hayward Field, Eugene, OR (USA)",24 JUN 2022,1291.0,men_100m,2022,https://worldathletics.org/athletes/athlete=14504382,toplist
2.0,9.81,1.5,Trayvon BROMELL,10 JUL 1995,USA,1sf2,,"Hayward Field, Eugene, OR (USA)",24 JUN 2022,1273.0,men_100m,2022,https://worldathletics.org/athletes/athlete=14519911,toplist
3.0,9.85,2.0,Ferdinand OMANYALA,02 JAN 1996,KEN,1,,"Moi International Sports Centre, Kasarani, Nairobi (KEN)",07 MAY 2022,1259.0,men_100m,2022,https://worldathletics.org/athletes/athlete=14747153,toplist
3.0,9.85,1.8,Marvin BRACY-WILLIAMS,15 DEC 1993,USA,2,,"Hayward Field, Eugene, OR (USA)",24 JUN 2022,1259.0,men_100m,2022,https://worldathletics.org/athletes/athlete=14425680,toplist
3.0,9.85,1.0,Yohan BLAKE,26 DEC 1989,JAM,1,,"National Stadium, Kingston (JAM)",24 JUN 2022,1259.0,men_100m,2022,https://worldathletics.org/athletes/athlete=14201842,toplist
6.0,9.86,0.2,Oblique SEVILLE,16 MAR 2001,JAM,1,,"National Stadium, Kingston (JAM)",21 MAY 2022,1255.0,men_100m,2022,https://worldathletics.org/athletes/athlete=14737998,toplist
6.0,9.86,0.7,Micah WILLIAMS,12 NOV 2001,USA,1h2,,"John McDonnell Field, Fayetteville, AR (USA)",27 MAY 2022,1255.0,men_100m,2022,https://worldathletics.org/athletes/athlete=14715873,toplist
8.0,9.87,1.5,Christian COLEMAN,06 MAR 1996,USA,3sf2,,"Hayward Field, Eugene, OR (USA)",24 JUN 2022,1252.0,men_100m,2022,https://worldathletics.org/athletes/athlete=14541956,toplist
9.0,9.9,2.0,Benjamin AZAMATI,14 JAN 1998,GHA,1h1,,"Mike A. Myers Stadium, Austin, TX (USA)",25 MAR 2022,1241.0,men_100m,2022,https://worldathletics.org/athletes/athlete=14873268,toplist
9.0,9.9,1.8,Elijah HALL,22 AUG 1994,USA,5,,"Hayward Field, Eugene, OR (USA)",24 JUN 2022,1241.0,men_100m,2022,https://worldathletics.org/athletes/athlete=14432013,toplist
11.0,9.91,0.8,Letsile TEBOGO,07 JUN 2003,BOT,1,,"Pascual Guerrero Stadium, Cali (COL)",02 AUG 2022,1238.0,men_100m,2022,https://worldathletics.org/athletes/athlete=14883897,toplist
