Rank,Mark,WIND,Competitor,DOB,Nat,Pos,Nat,Venue,Date,Results Score,discipline,year,ProfileURL,source
30,32:01.83,,Gulshat FAZLITDINOVA,28 AUG 1992,RUS,1,,Moskva (RUS),11 JUN 2013,1137,women_10000m,2013,https://worldathletics.org/athletes/athlete=14376856,toplist
31,32:02.67,,Natalya PUCHKOVA,28 JAN 1987,RUS,2,,Moskva (RUS),11 JUN 2013,1137,women_10000m,2013,https://worldathletics.org/athletes/athlete=14941290,toplist
32,32:02.92,,Alina PROKOPEVA,16 AUG 1985,RUS,3,,Moskva (RUS),11 JUN 2013,1136,women_10000m,2013,https://worldathletics.org/athletes/athlete=14297219,toplist
33,32:02.99,,Yelena NAGOVITSYNA,07 DEC 1982,RUS,4,,Moskva (RUS),11 JUN 2013,1136,women_10000m,2013,https://worldathletics.org/athletes/athlete=14299204,toplist
34,32:03.39,,Trihas GEBRE,29 APR 1990,ETH,12,,"Mestský Stadion, Ostrava (CZE)",27 JUN 2013,1136,women_10000m,2013,https://worldathletics.org/athletes/athlete=14259852,toplist
35,32:04.44,,Christelle DAUNAY,05 DEC 1974,FRA,10,,"Luzhniki Stadion, Moskva (RUS)",11 AUG 2013,1135,women_10000m,2013,https://worldathletics.org/athletes/athlete=14257893,toplist
36,32:05.88,,Kasumi NISHIHARA,01 MAR 1989,JPN,1f1,,Kitami (JPN),06 JUL 2013,1134,women_10000m,2013,https://worldathletics.org/athletes/athlete=14287422,toplist
37,32:06.70,,Yuka TAKASHIMA,12 MAY 1988,JPN,2f1,,Kitami (JPN),06 JUL 2013,1133,women_10000m,2013,https://worldathletics.org/athletes/athlete=14288055,toplist
38,32:06.79,,Sayuri OKA,19 SEP 1990,JPN,3f2,,Kumagaya (JPN),20 SEP 2013,1133,women_10000m,2013,https://worldathletics.org/athletes/athlete=14449145,toplist
39,32:07.20,,Aliphine Chepkerker TULIAMUK,05 APR 1989,KEN,7f1,,"Palo Alto, CA (USA)",28 APR 2013,1133,women_10000m,2013,https://worldathletics.org/athletes/athlete=14289472,toplist
40,32:07.41,,Mai ITO,23 MAY 1984,JPN,3f1,,Kitami (JPN),06 JUL 2013,1133,women_10000m,2013,https://worldathletics.org/athletes/athlete=14286564,toplist
41,32:07.70,,Yuko SHIMIZU,13 JUL 1985,JPN,8f1,,"Palo Alto, CA (USA)",28 APR 2013,1132,women_10000m,2013,https://worldathletics.org/athletes/athlete=14287852,toplist
42,32:08.73,,Rei OHARA,10 AUG 1990,JPN,4f1,,Kitami (JPN),06 JUL 2013,1131,women_10000m,2013,https://worldathletics.org/athletes/athlete=14287537,toplist
43,32:09.95,,Xueqin WANG,01 JAN 1991,CHN,4,,Shenyang (CHN),11 SEP 2013,1130,women_10000m,2013,https://worldathletics.org/athletes/athlete=14265022,toplist
44,32:10.15,,Yuko MIZUGUCHI,24 MAY 1985,JPN,5f1,,Kitami (JPN),06 JUL 2013,1130,women_10000m,2013,https://worldathletics.org/athletes/athlete=14287174,toplist
45,32:10.66,,Risa TAKENAKA,06 JAN 1990,JPN,6f2,,Kumagaya (JPN),20 SEP 2013,1130,women_10000m,2013,https://worldathletics.org/athletes/athlete=14288074,toplist
46,32:13.64,,Sabrina MOCKENHAUPT,06 DEC 1980,GER,1,,Pravets (BUL),08 JUN 2013,1127,women_10000m,2013,https://worldathletics.org/athletes/athlete=14278922,toplist
47,32:15.45,,Yuki MITSUNOBU,09 NOV 1992,JPN,6f1,,Kitami (JPN),06 JUL 2013,1125,women_10000m,2013,https://worldathletics.org/athletes/athlete=14444431,toplist
48,32:15.51,,Laura THWEATT,17 DEC 1988,USA,9f1,,"Palo Alto, CA (USA)",28 APR 2013,1125,women_10000m,2013,https://worldathletics.org/athletes/athlete=14326779,toplist
49,32:16.05,,Yurie DOI,08 DEC 1988,JPN,8f2,,Kumagaya (JPN),20 SEP 2013,1125,women_10000m,2013,https://worldathletics.org/athletes/athlete=14336218,toplist
50,32:16.13,,Lara TAMSETT,12 OCT 1988,AUS,10f1,,"Palo Alto, CA (USA)",28 APR 2013,1125,women_10000m,2013,https://worldathletics.org/athletes/athlete=14271223,toplist
51,32:16.46,,Miho IHARA,04 FEB 1988,JPN,11f1,,"Palo Alto, CA (USA)",28 APR 2013,1125,women_10000m,2013,https://worldathletics.org/athletes/athlete=14286466,toplist
52,32:16.77,,Huimin XIAO,01 MAR 1992,CHN,5,,Shenyang (CHN),11 SEP 2013,1124,women_10000m,2013,https://worldathletics.org/athletes/athlete=14430036,toplist
53,32:17.78,,Xiaojie WEI,20 NOV 1989,CHN,6,,Shenyang (CHN),11 SEP 2013,1123,women_10000m,2013,https://worldathletics.org/athletes/athlete=14523285,toplist
54,32:18.86,,Meixia ZHANG,20 JAN 1991,CHN,7,,Shenyang (CHN),11 SEP 2013,1122,women_10000m,2013,https://worldathletics.org/athletes/athlete=14426624,toplist
55,32:24.16,,Tara ERDMANN,14 JUN 1989,USA,3,,"Drake Stadium, Des Moines, IA (USA)",20 JUN 2013,1118,women_10000m,2013,https://worldathletics.org/athletes/athlete=14325877,toplist
56,32:24.85,,Ayumi SAKAIDA,07 NOV 1985,JPN,10f2,,Kumagaya (JPN),20 SEP 2013,1117,women_10000m,2013,https://worldathletics.org/athletes/athlete=14433316,toplist
57,32:25.05,,Hanae TANAKA,12 FEB 1990,JPN,12f1,,"Palo Alto, CA (USA)",28 APR 2013,1117,women_10000m,2013,https://worldathletics.org/athletes/athlete=14288116,toplist
58,32:26.92,,Eleni GEBREMEDHIN-GEBREHIWOT,03 AUG 1984,ETH,1,,Bremen (GER),04 MAY 2013,1115,women_10000m,2013,https://worldathletics.org/athletes/athlete=14259848,toplist
59,32:29.14,,Mattie BRIDGMON,10 SEP 1987,USA,13f1,,"Palo Alto, CA (USA)",28 APR 2013,1113,women_10000m,2013,https://worldathletics.org/athletes/athlete=14306422,toplist
60,32:30.56,,Valeria STRANEO,05 APR 1976,ITA,1,,Ancona (ITA),18 MAY 2013,1112,women_10000m,2013,https://worldathletics.org/athletes/athlete=14285328,toplist
61,32:31.28,,Amy CRAGG,21 JAN 1984,USA,4,,"Drake Stadium, Des Moines, IA (USA)",20 JUN 2013,1112,women_10000m,2013,https://worldathletics.org/athletes/athlete=14312171,toplist
62,32:31.78,,Sayo NOMURA,18 APR 1989,JPN,7f1,,Kitami (JPN),06 JUL 2013,1111,women_10000m,2013,https://worldathletics.org/athletes/athlete=14287487,toplist
63,32:32.23,,Aheza KIROS,16 OCT 1985,ETH,4,,Sollentuna (SWE),27 JUN 2013,1111,women_10000m,2013,https://worldathletics.org/athletes/athlete=14259796,toplist
64,32:33.05,,Brianne NELSON,27 OCT 1980,USA,14f1,,"Palo Alto, CA (USA)",28 APR 2013,1110,women_10000m,2013,https://worldathletics.org/athletes/athlete=14487571,toplist
65,32:34.04,,Mao KIYOTA,12 SEP 1993,JPN,1,,Yokohama (JPN),21 DEC 2013,1109,women_10000m,2013,https://worldathletics.org/athletes/athlete=14438397,toplist
66,32:34.29,,Hiroko SHOI,18 JUN 1980,JPN,12f2,,Kumagaya (JPN),20 SEP 2013,1109,women_10000m,2013,https://worldathletics.org/athletes/athlete=14287884,toplist
67,32:34.38,,Eri MAKIKAWA,22 APR 1993,JPN,2,,Yokohama (JPN),21 DEC 2013,1109,women_10000m,2013,https://worldathletics.org/athletes/athlete=14439389,toplist
68,32:38.62,,Yuko WATANABE,03 NOV 1987,JPN,2f1,,Fukagawa (JPN),29 JUN 2013,1105,women_10000m,2013,https://worldathletics.org/athletes/athlete=14327792,toplist
69,32:38.71,,Beatrice WAINAINA,23 NOV 1993,KEN,3f1,,Fukagawa (JPN),29 JUN 2013,1105,women_10000m,2013,https://worldathletics.org/athletes/athlete=14419638,toplist
70,32:39.39,,Alia SAEED MOHAMMED,18 MAY 1991,UAE,2,,Pune (IND),03 JUL 2013,1105,women_10000m,2013,https://worldathletics.org/athletes/athlete=14418938,toplist
71,32:39.90,,Tomomi TANAKA,25 SEP 1988,JPN,7,,Tokyo (JPN),07 JUN 2013,1104,women_10000m,2013,https://worldathletics.org/athletes/athlete=14288139,toplist
72,32:39.91,,Natalya PENDYUKHOVA,09 OCT 1988,RUS,5,,Moskva (RUS),11 JUN 2013,1104,women_10000m,2013,https://worldathletics.org/athletes/athlete=14298765,toplist
73,32:40.03,,Salomé ROCHA,25 APR 1990,POR,2,,Mataró (ESP),06 APR 2013,1104,women_10000m,2013,https://worldathletics.org/athletes/athlete=14295060,toplist
74,32:40.80,,Yuki HIDAKA,22 JUL 1992,JPN,9f1,,Kitami (JPN),06 JUL 2013,1103,women_10000m,2013,https://worldathletics.org/athletes/athlete=14327788,toplist
75,32:41.16,,Rina YAMAZAKI,06 MAY 1988,JPN,13f2,,Kumagaya (JPN),20 SEP 2013,1103,women_10000m,2013,https://worldathletics.org/athletes/athlete=14288467,toplist
76,32:41.69,,Grace Mbuthye KIMANZI,01 MAR 1992,KEN,3,,Ibaraki (JPN),18 MAY 2013,1103,women_10000m,2013,https://worldathletics.org/athletes/athlete=14330100,toplist
77,32:41.98,,Lisa UHL,31 AUG 1987,USA,15f1,,"Palo Alto, CA (USA)",28 APR 2013,1102,women_10000m,2013,https://worldathletics.org/athletes/athlete=14314657,toplist
78,32:41.99,,Chaofeng JIA,16 NOV 1988,CHN,2,,Suzhou (CHN),31 MAY 2013,1102,women_10000m,2013,https://worldathletics.org/athletes/athlete=14266236,toplist
79,32:42.40,,Krisztina PAPP,17 DEC 1982,HUN,1,,Budapest (HUN),27 APR 2013,1102,women_10000m,2013,https://worldathletics.org/athletes/athlete=14282184,toplist
80,32:42.47,,Kenza DAHMANI,18 NOV 1980,ALG,1,,Mersin (TUR),26 JUN 2013,1102,women_10000m,2013,https://worldathletics.org/athletes/athlete=14272839,toplist
81,32:42.56,,Kayoko FUKUSHI,25 MAR 1982,JPN,4f1,,Fukagawa (JPN),29 JUN 2013,1102,women_10000m,2013,https://worldathletics.org/athletes/athlete=14286215,toplist
82,32:42.96,,Katsuki SUGA,01 FEB 1994,JPN,1f1,,Kumagaya (JPN),20 SEP 2013,1101,women_10000m,2013,https://worldathletics.org/athletes/athlete=14385050,toplist
83,32:44.1h,,Lucy Kabuu WANGUI,24 MAR 1984,KEN,1,,Nairobi (KEN),21 JUN 2013,1100,women_10000m,2013,https://worldathletics.org/athletes/athlete=14289505,toplist
84,32:44.13,,Misaki KATO,15 JUN 1991,JPN,2f1,,Kumagaya (JPN),20 SEP 2013,1100,women_10000m,2013,https://worldathletics.org/athletes/athlete=14334523,toplist
85,32:44.20,,Natalya LEONTYEVA,05 JUL 1987,RUS,6,,Moskva (RUS),11 JUN 2013,1100,women_10000m,2013,https://worldathletics.org/athletes/athlete=14298440,toplist
86,32:44.73,,Corinna HARRER,19 JAN 1991,GER,2,,Bremen (GER),04 MAY 2013,1100,women_10000m,2013,https://worldathletics.org/athletes/athlete=14277904,toplist
87,32:45.66,,Shino SAITO,07 SEP 1988,JPN,5f1,,Fukagawa (JPN),29 JUN 2013,1099,women_10000m,2013,https://worldathletics.org/athletes/athlete=14287689,toplist
88,32:45.67,,Misato TANAKA,21 DEC 1989,JPN,3f1,,Kumagaya (JPN),20 SEP 2013,1099,women_10000m,2013,https://worldathletics.org/athletes/athlete=14365673,toplist
89,32:45.83,,Yuka KAKIMI,04 APR 1986,JPN,14f2,,Kumagaya (JPN),20 SEP 2013,1099,women_10000m,2013,https://worldathletics.org/athletes/athlete=14286630,toplist
90,32:46.08,,Lyudmila LEBEDEVA,23 MAY 1990,RUS,7,,Moskva (RUS),11 JUN 2013,1099,women_10000m,2013,https://worldathletics.org/athletes/athlete=14298425,toplist
91,32:46.3h,,Sharon Jemutai CHEROP,16 MAR 1984,KEN,2,,Nairobi (KEN),21 JUN 2013,1099,women_10000m,2013,https://worldathletics.org/athletes/athlete=14288956,toplist
92,32:46.52,,Sitora KHAMIDOVA,12 MAY 1989,UZB,8,,Moskva (RUS),11 JUN 2013,1098,women_10000m,2013,https://worldathletics.org/athletes/athlete=14325015,toplist
93,32:46.96,,Cruz Nonata DA SILVA,18 AUG 1974,BRA,1,,Piracicaba (BRA),26 APR 2013,1098,women_10000m,2013,https://worldathletics.org/athletes/athlete=14269324,toplist
94,32:47.14,,Changqin DING,27 NOV 1991,CHN,9,,Shenyang (CHN),11 SEP 2013,1098,women_10000m,2013,https://worldathletics.org/athletes/athlete=14334270,toplist
95,32:47.83,,Chieko KIDO,14 MAR 1990,JPN,1,,Oita (JPN),27 APR 2013,1097,women_10000m,2013,https://worldathletics.org/athletes/athlete=14286773,toplist
96,32:47.96,,Zsófia ERDÉLYI,10 DEC 1987,HUN,13,,"Mestský Stadion, Ostrava (CZE)",27 JUN 2013,1097,women_10000m,2013,https://worldathletics.org/athletes/athlete=14281461,toplist
97,32:48.60,,Yelena SEDOVA,01 MAR 1990,RUS,9,,Moskva (RUS),11 JUN 2013,1097,women_10000m,2013,https://worldathletics.org/athletes/athlete=14941161,toplist
98,32:48.84,,Michi NUMATA,06 MAY 1989,JPN,15f2,,Kumagaya (JPN),20 SEP 2013,1096,women_10000m,2013,https://worldathletics.org/athletes/athlete=14287498,toplist
99,32:49.02,,Ayuko SUZUKI,08 OCT 1991,JPN,1,,Nagoya (JPN),19 MAY 2013,1096,women_10000m,2013,https://worldathletics.org/athletes/athlete=14428635,toplist
100,32:49.12,,Kotomi TAKAYAMA,18 FEB 1993,JPN,4f1,,Kumagaya (JPN),20 SEP 2013,1096,women_10000m,2013,https://worldathletics.org/athletes/athlete=14498816,toplist
1,30:42.26,,Sally KIPYEGO,19 DEC 1985,KEN,1f1,,"Palo Alto, CA (USA)",04 MAY 2014,1209,women_10000m,2014,https://worldathletics.org/athletes/athlete=14289173,toplist
2,30:47.59,,Molly HUDDLE,31 AUG 1984,USA,2f1,,"Palo Alto, CA (USA)",04 MAY 2014,1204,women_10000m,2014,https://worldathletics.org/athletes/athlete=14313054,toplist
3,30:57.30,,Betsy SAINA,30 JUN 1988,KEN,3f1,,"Palo Alto, CA (USA)",04 MAY 2014,1195,women_10000m,2014,https://worldathletics.org/athletes/athlete=14363050,toplist
4,31:28.07,,Selly Chepyego KAPTICH,03 OCT 1985,KEN,1,,Kobe (JPN),20 APR 2014,1167,women_10000m,2014,https://worldathletics.org/athletes/athlete=14372447,toplist
5,31:39.67,,Jordan HASAY,21 SEP 1991,USA,4f1,,"Palo Alto, CA (USA)",04 MAY 2014,1157,women_10000m,2014,https://worldathletics.org/athletes/athlete=14312156,toplist
6,31:41.80,,Ayumi HAGIWARA,01 JUN 1992,JPN,2f2,,Yamaguchi (JPN),10 OCT 2014,1155,women_10000m,2014,https://worldathletics.org/athletes/athlete=14439683,toplist
7,31:42.02,,Julia BLEASDALE,09 SEP 1981,GBR,5f1,,"Palo Alto, CA (USA)",04 MAY 2014,1155,women_10000m,2014,https://worldathletics.org/athletes/athlete=14274511,toplist
8,31:43.05,,Almenesh BELETE,26 JUL 1989,BEL,6f1,,"Palo Alto, CA (USA)",04 MAY 2014,1154,women_10000m,2014,https://worldathletics.org/athletes/athlete=14259898,toplist
9,31:45.24,,Doricah OBARE,10 JAN 1990,KEN,7f1,,"Palo Alto, CA (USA)",04 MAY 2014,1152,women_10000m,2014,https://worldathletics.org/athletes/athlete=14289389,toplist
10,31:48.71,,Kim CONLEY,14 MAR 1986,USA,8f1,,"Palo Alto, CA (USA)",04 MAY 2014,1149,women_10000m,2014,https://worldathletics.org/athletes/athlete=14307978,toplist
11,31:51.86,,Alia SAEED MOHAMMED,18 MAY 1991,UAE,1,,Incheon (KOR),27 SEP 2014,1146,women_10000m,2014,https://worldathletics.org/athletes/athlete=14418938,toplist
12,31:52.86,,Clémence CALVIN,17 MAY 1990,FRA,1f1,,Skopje (MKD),07 JUN 2014,1145,women_10000m,2014,https://worldathletics.org/athletes/athlete=14258216,toplist
13,31:53.09,,Changqin DING,27 NOV 1991,CHN,2,,Incheon (KOR),27 SEP 2014,1145,women_10000m,2014,https://worldathletics.org/athletes/athlete=14334270,toplist
14,31:53.69,,Kasumi NISHIHARA,01 MAR 1989,JPN,3,,Kobe (JPN),20 APR 2014,1145,women_10000m,2014,https://worldathletics.org/athletes/athlete=14287422,toplist
15,31:55.56,,Jessica AUGUSTO,08 NOV 1981,POR,2f1,,Skopje (MKD),07 JUN 2014,1143,women_10000m,2014,https://worldathletics.org/athletes/athlete=14294784,toplist
16,31:55.81,,Yuka TAKASHIMA,12 MAY 1988,JPN,1f1,,Abashiri (JPN),06 JUL 2014,1143,women_10000m,2014,https://worldathletics.org/athletes/athlete=14288055,toplist
17,31:56.11,,Rina YAMAZAKI,06 MAY 1988,JPN,3f2,,Yamaguchi (JPN),10 OCT 2014,1143,women_10000m,2014,https://worldathletics.org/athletes/athlete=14288467,toplist
18,32:00.15,,Hanae TANAKA,12 FEB 1990,JPN,5f2,,Yamaguchi (JPN),10 OCT 2014,1139,women_10000m,2014,https://worldathletics.org/athletes/athlete=14288116,toplist
19,32:00.25,,Eri MAKIKAWA,22 APR 1993,JPN,4,,Kobe (JPN),20 APR 2014,1139,women_10000m,2014,https://worldathletics.org/athletes/athlete=14439389,toplist
20,32:01.42,,Sara MOREIRA,17 OCT 1985,POR,3f1,,Skopje (MKD),07 JUN 2014,1138,women_10000m,2014,https://worldathletics.org/athletes/athlete=14294989,toplist
21,32:03.43,,Sairi MAEDA,07 NOV 1991,JPN,6f2,,Yamaguchi (JPN),10 OCT 2014,1136,women_10000m,2014,https://worldathletics.org/athletes/athlete=14335201,toplist
22,32:03.57,,Karolina NADOLSKA,06 SEP 1981,POL,4f1,,Skopje (MKD),07 JUN 2014,1136,women_10000m,2014,https://worldathletics.org/athletes/athlete=14293773,toplist
23,32:05.87,,Misaki KATO,15 JUN 1991,JPN,7f2,,Yamaguchi (JPN),10 OCT 2014,1134,women_10000m,2014,https://worldathletics.org/athletes/athlete=14334523,toplist
24,32:07.08,,Risa TAKENAKA,06 JAN 1990,JPN,3f1,,Abashiri (JPN),06 JUL 2014,1133,women_10000m,2014,https://worldathletics.org/athletes/athlete=14288074,toplist
25,32:09.35,,Joyce CHEPKIRUI,20 AUG 1988,KEN,1,,"Hampden Park, Glasgow (GBR)",29 JUL 2014,1131,women_10000m,2014,https://worldathletics.org/athletes/athlete=14288896,toplist
26,32:09.48,,Florence KIPLAGAT,27 FEB 1987,KEN,2,,"Hampden Park, Glasgow (GBR)",29 JUL 2014,1131,women_10000m,2014,https://worldathletics.org/athletes/athlete=14289139,toplist
27,32:10.82,,Emily CHEBET,18 FEB 1986,KEN,3,,"Hampden Park, Glasgow (GBR)",29 JUL 2014,1130,women_10000m,2014,https://worldathletics.org/athletes/athlete=14288802,toplist
28,32:11.04,,Joanne PAVEY,20 SEP 1973,GBR,1,,Parliament Hill (GBR),10 MAY 2014,1129,women_10000m,2014,https://worldathletics.org/athletes/athlete=14276037,toplist
29,32:11.21,,Chieko KIDO,14 MAR 1990,JPN,5,,Kobe (JPN),20 APR 2014,1129,women_10000m,2014,https://worldathletics.org/athletes/athlete=14286773,toplist
30,32:11.90,,Jip VASTENBURG,21 MAR 1994,NED,1f1,,"Palo Alto, CA (USA)",04 APR 2014,1129,women_10000m,2014,https://worldathletics.org/athletes/athlete=14423990,toplist
31,32:12.27,,Mao KIYOTA,12 SEP 1993,JPN,6,,Kobe (JPN),20 APR 2014,1128,women_10000m,2014,https://worldathletics.org/athletes/athlete=14438397,toplist
32,32:12.54,,Sitora KHAMIDOVA,12 MAY 1989,UZB,4,,Incheon (KOR),27 SEP 2014,1128,women_10000m,2014,https://worldathletics.org/athletes/athlete=14325015,toplist
33,32:14.44,,Miho SHIMIZU,13 MAY 1990,JPN,6f1,,Abashiri (JPN),06 JUL 2014,1126,women_10000m,2014,https://worldathletics.org/athletes/athlete=14287847,toplist
34,32:14.82,,Valentina GALIMOVA,11 MAY 1986,RUS,1,,Yerino (RUS),09 JUL 2014,1126,women_10000m,2014,https://worldathletics.org/athletes/athlete=14297748,toplist
35,32:15.20,,Kotomi TAKAYAMA,18 FEB 1993,JPN,10f1,,"Palo Alto, CA (USA)",04 MAY 2014,1126,women_10000m,2014,https://worldathletics.org/athletes/athlete=14498816,toplist
36,32:15.42,,Miho IHARA,04 FEB 1988,JPN,11f1,,"Palo Alto, CA (USA)",04 MAY 2014,1125,women_10000m,2014,https://worldathletics.org/athletes/athlete=14286466,toplist
37,32:15.85,,Rachel WARD,11 OCT 1989,USA,12f1,,"Palo Alto, CA (USA)",04 MAY 2014,1125,women_10000m,2014,https://worldathletics.org/athletes/athlete=14441433,toplist
38,32:16.31,,Yelena NAGOVITSYNA,07 DEC 1982,RUS,2,,Yerino (RUS),09 JUL 2014,1125,women_10000m,2014,https://worldathletics.org/athletes/athlete=14299204,toplist
39,32:17.05,,Elinor KIRK,26 APR 1989,GBR,2f1,,"Palo Alto, CA (USA)",04 APR 2014,1124,women_10000m,2014,https://worldathletics.org/athletes/athlete=14334657,toplist
40,32:17.24,,Yuki MITSUNOBU,09 NOV 1992,JPN,7f1,,Abashiri (JPN),06 JUL 2014,1124,women_10000m,2014,https://worldathletics.org/athletes/athlete=14444431,toplist
41,32:18.81,,Amy CRAGG,21 JAN 1984,USA,3,,"Sacramento, CA (USA)",26 JUN 2014,1123,women_10000m,2014,https://worldathletics.org/athletes/athlete=14312171,toplist
42,32:19.98,,Salomé ROCHA,25 APR 1990,POR,2f1,,Lisboa (POR),29 MAR 2014,1121,women_10000m,2014,https://worldathletics.org/athletes/athlete=14295060,toplist
43,32:20.83,,Emma BATES,08 JUL 1992,USA,13f1,,"Palo Alto, CA (USA)",04 MAY 2014,1121,women_10000m,2014,https://worldathletics.org/athletes/athlete=14453636,toplist
44,32:21.74,,Chaofeng JIA,16 NOV 1988,CHN,5,,Incheon (KOR),27 SEP 2014,1120,women_10000m,2014,https://worldathletics.org/athletes/athlete=14266236,toplist
45,32:22.06,,Kaoru NAGAO,26 SEP 1989,JPN,7,,Kobe (JPN),20 APR 2014,1120,women_10000m,2014,https://worldathletics.org/athletes/athlete=14287280,toplist
46,32:22.14,,Grace Mbuthye KIMANZI,01 MAR 1992,KEN,3,,Fukagawa (JPN),25 JUN 2014,1120,women_10000m,2014,https://worldathletics.org/athletes/athlete=14330100,toplist
47,32:22.21,,Dolores CHECA,27 DEC 1982,ESP,1f1,,Lisboa (POR),29 MAR 2014,1120,women_10000m,2014,https://worldathletics.org/athletes/athlete=14261820,toplist
48,32:22.22,,Veronicah Nyaruai WANJIRU,29 OCT 1989,KEN,1,,Melbourne (AUS),11 DEC 2014,1120,women_10000m,2014,https://worldathletics.org/athletes/athlete=14289384,toplist
49,32:24.38,,Reia IWADE,08 DEC 1994,JPN,8,,Kobe (JPN),20 APR 2014,1118,women_10000m,2014,https://worldathletics.org/athletes/athlete=14441875,toplist
50,32:24.54,,Gemma BARRACHINA FERNANDEZ,10 APR 1986,ESP,2f1,,Lisboa (POR),29 MAR 2014,1118,women_10000m,2014,https://worldathletics.org/athletes/athlete=14262003,toplist
51,32:24.55,,Ayumi SAKAIDA,07 NOV 1985,JPN,8f1,,Abashiri (JPN),06 JUL 2014,1117,women_10000m,2014,https://worldathletics.org/athletes/athlete=14433316,toplist
52,32:24.73,,Kaho TANAKA,24 JUN 1991,JPN,4,,Fukagawa (JPN),25 JUN 2014,1117,women_10000m,2014,https://worldathletics.org/athletes/athlete=14335084,toplist
53,32:25.69,,Juliet BOTTORFF,29 JAN 1991,USA,14f1,,"Palo Alto, CA (USA)",04 MAY 2014,1116,women_10000m,2014,https://worldathletics.org/athletes/athlete=14366373,toplist
54,32:25.76,,Veronica INGLESE,22 NOV 1990,ITA,1,,Ferrara (ITA),17 MAY 2014,1116,women_10000m,2014,https://worldathletics.org/athletes/athlete=14284536,toplist
55,32:26.03,,Laila HMATOU,26 MAR 1979,FRA,3,,"Letzigrund, Zürich (SUI)",12 AUG 2014,1116,women_10000m,2014,https://worldathletics.org/athletes/athlete=14290681,toplist
56,32:26.32,,Asahi TAKEUCHI,09 JAN 1995,JPN,9f1,,Abashiri (JPN),06 JUL 2014,1116,women_10000m,2014,https://worldathletics.org/athletes/athlete=14545426,toplist
57,32:26.53,,Shiho TAKECHI,18 AUG 1990,JPN,10,,Kobe (JPN),20 APR 2014,1116,women_10000m,2014,https://worldathletics.org/athletes/athlete=14327830,toplist
58,32:26.59,,Eloise WELLINGS,09 NOV 1982,AUS,2,,Melbourne (AUS),11 DEC 2014,1116,women_10000m,2014,https://worldathletics.org/athletes/athlete=14271451,toplist
59,32:27.36,,Mai SHOJI,09 DEC 1993,JPN,1,,Nagoya (JPN),30 NOV 2014,1115,women_10000m,2014,https://worldathletics.org/athletes/athlete=14419640,toplist
60,32:27.69,,Eunice Chebichii CHUMBA,23 MAY 1993,BRN,6,,Incheon (KOR),27 SEP 2014,1115,women_10000m,2014,https://worldathletics.org/athletes/athlete=14423913,toplist
61,32:27.75,,Corinna HARRER,19 JAN 1991,GER,1,,Aichach (GER),03 MAY 2014,1115,women_10000m,2014,https://worldathletics.org/athletes/athlete=14277904,toplist
62,32:28.88,,Rei OHARA,10 AUG 1990,JPN,9f2,,Yamaguchi (JPN),10 OCT 2014,1114,women_10000m,2014,https://worldathletics.org/athletes/athlete=14287537,toplist
63,32:29.17,,Preeja SREEDHARAN,13 MAR 1982,IND,7,,Incheon (KOR),27 SEP 2014,1113,women_10000m,2014,https://worldathletics.org/athletes/athlete=14283083,toplist
64,32:29.26,,Sabrina MOCKENHAUPT,06 DEC 1980,GER,2,,Aichach (GER),03 MAY 2014,1113,women_10000m,2014,https://worldathletics.org/athletes/athlete=14278922,toplist
65,32:29.61,,Lanni MARCHANT,11 APR 1984,CAN,3f1,,"Palo Alto, CA (USA)",04 APR 2014,1113,women_10000m,2014,https://worldathletics.org/athletes/athlete=14316001,toplist
66,32:29.62,,Albina MAYOROVA,16 MAY 1977,RUS,3,,Yerino (RUS),09 JUL 2014,1113,women_10000m,2014,https://worldathletics.org/athletes/athlete=14297938,toplist
67,32:31.06,,Emily SISSON,12 OCT 1991,USA,15f1,,"Palo Alto, CA (USA)",04 MAY 2014,1112,women_10000m,2014,https://worldathletics.org/athletes/athlete=14321386,toplist
68,32:31.15,,Volha MAZURONAK,14 APR 1989,BLR,7,,"Letzigrund, Zürich (SUI)",12 AUG 2014,1112,women_10000m,2014,https://worldathletics.org/athletes/athlete=14269741,toplist
69,32:31.37,,Yuko MIZUGUCHI,24 MAY 1985,JPN,10f2,,Yamaguchi (JPN),10 OCT 2014,1112,women_10000m,2014,https://worldathletics.org/athletes/athlete=14287174,toplist
70,32:32.45,,Fionnula BRITTON,24 SEP 1984,IRL,8,,"Letzigrund, Zürich (SUI)",12 AUG 2014,1111,women_10000m,2014,https://worldathletics.org/athletes/athlete=14283143,toplist
71,32:32.62,,Krisztina PAPP,17 DEC 1982,HUN,9,,"Letzigrund, Zürich (SUI)",12 AUG 2014,1110,women_10000m,2014,https://worldathletics.org/athletes/athlete=14282184,toplist
72,32:33.35,,Kate AVERY,10 OCT 1991,GBR,4,,"Hampden Park, Glasgow (GBR)",29 JUL 2014,1110,women_10000m,2014,https://worldathletics.org/athletes/athlete=14274416,toplist
73,32:33.36,,Elizabeth POTTER,27 DEC 1991,GBR,5,,"Hampden Park, Glasgow (GBR)",29 JUL 2014,1110,women_10000m,2014,https://worldathletics.org/athletes/athlete=14276095,toplist
74,32:34.03,,Jeļena PROKOPČUKA,21 SEP 1976,LAT,11,,"Letzigrund, Zürich (SUI)",12 AUG 2014,1109,women_10000m,2014,https://worldathletics.org/athletes/athlete=14289965,toplist
