Rank,Mark,WIND,Competitor,DOB,Nat,Pos,Nat.1,Venue,Date,Results Score,discipline,year,ProfileURL,source
79.0,13.86,1.2,Koichiro SHIMIZU,15 FEB 2000,JPN,2,,"Nagai Stadium No. 2, Osaka (JPN)",21 OCT 2020,1092.0,men_110h,2020,https://worldathletics.org/athletes/athlete=14850542,toplist
85.0,13.87,0.1,Jonathan MENDES,14 APR 1990,BRA,1,,"CNDA, Bragança Paulista (BRA)",14 MAR 2020,1090.0,men_110h,2020,https://worldathletics.org/athletes/athlete=14429477,toplist
86.0,13.88,0.7,Ruan DE VRIES,01 FEB 1986,RSA,1f1,,"Bestmed Tuks Stadium, Pretoria (RSA)",07 MAR 2020,1088.0,men_110h,2020,https://worldathletics.org/athletes/athlete=14219916,toplist
86.0,13.88,0.5,Krzysztof KILJAN,30 DEC 1999,POL,1,,"Stadion AWF, Biala Podlaska (POL)",04 SEP 2020,1088.0,men_110h,2020,https://worldathletics.org/athletes/athlete=14757651,toplist
88.0,13.9,1.1,Liam VAN DER SCHAAF,08 OCT 1998,NED,2h1,,"Sportcentrum Papendal, Arnhem (NED)",04 JUL 2020,1084.0,men_110h,2020,https://worldathletics.org/athletes/athlete=14560459,toplist
88.0,13.9,0.2,Artur NOGA,02 MAY 1988,POL,1,,"Stadion Zygmunta Szelesta, Warszawa (POL)",23 AUG 2020,1084.0,men_110h,2020,https://worldathletics.org/athletes/athlete=14217258,toplist
90.0,13.91,0.8,Jacob MCCORRY,20 NOV 1997,AUS,3,,"SOPAC, Sydney (AUS)",08 MAR 2020,1082.0,men_110h,2020,https://worldathletics.org/athletes/athlete=14635855,toplist
90.0,13.91,0.9,Kevin SÁNCHEZ,27 MAR 1999,ESP,2f1,,Castellón (ESP),24 AUG 2020,1082.0,men_110h,2020,https://worldathletics.org/athletes/athlete=14691534,toplist
90.0,13.91,0.6,Greggmar SWIFT,16 FEB 1991,BAR,4f2,,"Drake Stadium, Des Moines, IA (USA)",29 AUG 2020,1082.0,men_110h,2020,https://worldathletics.org/athletes/athlete=14377730,toplist
90.0,13.91,1.5,Wataru YAZAWA,02 JUL 1991,JPN,4h2,,"Prefectural Stadium, Fukui (JPN)",29 AUG 2020,1082.0,men_110h,2020,https://worldathletics.org/athletes/athlete=14335079,toplist
90.0,13.91,0.0,Filipp SHABANOV,29 JAN 1991,RUS,3,,"Yelena Yelesina Stadium, Chelyabinsk (RUS)",08 SEP 2020,1082.0,men_110h,2020,https://worldathletics.org/athletes/athlete=14364405,toplist
95.0,13.92,-0.9,Kemorena TISANG,25 APR 1995,BOT,1,,"University of Botswana Stadium, Gaborone (BOT)",14 MAR 2020,1086.0,men_110h,2020,https://worldathletics.org/athletes/athlete=14754324,toplist
95.0,13.92,1.6,Luka TRGOVČEVIĆ,19 MAY 1992,SRB,3,,"Centro Sportivo Fontanassa, Savona (ITA)",16 JUL 2020,1081.0,men_110h,2020,https://worldathletics.org/athletes/athlete=14424214,toplist
97.0,13.93,1.8,Stanislav STANKOV,03 AUG 1999,BUL,1,,"Vasil Levski National Stadium, Sofia (BUL)",08 AUG 2020,1079.0,men_110h,2020,https://worldathletics.org/athletes/athlete=14705675,toplist
97.0,13.93,1.7,Mattia MONTINI,07 MAY 1999,ITA,3,,"Stadio Colbachini, Padova (ITA)",29 AUG 2020,1079.0,men_110h,2020,https://worldathletics.org/athletes/athlete=14679611,toplist
97.0,13.93,0.9,Paul CHABAUTY,20 JAN 2001,FRA,1f2,,"Stadium Municipal, Albi (FRA)",13 SEP 2020,1079.0,men_110h,2020,https://worldathletics.org/athletes/athlete=14793175,toplist
97.0,13.93,-0.3,Kizuki KATTA,21 JUN 1999,JPN,5,,"Denka Big Swan Stadium, Niigata (JPN)",13 SEP 2020,1080.0,men_110h,2020,https://worldathletics.org/athletes/athlete=14856248,toplist
1.0,12.81,1.8,Grant HOLLOWAY,19 NOV 1997,USA,1sf1,,"Hayward Field, Eugene, OR (USA)",26 JUN 2021,1292.0,men_110h,2021,https://worldathletics.org/athletes/athlete=14516985,toplist
2.0,12.99,0.7,Devon ALLEN,12 DEC 1994,USA,1,,"Sports Park Mladost, Zagreb (CRO)",14 SEP 2021,1256.0,men_110h,2021,https://worldathletics.org/athletes/athlete=14432012,toplist
3.0,13.01,-0.1,Omar MCLEOD,25 APR 1994,JAM,1,,"Stadio Luigi Ridolfi, Firenze (ITA)",10 JUN 2021,1253.0,men_110h,2021,https://worldathletics.org/athletes/athlete=14435592,toplist
4.0,13.03,0.7,Hansle PARCHMENT,17 JUN 1990,JAM,1,,"Stade Charléty, Paris (FRA)",28 AUG 2021,1249.0,men_110h,2021,https://worldathletics.org/athletes/athlete=14325570,toplist
5.0,13.06,1.2,Shunsuke IZUMIYA,26 JAN 2000,JPN,1,,"Yanmar Stadium Nagai, Osaka (JPN)",27 JUN 2021,1243.0,men_110h,2021,https://worldathletics.org/athletes/athlete=14815041,toplist
5.0,13.06,0.6,Ronald LEVY,30 OCT 1992,JAM,2,,"Letzigrund, Zürich (SUI)",09 SEP 2021,1243.0,men_110h,2021,https://worldathletics.org/athletes/athlete=14540136,toplist
7.0,13.1,0.4,Rasheed BROADBELL,13 AUG 2000,JAM,1,,"National Stadium, Kingston (JAM)",22 MAY 2021,1235.0,men_110h,2021,https://worldathletics.org/athletes/athlete=14744395,toplist
8.0,13.11,0.4,Daniel ROBERTS,13 NOV 1997,USA,3,,"Hayward Field, Eugene, OR (USA)",26 JUN 2021,1233.0,men_110h,2021,https://worldathletics.org/athletes/athlete=14577558,toplist
8.0,13.11,0.6,Damion THOMAS,29 JUN 1999,JAM,2,,"National Stadium, Kingston (JAM)",27 JUN 2021,1233.0,men_110h,2021,https://worldathletics.org/athletes/athlete=14638359,toplist
10.0,13.12,1.7,Jason JOSEPH,11 OCT 1998,SUI,1f2,,"Stade de La Charrière, La Chaux-de-Fonds (SUI)",14 AUG 2021,1231.0,men_110h,2021,https://worldathletics.org/athletes/athlete=14680682,toplist
11.0,13.15,0.8,Wilhem BELOCIAN,22 JUN 1995,FRA,1,,"Stade Josette et Roger Mikulak, Angers (FRA)",26 JUN 2021,1225.0,men_110h,2021,https://worldathletics.org/athletes/athlete=14462837,toplist
11.0,13.15,-0.1,Orlando ORTEGA,29 JUL 1991,ESP,2f1,,"Bregyó Athletic Center, Székesfehérvár (HUN)",06 JUL 2021,1225.0,men_110h,2021,https://worldathletics.org/athletes/athlete=14325772,toplist
13.0,13.16,1.7,Taio KANAI,28 SEP 1995,JPN,1,,"Municipal Stadium, Hiroshima (JPN)",29 APR 2021,1223.0,men_110h,2021,https://worldathletics.org/athletes/athlete=14547895,toplist
13.0,13.16,-0.5,Pascal MARTINOT-LAGARDE,22 SEP 1991,FRA,5,,"National Stadium, Tokyo (JPN)",05 AUG 2021,1226.0,men_110h,2021,https://worldathletics.org/athletes/athlete=14360095,toplist
15.0,13.19,-0.1,Sergey SHUBENKOV,04 OCT 1990,ANA,3f1,,"Bregyó Athletic Center, Székesfehérvár (HUN)",06 JUL 2021,1218.0,men_110h,2021,https://worldathletics.org/athletes/athlete=14941422,toplist
16.0,13.21,0.4,Trey CUNNINGHAM,26 AUG 1998,USA,4,,"Hayward Field, Eugene, OR (USA)",26 JUN 2021,1214.0,men_110h,2021,https://worldathletics.org/athletes/athlete=14675757,toplist
16.0,13.21,0.6,Phillip LEMONIOUS,12 DEC 1998,JAM,2h2,,"National Stadium, Kingston (JAM)",26 JUN 2021,1214.0,men_110h,2021,https://worldathletics.org/athletes/athlete=14686407,toplist
18.0,13.22,-0.5,Asier MARTÍNEZ,22 APR 2000,ESP,6,,"National Stadium, Tokyo (JPN)",05 AUG 2021,1215.0,men_110h,2021,https://worldathletics.org/athletes/athlete=14734118,toplist
19.0,13.23,1.2,Jaylan MCCONICO,17 AUG 1998,USA,1,,"Demirjian Park, Champaign, IL (USA)",16 MAY 2021,1210.0,men_110h,2021,https://worldathletics.org/athletes/athlete=14721364,toplist
19.0,13.23,0.1,Michael DICKSON,25 JAN 1997,USA,1,,"Marietta HS, Marietta, GA (USA)",09 JUL 2021,1210.0,men_110h,2021,https://worldathletics.org/athletes/athlete=14622466,toplist
21.0,13.24,1.7,Robert DUNNING,23 JUN 1997,USA,1h3,,"University of North Florda Jax Track at Hodges Stadium, Jacksonville, FL (USA)",28 MAY 2021,1208.0,men_110h,2021,https://worldathletics.org/athletes/athlete=14596228,toplist
21.0,13.24,0.8,Aurel MANGA,24 JUL 1992,FRA,2,,"Stade Josette et Roger Mikulak, Angers (FRA)",26 JUN 2021,1208.0,men_110h,2021,https://worldathletics.org/athletes/athlete=14406594,toplist
23.0,13.25,-0.1,Andrew POZZI,15 MAY 1992,GBR,2,,"Stadio Luigi Ridolfi, Firenze (ITA)",10 JUN 2021,1206.0,men_110h,2021,https://worldathletics.org/athletes/athlete=14375897,toplist
24.0,13.27,1.8,Jamal BRITT,28 DEC 1998,USA,3sf1,,"Hayward Field, Eugene, OR (USA)",26 JUN 2021,1202.0,men_110h,2021,https://worldathletics.org/athletes/athlete=14769264,toplist
24.0,13.27,1.2,Paolo DAL MOLIN,31 JUL 1987,ITA,1,,"Stadio Quercia, Rovereto (ITA)",26 JUN 2021,1202.0,men_110h,2021,https://worldathletics.org/athletes/athlete=14200099,toplist
26.0,13.28,0.5,Rachid MURATAKE,06 FEB 2002,JPN,1h2,,"Yanmar Stadium Nagai, Osaka (JPN)",26 JUN 2021,1200.0,men_110h,2021,https://worldathletics.org/athletes/athlete=14854913,toplist
26.0,13.28,0.6,Orlando BENNETT,12 OCT 1999,JAM,5,,"National Stadium, Kingston (JAM)",27 JUN 2021,1200.0,men_110h,2021,https://worldathletics.org/athletes/athlete=14739873,toplist
28.0,13.3,-0.4,Vitali PARAKHONKA,18 AUG 1993,BLR,1,,"Dinamo National Olympic Stadium, Minsk (BLR)",25 JUN 2021,1198.0,men_110h,2021,https://worldathletics.org/athletes/athlete=14509923,toplist
29.0,13.31,-0.3,Elmo LAKKA,10 APR 1993,FIN,1er,,"Harjun stadion, Jyväskylä (FIN)",02 JUN 2021,1195.0,men_110h,2021,https://worldathletics.org/athletes/athlete=14409911,toplist
30.0,13.32,0.4,Tai BROWN,18 APR 2000,USA,5,,"Hayward Field, Eugene, OR (USA)",26 JUN 2021,1193.0,men_110h,2021,https://worldathletics.org/athletes/athlete=14716385,toplist
30.0,13.32,1.2,Jarret EATON,24 JUN 1989,USA,4sf2,,"Hayward Field, Eugene, OR (USA)",26 JUN 2021,1193.0,men_110h,2021,https://worldathletics.org/athletes/athlete=14237019,toplist
30.0,13.32,0.6,Michael OBASUYI,12 AUG 1999,BEL,1,,"Boudewijnstadion, Bruxelles (BEL)",27 JUN 2021,1193.0,men_110h,2021,https://worldathletics.org/athletes/athlete=14634367,toplist
33.0,13.33,1.2,Aaron MALLETT,26 SEP 1994,USA,5sf2,,"Hayward Field, Eugene, OR (USA)",26 JUN 2021,1191.0,men_110h,2021,https://worldathletics.org/athletes/athlete=14491547,toplist
34.0,13.35,0.7,Rafael PEREIRA,08 APR 1997,BRA,1,,"Estadio Alberto Spencer Herrera, Guayaquil (ECU)",30 MAY 2021,1187.0,men_110h,2021,https://worldathletics.org/athletes/athlete=14662635,toplist
34.0,13.35,1.7,Just KWAOU-MATHEY,04 DEC 1999,FRA,2f2,,"Stade de La Charrière, La Chaux-de-Fonds (SUI)",14 AUG 2021,1187.0,men_110h,2021,https://worldathletics.org/athletes/athlete=14734289,toplist
36.0,13.36,0.9,Damian WARNER,04 NOV 1989,CAN,1ce4,,"Mösle-Stadium, Götzis (AUT)",30 MAY 2021,1185.0,men_110h,2021,https://worldathletics.org/athletes/athlete=14173337,toplist
37.0,13.37,-0.1,David KING,13 JUN 1994,GBR,1,,"Paavo Nurmen Stadion, Turku (FIN)",08 JUN 2021,1183.0,men_110h,2021,https://worldathletics.org/athletes/athlete=14452959,toplist
37.0,13.37,0.9,Damian CZYKIER,10 AUG 1992,POL,1,,"Golęcin Stadion, Poznan (POL)",26 JUN 2021,1183.0,men_110h,2021,https://worldathletics.org/athletes/athlete=14434325,toplist
37.0,13.37,0.3,Shuhei ISHIKAWA,29 MAY 1995,JPN,2h3,,"Yanmar Stadium Nagai, Osaka (JPN)",26 JUN 2021,1183.0,men_110h,2021,https://worldathletics.org/athletes/athlete=14608097,toplist
37.0,13.37,1.2,Shunya TAKAYAMA,03 SEP 1994,JPN,3,,"Yanmar Stadium Nagai, Osaka (JPN)",27 JUN 2021,1183.0,men_110h,2021,https://worldathletics.org/athletes/athlete=14444465,toplist
37.0,13.37,0.0,Wenjun XIE,11 JUL 1990,CHN,1,,Xi'an (CHN),22 SEP 2021,1183.0,men_110h,2021,https://worldathletics.org/athletes/athlete=14171016,toplist
42.0,13.38,-1.0,Tade OJORA,14 OCT 1999,GBR,1,,"Sportcity Regional Arena, Manchester (GBR)",26 JUN 2021,1187.0,men_110h,2021,https://worldathletics.org/athletes/athlete=14720966,toplist
42.0,13.38,1.2,Shusei NOMOTO,25 OCT 1995,JPN,4,,"Yanmar Stadium Nagai, Osaka (JPN)",27 JUN 2021,1181.0,men_110h,2021,https://worldathletics.org/athletes/athlete=14547896,toplist
42.0,13.38,1.1,Valdó SZŰCS,29 JUN 1995,HUN,1,,"Gyulai István Atlétika Stadion, Debrecen (HUN)",27 JUN 2021,1181.0,men_110h,2021,https://worldathletics.org/athletes/athlete=14399462,toplist
45.0,13.39,-0.1,Petr SVOBODA,10 OCT 1984,CZE,1f1,,"Stadion Juliska, Praha (CZE)",22 AUG 2021,1179.0,men_110h,2021,https://worldathletics.org/athletes/athlete=14168231,toplist
46.0,13.4,1.5,Isaiah MOORE,12 JUN 1996,USA,3h2,,"Hayward Field, Eugene, OR (USA)",25 JUN 2021,1177.0,men_110h,2021,https://worldathletics.org/athletes/athlete=14477863,toplist
46.0,13.4,0.9,Eduardo RODRIGUES,08 OCT 1995,BRA,1,,"COTP Stadium, São Paulo (BRA)",27 JUN 2021,1177.0,men_110h,2021,https://worldathletics.org/athletes/athlete=14546452,toplist
48.0,13.41,-0.4,Enrique LLOPIS,15 OCT 2000,ESP,2h1,,"Estadio Vallehermoso, Madrid (ESP)",19 JUN 2021,1177.0,men_110h,2021,https://worldathletics.org/athletes/athlete=14711683,toplist
48.0,13.41,1.8,Tre'Bien GILBERT,18 DEC 1999,USA,5sf1,,"Hayward Field, Eugene, OR (USA)",26 JUN 2021,1175.0,men_110h,2021,https://worldathletics.org/athletes/athlete=14788165,toplist
48.0,13.41,0.3,Ryota FUJII,29 JUL 1996,JPN,1,,"Lemon Gas Stadium, Hiratsuka (JPN)",17 JUL 2021,1175.0,men_110h,2021,https://worldathletics.org/athletes/athlete=14707881,toplist
51.0,13.42,1.8,Mikdat SEVLER,21 JAN 1998,TUR,1,,"Atıcılar Atletizm Sahası, Bursa (TUR)",05 JUN 2021,1174.0,men_110h,2021,https://worldathletics.org/athletes/athlete=14627619,toplist
51.0,13.42,1.2,Hassane FOFANA,28 APR 1992,ITA,2,,"Stadio Quercia, Rovereto (ITA)",26 JUN 2021,1174.0,men_110h,2021,https://worldathletics.org/athletes/athlete=14381789,toplist
51.0,13.42,1.7,Vladimir VUKICEVIC,06 MAY 1991,NOR,3f2,,"Stade de La Charrière, La Chaux-de-Fonds (SUI)",14 AUG 2021,1174.0,men_110h,2021,https://worldathletics.org/athletes/athlete=14364665,toplist
54.0,13.43,-0.1,Jianhang ZENG,17 SEP 1998,CHN,1,,Shaoxing (CHN),08 APR 2021,1172.0,men_110h,2021,https://worldathletics.org/athletes/athlete=14744663,toplist
54.0,13.43,0.5,Freddie CRITTENDEN,03 AUG 1994,USA,3h3,,"Hayward Field, Eugene, OR (USA)",25 JUN 2021,1172.0,men_110h,2021,https://worldathletics.org/athletes/athlete=14491556,toplist
56.0,13.44,1.2,Shane BRATHWAITE,08 FEB 1990,BAR,1,,"Stadion Juliska, Praha (CZE)",07 JUN 2021,1170.0,men_110h,2021,https://worldathletics.org/athletes/athlete=14330082,toplist
57.0,13.45,0.2,Roger IRIBARNE,02 JAN 1996,CUB,1,,"Estadio Panamericano, La Habana (CUB)",18 JUN 2021,1168.0,men_110h,2021,https://worldathletics.org/athletes/athlete=14518167,toplist
57.0,13.45,1.5,Devon BROOKS,20 OCT 1998,USA,4h2,,"Hayward Field, Eugene, OR (USA)",25 JUN 2021,1168.0,men_110h,2021,https://worldathletics.org/athletes/athlete=14863906,toplist
57.0,13.45,0.3,Taiga YOKOCHI,01 OCT 2000,JPN,2,,"Lemon Gas Stadium, Hiratsuka (JPN)",17 JUL 2021,1168.0,men_110h,2021,https://worldathletics.org/athletes/athlete=14825116,toplist
57.0,13.45,0.0,Xiaohan NING,24 JAN 2000,CHN,2,,Xi'an (CHN),22 SEP 2021,1168.0,men_110h,2021,https://worldathletics.org/athletes/athlete=14805839,toplist
61.0,13.46,1.9,Eric EDWARDS,03 JAN 2000,USA,3f1,,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",24 APR 2021,1166.0,men_110h,2021,https://worldathletics.org/athletes/athlete=14716336,toplist
61.0,13.46,0.6,Gabriel CONSTANTINO,09 FEB 1995,BRA,1f1,,"Cougar Athletic Stadium, Azusa, CA (USA)",15 MAY 2021,1166.0,men_110h,2021,https://worldathletics.org/athletes/athlete=14481684,toplist
61.0,13.46,1.1,Cameron FILLERY,02 NOV 1998,GBR,1,,"Østerbro Stadion, København (DEN)",08 JUN 2021,1166.0,men_110h,2021,https://worldathletics.org/athletes/athlete=14739302,toplist
64.0,13.47,1.1,James WEAVER,25 JUL 1997,GBR,2,,"Østerbro Stadion, København (DEN)",08 JUN 2021,1164.0,men_110h,2021,https://worldathletics.org/athletes/athlete=14623664,toplist
64.0,13.47,1.5,Jamar MARSHALL,18 DEC 2001,USA,5h2,,"Hayward Field, Eugene, OR (USA)",25 JUN 2021,1164.0,men_110h,2021,https://worldathletics.org/athletes/athlete=14761562,toplist
64.0,13.47,0.8,Dimitri BASCOU,20 JUL 1987,FRA,4,,"Stade Josette et Roger Mikulak, Angers (FRA)",26 JUN 2021,1164.0,men_110h,2021,https://worldathletics.org/athletes/athlete=14183107,toplist
64.0,13.47,1.1,Yohan CHAVERRA,21 MAR 1995,COL,1,,"Stadion Manfort, Leverkusen (GER)",27 JUN 2021,1164.0,men_110h,2021,https://worldathletics.org/athletes/athlete=14496094,toplist
64.0,13.47,1.1,Martin VOGEL,16 MAR 1992,GER,2,,"Stadion Manfort, Leverkusen (GER)",27 JUN 2021,1164.0,men_110h,2021,https://worldathletics.org/athletes/athlete=14378441,toplist
69.0,13.49,1.5,Nicholas ANDERSON,18 APR 1995,USA,1,,"National Training Center, Clermont, FL (USA)",04 APR 2021,1160.0,men_110h,2021,https://worldathletics.org/athletes/athlete=14519878,toplist
70.0,13.5,1.1,Ruebin WALTERS,02 APR 1995,TTO,6f1,,"University of North Florda Jax Track at Hodges Stadium, Jacksonville, FL (USA)",31 MAY 2021,1158.0,men_110h,2021,https://worldathletics.org/athletes/athlete=14469998,toplist
70.0,13.5,1.7,Koen SMET,09 AUG 1992,NED,4,,"FBK Stadium, Hengelo (NED)",06 JUN 2021,1158.0,men_110h,2021,https://worldathletics.org/athletes/athlete=14403328,toplist
70.0,13.5,1.6,Kuei-Ru CHEN,22 SEP 1993,TPE,1,,New Taipei City (TPE),18 OCT 2021,1158.0,men_110h,2021,https://worldathletics.org/athletes/athlete=14547045,toplist
73.0,13.51,0.8,Nicholas HOUGH,20 OCT 1993,AUS,1,,"QSAC State Athletics Facility, Nathan, Brisbane (AUS)",27 MAR 2021,1156.0,men_110h,2021,https://worldathletics.org/athletes/athlete=14384288,toplist
73.0,13.51,0.0,Zhenjiang SUN,25 JAN 1999,CHN,3,,Xi'an (CHN),22 SEP 2021,1156.0,men_110h,2021,https://worldathletics.org/athletes/athlete=14745160,toplist
75.0,13.53,1.6,Wellington ZAZA,20 JAN 1995,LBR,2h1,,"Ansin Sports Complex, Miramar, FL (USA)",05 JUN 2021,1153.0,men_110h,2021,https://worldathletics.org/athletes/athlete=14463849,toplist
76.0,13.54,1.3,Brithton SENIOR,07 OCT 2000,JAM,2,,"Mike A. Myers Stadium, Austin, TX (USA)",27 MAR 2021,1151.0,men_110h,2021,https://worldathletics.org/athletes/athlete=14783604,toplist
76.0,13.54,0.2,Fanor ESCOBAR,17 DEC 1997,COL,1h2,,Ibagué (COL),23 APR 2021,1151.0,men_110h,2021,https://worldathletics.org/athletes/athlete=14652251,toplist
78.0,13.55,0.3,Ryo TOKUOKA,27 SEP 1999,JPN,1,,"Takebishi Stadium, Kyoto (JPN)",04 APR 2021,1149.0,men_110h,2021,https://worldathletics.org/athletes/athlete=14815045,toplist
78.0,13.55,0.6,Gregor TRABER,02 DEC 1992,GER,1h1,,"Sepp-Herberger-Stadion, Weinheim (GER)",22 MAY 2021,1149.0,men_110h,2021,https://worldathletics.org/athletes/athlete=14363186,toplist
78.0,13.55,0.9,Jeanice LAVIOLETTE,25 JAN 2000,FRA,1f1,,"Stade des Maradas, Cergy-Pontoise (FRA)",16 JUN 2021,1149.0,men_110h,2021,https://worldathletics.org/athletes/athlete=14745121,toplist
78.0,13.55,2.0,Rasheem BROWN,22 MAR 2000,CAY,1f1,,"Bolles HS Track, Jacksonville, FL (USA)",27 JUN 2021,1149.0,men_110h,2021,https://worldathletics.org/athletes/athlete=14695515,toplist
78.0,13.55,-0.1,Antonio ALKANA,12 APR 1990,RSA,6h5,,"National Stadium, Tokyo (JPN)",03 AUG 2021,1149.0,men_110h,2021,https://worldathletics.org/athletes/athlete=14462668,toplist
83.0,13.56,1.1,Kentre PATTERSON,,USA,2h1,,"Katherine B. Loker Stadium, Los Angeles, CA (USA)",15 MAY 2021,1147.0,men_110h,2021,https://worldathletics.org/athletes/athlete=14647536,toplist
83.0,13.56,1.2,Raphaël MOHAMED,02 FEB 1998,FRA,1h1,,"Stade Paul Rebeilleau, Poitiers (FRA)",05 JUN 2021,1147.0,men_110h,2021,https://worldathletics.org/athletes/athlete=14656531,toplist
83.0,13.56,2.0,Brendan AMES,06 OCT 1988,USA,3h1,,"Chula Vista, CA (USA)",13 JUN 2021,1147.0,men_110h,2021,https://worldathletics.org/athletes/athlete=14231302,toplist
83.0,13.56,-0.1,Stanislav STANKOV,03 AUG 1999,BUL,1,,"Atletski stadion, Smederevo (SRB)",27 JUN 2021,1147.0,men_110h,2021,https://worldathletics.org/athletes/athlete=14705675,toplist
87.0,13.57,1.5,Mohamed KOUSSI,15 MAR 1994,MAR,1f1,,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",11 APR 2021,1145.0,men_110h,2021,https://worldathletics.org/athletes/athlete=14482343,toplist
87.0,13.57,0.6,Joseph DANIELS,12 OCT 1998,CAN,2h1,,"Billy Hayes T& F Complex, Bloomington, IN (USA)",01 MAY 2021,1145.0,men_110h,2021,https://worldathletics.org/athletes/athlete=14658283,toplist
87.0,13.57,1.4,Jesse HENDERSON,,USA,1pr2,,"University of North Florda Jax Track at Hodges Stadium, Jacksonville, FL (USA)",26 MAY 2021,1145.0,men_110h,2021,https://worldathletics.org/athletes/athlete=14807578,toplist
87.0,13.57,-0.4,Dayo AKINDELE,18 SEP 1996,USA,1h1,,"Cushing Stadium, College Station, TX (USA)",29 MAY 2021,1147.0,men_110h,2021,https://worldathletics.org/athletes/athlete=14601999,toplist
91.0,13.58,1.3,Andrew RILEY,06 SEP 1988,JAM,2f1,,"Florida State University - Mike Long Track, Tallahassee, FL (USA)",26 MAR 2021,1143.0,men_110h,2021,https://worldathletics.org/athletes/athlete=14202198,toplist
91.0,13.58,1.5,Parker BOWDEN,02 JUL 1996,USA,1,,"Chick Hislop Outdoor Track, Ogden, UT (USA)",15 MAY 2021,1143.0,men_110h,2021,https://worldathletics.org/athletes/athlete=14608401,toplist
91.0,13.58,1.3,David YEFREMOV,15 JAN 1999,KAZ,1,,Almaty (KAZ),22 MAY 2021,1143.0,men_110h,2021,https://worldathletics.org/athletes/athlete=14738740,toplist
91.0,13.58,1.3,Luke SIEDHOFF,,USA,2h2,,"Cushing Stadium, College Station, TX (USA)",29 MAY 2021,1143.0,men_110h,2021,https://worldathletics.org/athletes/athlete=14611462,toplist
91.0,13.58,1.1,João Vitor DE OLIVEIRA,15 MAY 1992,POR,3,,"Østerbro Stadion, København (DEN)",08 JUN 2021,1143.0,men_110h,2021,https://worldathletics.org/athletes/athlete=14370095,toplist
91.0,13.58,1.1,Balázs BAJI,09 JUN 1989,HUN,2,,"Gyulai István Atlétika Stadion, Debrecen (HUN)",27 JUN 2021,1143.0,men_110h,2021,https://worldathletics.org/athletes/athlete=14195900,toplist
97.0,13.59,0.8,Nick ANDREWS,02 FEB 1997,AUS,2,,"QSAC State Athletics Facility, Nathan, Brisbane (AUS)",27 MAR 2021,1141.0,men_110h,2021,https://worldathletics.org/athletes/athlete=14569521,toplist
97.0,13.59,1.1,Trevor BASSITT,26 FEB 1998,USA,1,,"Paul Derr TF Facility, Raleigh, NC (USA)",27 MAR 2021,1141.0,men_110h,2021,https://worldathletics.org/athletes/athlete=14719193,toplist
97.0,13.59,1.3,Cory POOLE,29 JUL 1999,USA,2,,"Cregger Track, Columbia, SC (USA)",17 APR 2021,1141.0,men_110h,2021,https://worldathletics.org/athletes/athlete=14648752,toplist
97.0,13.59,0.3,Giano ROBERTS,12 FEB 2000,JAM,2sf2,,"Hayward Field, Eugene, OR (USA)",09 JUN 2021,1141.0,men_110h,2021,https://worldathletics.org/athletes/athlete=14773899,toplist
1.0,12.84,1.6,Devon ALLEN,12 DEC 1994,USA,1,,"Icahn Stadium, New York, NY (USA)",12 JUN 2022,1286.0,men_110h,2022,https://worldathletics.org/athletes/athlete=14432012,toplist
2.0,12.99,0.6,Grant HOLLOWAY,19 NOV 1997,USA,1,,"Stade Louis II, Monaco (MON)",10 AUG 2022,1256.0,men_110h,2022,https://worldathletics.org/athletes/athlete=14516985,toplist
2.0,12.99,0.0,Rasheed BROADBELL,13 AUG 2000,JAM,1,,"Stade Olympique de la Pontaise, Lausanne (SUI)",26 AUG 2022,1256.0,men_110h,2022,https://worldathletics.org/athletes/athlete=14744395,toplist
4.0,13.0,0.0,Trey CUNNINGHAM,26 AUG 1998,USA,1,,"Hayward Field, Eugene, OR (USA)",10 JUN 2022,1255.0,men_110h,2022,https://worldathletics.org/athletes/athlete=14675757,toplist
4.0,13.0,0.3,Freddie CRITTENDEN,03 AUG 1994,USA,1,,"Grand Bahama Sports Complex, Freeport (BAH)",20 AUG 2022,1255.0,men_110h,2022,https://worldathletics.org/athletes/athlete=14491556,toplist
6.0,13.03,1.2,Daniel ROBERTS,13 NOV 1997,USA,1,,"Hayward Field, Eugene, OR (USA)",26 JUN 2022,1249.0,men_110h,2022,https://worldathletics.org/athletes/athlete=14577558,toplist
7.0,13.08,0.6,Hansle PARCHMENT,17 JUN 1990,JAM,3,,"Stade Louis II, Monaco (MON)",10 AUG 2022,1239.0,men_110h,2022,https://worldathletics.org/athletes/athlete=14325570,toplist
7.0,13.08,0.3,Jamal BRITT,28 DEC 1998,USA,2,,"Grand Bahama Sports Complex, Freeport (BAH)",20 AUG 2022,1239.0,men_110h,2022,https://worldathletics.org/athletes/athlete=14769264,toplist
9.0,13.1,0.6,Shunya TAKAYAMA,03 SEP 1994,JPN,1,,"Lemon Gas Stadium, Hiratsuka (JPN)",06 AUG 2022,1235.0,men_110h,2022,https://worldathletics.org/athletes/athlete=14444465,toplist
10.0,13.14,-0.2,Asier MARTÍNEZ,22 APR 2000,ESP,1,,"Olympiastadion, München (GER)",17 AUG 2022,1228.0,men_110h,2022,https://worldathletics.org/athletes/athlete=14734118,toplist
