Rank,Mark,athlete_name,dob,country,pos,venue,date,results_score,year,discipline_key,discipline_label,wind,age,wind_legal
1117,5.8,Ernest John OBIENA,1995-11-17,PHI,1,"Stadion Manfort, Leverkusen (GER)",2021-06-27,1212,2021,men_PV,Men Pole Vault,,25.6,True
1117,5.8,Bo Kanda LITA BAEHRE,1999-04-29,GER,3,"Stadion Manfort, Leverkusen (GER)",2021-06-27,1212,2021,men_PV,Men Pole Vault,,22.2,True
1117,5.8,Ernest John OBIENA,1995-11-17,PHI,1f1,"Tibblevallen, Stockholm (SWE)",2021-07-02,1212,2021,men_PV,Men Pole Vault,,25.6,True
1117,5.8,Thiago BRAZ,1993-12-16,BRA,2f1,"Tibblevallen, Stockholm (SWE)",2021-07-02,1212,2021,men_PV,Men Pole Vault,,27.5,True
1117,5.8,Andrew IRWIN,1993-01-23,USA,3f1,"Tibblevallen, Stockholm (SWE)",2021-07-02,1212,2021,men_PV,Men Pole Vault,,28.4,True
1117,5.8,Ethan CORMONT,2000-09-29,FRA,1,"Kadrioru staadion, Tallinn (EST)",2021-07-10,1212,2021,men_PV,Men Pole Vault,,20.8,True
1117,5.8,Kurtis MARSCHALL,1997-04-25,AUS,1,"Barlow Park, Cairns (AUS)",2021-07-18,1212,2021,men_PV,Men Pole Vault,,24.2,True
1117,5.8,Emmanouil KARALIS,1999-10-20,GRE,4,"National Stadium, Tokyo (JPN)",2021-08-03,1212,2021,men_PV,Men Pole Vault,,21.8,True
1117,5.8,KC LIGHTFOOT,1999-11-11,USA,4,"National Stadium, Tokyo (JPN)",2021-08-03,1212,2021,men_PV,Men Pole Vault,,21.7,True
1117,5.8,Piotr LISEK,1992-08-16,POL,6,"National Stadium, Tokyo (JPN)",2021-08-03,1212,2021,men_PV,Men Pole Vault,,29.0,True
1117,5.8,Harry COPPELL,1996-07-11,GBR,7,"National Stadium, Tokyo (JPN)",2021-08-03,1212,2021,men_PV,Men Pole Vault,,25.1,True
1117,5.8,Ernest John OBIENA,1995-11-17,PHI,2,"Stadion Śląski, Chorzów (POL)",2021-09-05,1212,2021,men_PV,Men Pole Vault,,25.8,True
1117,5.8,KC LIGHTFOOT,1999-11-11,USA,2,"Stadion Śląski, Chorzów (POL)",2021-09-05,1212,2021,men_PV,Men Pole Vault,,21.8,True
1117,5.8,Rutger KOPPELAAR,1993-05-01,NED,1,"Altstadtmarkt, Recklinghausen (GER)",2021-09-10,1212,2021,men_PV,Men Pole Vault,,28.4,True
1117,5.8,Jie YAO,1990-09-21,CHN,1,Xi'an (CHN),2021-09-21,1212,2021,men_PV,Men Pole Vault,,31.0,True
1117,5.8,Clayton FRITSCH,1998-12-29,USA,1,"Hilmer Lodge Stadium, Walnut, CA (USA)",2022-04-16,1212,2022,men_PV,Men Pole Vault,,23.3,True
1117,5.8,Jacob WOOTEN,1997-04-22,USA,2,"Hilmer Lodge Stadium, Walnut, CA (USA)",2022-04-16,1212,2022,men_PV,Men Pole Vault,,25.0,True
1117,5.8,Bo Kanda LITA BAEHRE,1999-04-29,GER,1,"Stadion Manfort, Leverkusen (GER)",2022-05-14,1212,2022,men_PV,Men Pole Vault,,23.0,True
1117,5.8,Piotr LISEK,1992-08-16,POL,1,Duszniki (POL),2022-05-20,1212,2022,men_PV,Men Pole Vault,,29.8,True
1117,5.8,Christopher NILSEN,1998-01-13,USA,1,"Univ. of Arizona Roy P. Drachman Stadium, Tucson, AZ (USA)",2022-05-21,1212,2022,men_PV,Men Pole Vault,,24.4,True
1117,5.8,Christopher NILSEN,1998-01-13,USA,1,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",2022-06-03,1212,2022,men_PV,Men Pole Vault,,24.4,True
1117,5.8,Menno VLOON,1994-05-11,NED,2,"Gymnasium am Stefansberg, Merzig (GER)",2022-06-11,1212,2022,men_PV,Men Pole Vault,,28.1,True
1117,5.8,Sondre GUTTORMSEN,1999-06-01,NOR,2,"Bislett Stadion, Oslo (NOR)",2022-06-16,1212,2022,men_PV,Men Pole Vault,,23.0,True
1117,5.8,Pål Haugen LILLEFOSSE,2001-06-04,NOR,3,"Bislett Stadion, Oslo (NOR)",2022-06-16,1212,2022,men_PV,Men Pole Vault,,21.0,True
1117,5.8,Ben BROEDERS,1995-06-21,BEL,1,"Stade Charléty, Paris (FRA)",2022-06-18,1212,2022,men_PV,Men Pole Vault,,27.0,True
1117,5.8,Renaud LAVILLENIE,1986-09-18,FRA,2,"Stade Charléty, Paris (FRA)",2022-06-18,1212,2022,men_PV,Men Pole Vault,,35.7,True
1117,5.8,Ernest John OBIENA,1995-11-17,PHI,1,"Weiherstadion, Hechingen (GER)",2022-07-02,1212,2022,men_PV,Men Pole Vault,,26.6,True
1117,5.8,Ersu ŞAŞMA,1999-09-30,TUR,8,"Hayward Field, Eugene, OR (USA)",2022-07-24,1212,2022,men_PV,Men Pole Vault,,22.8,True
1117,5.8,Pål Haugen LILLEFOSSE,2001-06-04,NOR,9,"Hayward Field, Eugene, OR (USA)",2022-07-24,1212,2022,men_PV,Men Pole Vault,,21.1,True
1117,5.8,Armand DUPLANTIS,1999-11-10,SWE,1,"Bregyó Athletic Center, Székesfehérvár (HUN)",2022-08-08,1212,2022,men_PV,Men Pole Vault,,22.7,True
1117,5.8,Dmitriy KACHANOV,2001-01-08,RUS,1,"Znamenskikh Stadion, Moskva (RUS)",2022-08-18,1212,2022,men_PV,Men Pole Vault,,21.6,True
1117,5.8,Christopher NILSEN,1998-01-13,USA,2,"Stade Olympique de la Pontaise, Lausanne (SUI)",2022-08-25,1212,2022,men_PV,Men Pole Vault,,24.6,True
1117,5.8,Ernest John OBIENA,1995-11-17,PHI,3,"Stade Olympique de la Pontaise, Lausanne (SUI)",2022-08-25,1212,2022,men_PV,Men Pole Vault,,26.8,True
1117,5.8,Sondre GUTTORMSEN,1999-06-01,NOR,4,"Stade Olympique de la Pontaise, Lausanne (SUI)",2022-08-25,1212,2022,men_PV,Men Pole Vault,,23.2,True
1117,5.8,Kurtis MARSCHALL,1997-04-25,AUS,1,"Queensland Sport and Athletics Centre, Nathan, Brisbane (AUS)",2023-04-02,1212,2023,men_PV,Men Pole Vault,,25.9,True
1117,5.8,Austin MILLER,1994-06-01,USA,1,"Hilmer Lodge Stadium, Walnut, CA (USA)",2023-04-15,1212,2023,men_PV,Men Pole Vault,,28.9,True
1117,5.8,Luke WINDER,1995-08-02,USA,1,"CVEATC, Chula Vista, CA (USA)",2023-04-30,1212,2023,men_PV,Men Pole Vault,,27.7,True
1117,5.8,Christopher NILSEN,1998-01-13,USA,1,"USD Lillibridge Track Complex, Vermillion, SD (USA)",2023-05-05,1212,2023,men_PV,Men Pole Vault,,25.3,True
1117,5.8,Piotr LISEK,1992-08-16,POL,1,"Golęcin Stadion, Poznan (POL)",2023-06-18,1212,2023,men_PV,Men Pole Vault,,30.8,True
1117,5.8,Emmanouil KARALIS,1999-10-20,GRE,2f1,"Stadion Śląski, Chorzów (POL)",2023-06-23,1212,2023,men_PV,Men Pole Vault,,23.7,True
1117,5.8,Thibaut COLLET,1999-06-17,FRA,3f1,"Stadion Śląski, Chorzów (POL)",2023-06-23,1212,2023,men_PV,Men Pole Vault,,24.0,True
1117,5.8,Piotr LISEK,1992-08-16,POL,4f1,"Stadion Śląski, Chorzów (POL)",2023-06-23,1212,2023,men_PV,Men Pole Vault,,30.9,True
1117,5.8,Claudio Michel STECCHI,1991-11-23,ITA,5f1,"Stadion Śląski, Chorzów (POL)",2023-06-23,1212,2023,men_PV,Men Pole Vault,,31.6,True
1925,5.76,Zach MCWHORTER,1999-01-07,USA,1,"Clarence F. Robison Track, Provo, UT (USA)",2022-05-14,1201,2022,men_PV,Men Pole Vault,,23.3,True
1925,5.76,Bo Kanda LITA BAEHRE,1999-04-29,GER,1,"Bungertstadion, Rehlingen (GER)",2023-05-28,1201,2023,men_PV,Men Pole Vault,,24.1,True
1925,5.76,Piotr LISEK,1992-08-16,POL,4f1,"Bryggen, Bergen (NOR)",2023-06-10,1201,2023,men_PV,Men Pole Vault,,30.8,True
1925,5.76,Ben BROEDERS,1995-06-21,BEL,4f1,"Bryggen, Bergen (NOR)",2023-06-10,1201,2023,men_PV,Men Pole Vault,,28.0,True
1925,5.76,Claudio Michel STECCHI,1991-11-23,ITA,6f1,"Bryggen, Bergen (NOR)",2023-06-10,1201,2023,men_PV,Men Pole Vault,,31.5,True
1925,5.76,Menno VLOON,1994-05-11,NED,7f1,"Bryggen, Bergen (NOR)",2023-06-10,1201,2023,men_PV,Men Pole Vault,,29.1,True
1925,5.76,Emmanouil KARALIS,1999-10-20,GRE,2,Olympia (GRE),2023-06-18,1201,2023,men_PV,Men Pole Vault,,23.7,True
2003,5.75,Kurtis MARSCHALL,1997-04-25,AUS,1,"SOPAC, Sydney (AUS)",2021-03-13,1198,2021,men_PV,Men Pole Vault,,23.9,True
2003,5.75,Ethan CORMONT,2000-09-29,FRA,1,"Golęcin Stadion, Poznan (POL)",2021-06-13,1198,2021,men_PV,Men Pole Vault,,20.7,True
2003,5.75,Andrew IRWIN,1993-01-23,USA,6,"Hayward Field, Eugene, OR (USA)",2021-06-21,1198,2021,men_PV,Men Pole Vault,,28.4,True
2003,5.75,Scott HOUSTON,1990-06-11,USA,7,"Hayward Field, Eugene, OR (USA)",2021-06-21,1198,2021,men_PV,Men Pole Vault,,31.0,True
2003,5.75,Rutger KOPPELAAR,1993-05-01,NED,1,"Stade Naimette-Xhovémont, Liège (BEL)",2021-06-30,1198,2021,men_PV,Men Pole Vault,,28.2,True
2003,5.75,Menno VLOON,1994-05-11,NED,1,"Stadion De Veen, Heusden-Zolder (BEL)",2021-07-03,1198,2021,men_PV,Men Pole Vault,,27.1,True
2003,5.75,Timur MORGUNOV,1996-10-12,ANA,1,"Znamenskikh Stadion, Moskva (RUS)",2021-07-07,1198,2021,men_PV,Men Pole Vault,,24.7,True
2003,5.75,Kurtis MARSCHALL,1997-04-25,AUS,1,"Barlow Park, Cairns (AUS)",2021-07-11,1198,2021,men_PV,Men Pole Vault,,24.2,True
2003,5.75,KC LIGHTFOOT,1999-11-11,USA,1q1,"National Stadium, Tokyo (JPN)",2021-07-31,1198,2021,men_PV,Men Pole Vault,,21.7,True
2003,5.75,Kurtis MARSCHALL,1997-04-25,AUS,2q1,"National Stadium, Tokyo (JPN)",2021-07-31,1198,2021,men_PV,Men Pole Vault,,24.3,True
2003,5.75,Renaud LAVILLENIE,1986-09-18,FRA,3q1,"National Stadium, Tokyo (JPN)",2021-07-31,1198,2021,men_PV,Men Pole Vault,,34.9,True
2003,5.75,Emmanouil KARALIS,1999-10-20,GRE,4q1,"National Stadium, Tokyo (JPN)",2021-07-31,1198,2021,men_PV,Men Pole Vault,,21.8,True
2003,5.75,Ernest John OBIENA,1995-11-17,PHI,5q1,"National Stadium, Tokyo (JPN)",2021-07-31,1198,2021,men_PV,Men Pole Vault,,25.7,True
2003,5.75,Bo Kanda LITA BAEHRE,1999-04-29,GER,1q2,"National Stadium, Tokyo (JPN)",2021-07-31,1198,2021,men_PV,Men Pole Vault,,22.3,True
2003,5.75,Christopher NILSEN,1998-01-13,USA,1q2,"National Stadium, Tokyo (JPN)",2021-07-31,1198,2021,men_PV,Men Pole Vault,,23.5,True
2003,5.75,Armand DUPLANTIS,1999-11-10,SWE,3q2,"National Stadium, Tokyo (JPN)",2021-07-31,1198,2021,men_PV,Men Pole Vault,,21.7,True
2003,5.75,Menno VLOON,1994-05-11,NED,4q2,"National Stadium, Tokyo (JPN)",2021-07-31,1198,2021,men_PV,Men Pole Vault,,27.2,True
2003,5.75,Thiago BRAZ,1993-12-16,BRA,5q2,"National Stadium, Tokyo (JPN)",2021-07-31,1198,2021,men_PV,Men Pole Vault,,27.6,True
2003,5.75,Piotr LISEK,1992-08-16,POL,6q2,"National Stadium, Tokyo (JPN)",2021-07-31,1198,2021,men_PV,Men Pole Vault,,29.0,True
2003,5.75,Ben BROEDERS,1995-06-21,BEL,4,"Boudewijnstadion, Bruxelles (BEL)",2021-09-03,1198,2021,men_PV,Men Pole Vault,,26.2,True
2003,5.75,Timur MORGUNOV,1996-10-12,ANA,4,"Boudewijnstadion, Bruxelles (BEL)",2021-09-03,1198,2021,men_PV,Men Pole Vault,,24.9,True
2003,5.75,Sondre GUTTORMSEN,1999-06-01,NOR,1,"Mike A. Myers Stadium, Austin, TX (USA)",2022-03-26,1198,2022,men_PV,Men Pole Vault,,22.8,True
2003,5.75,Clayton FRITSCH,1998-12-29,USA,1,"Cushing Stadium, College Station, TX (USA)",2022-04-30,1198,2022,men_PV,Men Pole Vault,,23.3,True
2003,5.75,Luke WINDER,1995-08-02,USA,1,"CVEATC, Chula Vista, CA (USA)",2022-05-29,1198,2022,men_PV,Men Pole Vault,,26.8,True
2003,5.75,Sondre GUTTORMSEN,1999-06-01,NOR,1,"Hayward Field, Eugene, OR (USA)",2022-06-08,1198,2022,men_PV,Men Pole Vault,,23.0,True
2003,5.75,Menno VLOON,1994-05-11,NED,1,"MTV Stadion, Ingolstadt (GER)",2022-06-16,1198,2022,men_PV,Men Pole Vault,,28.1,True
2003,5.75,Thibaut COLLET,1999-06-17,FRA,3,"Stade Charléty, Paris (FRA)",2022-06-18,1198,2022,men_PV,Men Pole Vault,,23.0,True
2003,5.75,Harry COPPELL,1996-07-11,GBR,1,"Manchester Regional Arena, Manchester (GBR)",2022-06-25,1198,2022,men_PV,Men Pole Vault,,26.0,True
2003,5.75,Thibaut COLLET,1999-06-17,FRA,1,"Stade Helitas, Caen (FRA)",2022-06-26,1198,2022,men_PV,Men Pole Vault,,23.0,True
2003,5.75,Renaud LAVILLENIE,1986-09-18,FRA,2,"Stade Helitas, Caen (FRA)",2022-06-26,1198,2022,men_PV,Men Pole Vault,,35.8,True
2003,5.75,Ben BROEDERS,1995-06-21,BEL,1,"Atletiekstadium Gentbrugge, Gentbrugge (BEL)",2022-06-26,1198,2022,men_PV,Men Pole Vault,,27.0,True
2003,5.75,Ersu ŞAŞMA,1999-09-30,TUR,1,"Stade Complexe Olympique, Oran (ALG)",2022-07-02,1198,2022,men_PV,Men Pole Vault,,22.8,True
2003,5.75,Piotr LISEK,1992-08-16,POL,2,Rottach-Egern (GER),2022-07-03,1198,2022,men_PV,Men Pole Vault,,29.9,True
2003,5.75,Matt LUDWIG,1996-07-05,USA,3,Rottach-Egern (GER),2022-07-03,1198,2022,men_PV,Men Pole Vault,,26.0,True
2003,5.75,Torben BLECH,1995-02-12,GER,4,Rottach-Egern (GER),2022-07-03,1198,2022,men_PV,Men Pole Vault,,27.4,True
2003,5.75,Kurtis MARSCHALL,1997-04-25,AUS,2,"Stade Sottevillais 76, Sotteville-lès-Rouen (FRA)",2022-07-04,1198,2022,men_PV,Men Pole Vault,,25.2,True
2003,5.75,Ben BROEDERS,1995-06-21,BEL,3,"Stade Sottevillais 76, Sotteville-lès-Rouen (FRA)",2022-07-04,1198,2022,men_PV,Men Pole Vault,,27.0,True
2003,5.75,Armand DUPLANTIS,1999-11-10,SWE,1q1,"Hayward Field, Eugene, OR (USA)",2022-07-22,1198,2022,men_PV,Men Pole Vault,,22.7,True
2003,5.75,Christopher NILSEN,1998-01-13,USA,1q1,"Hayward Field, Eugene, OR (USA)",2022-07-22,1198,2022,men_PV,Men Pole Vault,,24.5,True
2003,5.75,Thiago BRAZ,1993-12-16,BRA,3q1,"Hayward Field, Eugene, OR (USA)",2022-07-22,1198,2022,men_PV,Men Pole Vault,,28.6,True
2003,5.75,Renaud LAVILLENIE,1986-09-18,FRA,4q1,"Hayward Field, Eugene, OR (USA)",2022-07-22,1198,2022,men_PV,Men Pole Vault,,35.8,True
2003,5.75,Bo Kanda LITA BAEHRE,1999-04-29,GER,5q1,"Hayward Field, Eugene, OR (USA)",2022-07-22,1198,2022,men_PV,Men Pole Vault,,23.2,True
2003,5.75,Pål Haugen LILLEFOSSE,2001-06-04,NOR,5q1,"Hayward Field, Eugene, OR (USA)",2022-07-22,1198,2022,men_PV,Men Pole Vault,,21.1,True
2003,5.75,Oleg ZERNIKEL,1995-04-16,GER,1q2,"Hayward Field, Eugene, OR (USA)",2022-07-22,1198,2022,men_PV,Men Pole Vault,,27.3,True
2003,5.75,Ben BROEDERS,1995-06-21,BEL,2q2,"Hayward Field, Eugene, OR (USA)",2022-07-22,1198,2022,men_PV,Men Pole Vault,,27.1,True
2003,5.75,Ernest John OBIENA,1995-11-17,PHI,3q2,"Hayward Field, Eugene, OR (USA)",2022-07-22,1198,2022,men_PV,Men Pole Vault,,26.7,True
2003,5.75,Ersu ŞAŞMA,1999-09-30,TUR,3q2,"Hayward Field, Eugene, OR (USA)",2022-07-22,1198,2022,men_PV,Men Pole Vault,,22.8,True
2003,5.75,Menno VLOON,1994-05-11,NED,5q2,"Hayward Field, Eugene, OR (USA)",2022-07-22,1198,2022,men_PV,Men Pole Vault,,28.2,True
2003,5.75,Sondre GUTTORMSEN,1999-06-01,NOR,5q2,"Hayward Field, Eugene, OR (USA)",2022-07-22,1198,2022,men_PV,Men Pole Vault,,23.1,True
2003,5.75,Olen Tray OATES,1995-03-14,USA,1,Sopot (POL),2022-08-03,1198,2022,men_PV,Men Pole Vault,,27.4,True
2003,5.75,Anthony AMMIRATI,2003-07-16,FRA,1,"Pascual Guerrero Stadium, Cali (COL)",2022-08-04,1198,2022,men_PV,Men Pole Vault,,19.1,True
2003,5.75,Pål Haugen LILLEFOSSE,2001-06-04,NOR,3,"Olympiastadion, München (GER)",2022-08-20,1198,2022,men_PV,Men Pole Vault,,21.2,True
2003,5.75,Rutger KOPPELAAR,1993-05-01,NED,4,"Olympiastadion, München (GER)",2022-08-20,1198,2022,men_PV,Men Pole Vault,,29.3,True
2003,5.75,Thibaut COLLET,1999-06-17,FRA,5,"Olympiastadion, München (GER)",2022-08-20,1198,2022,men_PV,Men Pole Vault,,23.2,True
2003,5.75,Sondre GUTTORMSEN,1999-06-01,NOR,6,"Olympiastadion, München (GER)",2022-08-20,1198,2022,men_PV,Men Pole Vault,,23.2,True
2003,5.75,KC LIGHTFOOT,1999-11-11,USA,1,"Paul-Greifzu-Stadion, Dessau (GER)",2023-06-17,1198,2023,men_PV,Men Pole Vault,,23.6,True
2512,5.74,Sam KENDRICKS,1992-09-07,USA,1,"International Stadium, Gateshead (GBR)",2021-05-23,1195,2021,men_PV,Men Pole Vault,,28.7,True
2512,5.74,Olen Tray OATES,1995-03-14,USA,1,"Everly-Mongomery Field, Longmont HS, Longmont, CO (USA)",2022-05-13,1195,2022,men_PV,Men Pole Vault,,27.2,True
2543,5.73,Zachery BRADFORD,1999-11-29,USA,1,"RV Christian Track, Manhattan, KS (USA)",2021-05-16,1192,2021,men_PV,Men Pole Vault,,21.5,True
2543,5.73,Alioune SENE,1996-02-03,FRA,1,"Stade des Maradas, Cergy-Pontoise (FRA)",2021-06-16,1192,2021,men_PV,Men Pole Vault,,25.4,True
2543,5.73,Sam KENDRICKS,1992-09-07,USA,4,"Stade Charléty, Paris (FRA)",2021-08-28,1192,2021,men_PV,Men Pole Vault,,29.0,True
2543,5.73,KC LIGHTFOOT,1999-11-11,USA,5,"Stade Charléty, Paris (FRA)",2021-08-28,1192,2021,men_PV,Men Pole Vault,,21.8,True
2543,5.73,Ernest John OBIENA,1995-11-17,PHI,6,"Olympiastadion, Stockholm (SWE)",2022-06-30,1192,2022,men_PV,Men Pole Vault,,26.6,True
2543,5.73,Sondre GUTTORMSEN,1999-06-01,NOR,2,"Stadion Śląski, Chorzów (POL)",2022-08-06,1192,2022,men_PV,Men Pole Vault,,23.2,True
2543,5.73,Ernest John OBIENA,1995-11-17,PHI,3,"Stadion Śląski, Chorzów (POL)",2022-08-06,1192,2022,men_PV,Men Pole Vault,,26.7,True
2543,5.73,Bo Kanda LITA BAEHRE,1999-04-29,GER,4,"Stadion Manfort, Leverkusen (GER)",2022-08-28,1192,2022,men_PV,Men Pole Vault,,23.3,True
2543,5.73,Sondre GUTTORMSEN,1999-06-01,NOR,5,"Stadion Manfort, Leverkusen (GER)",2022-08-28,1192,2022,men_PV,Men Pole Vault,,23.2,True
2543,5.73,Piotr LISEK,1992-08-16,POL,2,"Bungertstadion, Rehlingen (GER)",2023-05-28,1192,2023,men_PV,Men Pole Vault,,30.8,True
2543,5.73,Ersu ŞAŞMA,1999-09-30,TUR,3,"Bungertstadion, Rehlingen (GER)",2023-05-28,1192,2023,men_PV,Men Pole Vault,,23.7,True
2630,5.72,KC LIGHTFOOT,1999-11-11,USA,1,"Clyde Hart Track & Field Stadium, Waco, TX (USA)",2021-04-03,1190,2021,men_PV,Men Pole Vault,,21.4,True
2630,5.72,Branson ELLIS,2000-07-19,USA,1,"Turner Stadium, Humble, TX (USA)",2021-05-16,1190,2021,men_PV,Men Pole Vault,,20.8,True
2630,5.72,Anthony AMMIRATI,2003-07-16,FRA,1,"Chateau de l’Emperi, Salon-de-Provence (FRA)",2021-06-06,1190,2021,men_PV,Men Pole Vault,,17.9,True
2630,5.72,Renaud LAVILLENIE,1986-09-18,FRA,2,"Chateau de l’Emperi, Salon-de-Provence (FRA)",2021-06-06,1190,2021,men_PV,Men Pole Vault,,34.7,True
2630,5.72,Ethan CORMONT,2000-09-29,FRA,2,"Chateau de l’Emperi, Salon-de-Provence (FRA)",2021-06-06,1190,2021,men_PV,Men Pole Vault,,20.7,True
2630,5.72,Thibaut COLLET,1999-06-17,FRA,4,"Chateau de l’Emperi, Salon-de-Provence (FRA)",2021-06-06,1190,2021,men_PV,Men Pole Vault,,22.0,True
2630,5.72,Valentin LAVILLENIE,1991-07-16,FRA,5,"Chateau de l’Emperi, Salon-de-Provence (FRA)",2021-06-06,1190,2021,men_PV,Men Pole Vault,,29.9,True
2630,5.72,Augusto DUTRA,1990-07-16,BRA,1,"COTP Stadium, São Paulo (BRA)",2021-06-11,1190,2021,men_PV,Men Pole Vault,,30.9,True
2630,5.72,Christopher NILSEN,1998-01-13,USA,6,"Olympiastadion, Stockholm (SWE)",2021-07-04,1190,2021,men_PV,Men Pole Vault,,23.5,True
2630,5.72,KC LIGHTFOOT,1999-11-11,USA,2,"Stade Sottevillais 76, Sotteville-lès-Rouen (FRA)",2021-07-11,1190,2021,men_PV,Men Pole Vault,,21.7,True
2630,5.72,Timur MORGUNOV,1996-10-12,ANA,3,"Stade Olympique de la Pontaise, Lausanne (SUI)",2021-08-26,1190,2021,men_PV,Men Pole Vault,,24.9,True
2630,5.72,Sondre GUTTORMSEN,1999-06-01,NOR,1,"Yale Dewitt Cuyler Field, New Haven, CT (USA)",2022-05-07,1190,2022,men_PV,Men Pole Vault,,22.9,True
2630,5.72,Simen GUTTORMSEN,2001-01-19,NOR,3,"Täby torg, Täby (SWE)",2022-06-28,1190,2022,men_PV,Men Pole Vault,,21.4,True
2630,5.72,Thibaut COLLET,1999-06-17,FRA,1f1,Nantua (FRA),2022-07-30,1190,2022,men_PV,Men Pole Vault,,23.1,True
2630,5.72,Ben BROEDERS,1995-06-21,BEL,2,"Hal 5, Leuven (BEL)",2022-08-05,1190,2022,men_PV,Men Pole Vault,,27.1,True
2630,5.72,Ben BROEDERS,1995-06-21,BEL,5,"Letzigrund, Zürich (SUI)",2022-09-08,1190,2022,men_PV,Men Pole Vault,,27.2,True
2630,5.72,Thiago BRAZ,1993-12-16,BRA,6,"Letzigrund, Zürich (SUI)",2022-09-08,1190,2022,men_PV,Men Pole Vault,,28.7,True
2630,5.72,Menno VLOON,1994-05-11,NED,1,"Katschhof, Aachen (GER)",2022-09-10,1190,2022,men_PV,Men Pole Vault,,28.3,True
2630,5.72,Gillian LADWIG,1998-12-03,GER,1,"Katschhof, Aachen (GER)",2022-09-10,1190,2022,men_PV,Men Pole Vault,,23.8,True
2630,5.72,Ethan CORMONT,2000-09-29,FRA,1,"Katschhof, Aachen (GER)",2022-09-10,1190,2022,men_PV,Men Pole Vault,,21.9,True
2630,5.72,Ben BROEDERS,1995-06-21,BEL,4,"Katschhof, Aachen (GER)",2022-09-10,1190,2022,men_PV,Men Pole Vault,,27.2,True
2630,5.72,Luke WINDER,1995-08-02,USA,1f2,"CVEATC, Chula Vista, CA (USA)",2023-05-28,1190,2023,men_PV,Men Pole Vault,,27.8,True
2630,5.72,Zach MCWHORTER,1999-01-07,USA,1f2,"CVEATC, Chula Vista, CA (USA)",2023-05-28,1190,2023,men_PV,Men Pole Vault,,24.4,True
2630,5.72,Pål Haugen LILLEFOSSE,2001-06-04,NOR,1,"Fana Stadion, Bergen (NOR)",2023-06-03,1190,2023,men_PV,Men Pole Vault,,22.0,True
2630,5.72,Sam KENDRICKS,1992-09-07,USA,3,"Stadion Śląski, Chorzów (POL)",2023-06-04,1190,2023,men_PV,Men Pole Vault,,30.7,True
2630,5.72,Ethan CORMONT,2000-09-29,FRA,4,"Stadion Śląski, Chorzów (POL)",2023-06-04,1190,2023,men_PV,Men Pole Vault,,22.7,True
2630,5.72,Matt LUDWIG,1996-07-05,USA,5,"Stadion Śląski, Chorzów (POL)",2023-06-04,1190,2023,men_PV,Men Pole Vault,,26.9,True
2630,5.72,Sam KENDRICKS,1992-09-07,USA,3,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",2023-06-06,1190,2023,men_PV,Men Pole Vault,,30.7,True
2630,5.72,Ernest John OBIENA,1995-11-17,PHI,3,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",2023-06-06,1190,2023,men_PV,Men Pole Vault,,27.6,True
2630,5.72,Jacob WOOTEN,1997-04-22,USA,5,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",2023-06-06,1190,2023,men_PV,Men Pole Vault,,26.1,True
2630,5.72,Tao ZHONG,2002-08-12,CHN,2,"The City Balcony, Hangzhou (CHN)",2023-06-10,1190,2023,men_PV,Men Pole Vault,,20.8,True
2630,5.72,Zachery BRADFORD,1999-11-29,USA,1f2,"DC Pole Vault Center, Washington, DC (USA)",2023-06-24,1190,2023,men_PV,Men Pole Vault,,23.6,True
2866,5.71,Zachery BRADFORD,1999-11-29,USA,1,"Clyde Hart Track & Field Stadium, Waco, TX (USA)",2021-04-17,1187,2021,men_PV,Men Pole Vault,,21.4,True
2866,5.71,Deakin VOLZ,1997-05-06,USA,1,"Rocket Man Pole Vault Facility, Mooresville, NC (USA)",2021-06-04,1187,2021,men_PV,Men Pole Vault,,24.1,True
2866,5.71,Sam KENDRICKS,1992-09-07,USA,1,"Nashville, TN (USA)",2021-06-06,1187,2021,men_PV,Men Pole Vault,,28.7,True
2866,5.71,Matt LUDWIG,1996-07-05,USA,2,"Nashville, TN (USA)",2021-06-06,1187,2021,men_PV,Men Pole Vault,,24.9,True
2866,5.71,Valentin LAVILLENIE,1991-07-16,FRA,4,"Bislett Stadion, Oslo (NOR)",2021-07-01,1187,2021,men_PV,Men Pole Vault,,30.0,True
2866,5.71,Dominik ALBERTO,1992-04-28,SUI,1,"Südpfalzstadion, Landau (GER)",2021-07-10,1187,2021,men_PV,Men Pole Vault,,29.2,True
2866,5.71,Mikko PAAVOLA,1998-01-16,FIN,1,"Keskusurheilukenttä, Joensuu (FIN)",2021-07-14,1187,2021,men_PV,Men Pole Vault,,23.5,True
2866,5.71,Menno VLOON,1994-05-11,NED,2,"AtletiekArena Gaston Roelants Kessel-Lo / Hal 5, Leuven (BEL)",2021-08-21,1187,2021,men_PV,Men Pole Vault,,27.3,True
2866,5.71,Bo Kanda LITA BAEHRE,1999-04-29,GER,5,"Olympiastadion, Berlin (GER)",2021-09-12,1187,2021,men_PV,Men Pole Vault,,22.4,True
2866,5.71,Valentin LAVILLENIE,1991-07-16,FRA,6,"Olympiastadion, Berlin (GER)",2021-09-12,1187,2021,men_PV,Men Pole Vault,,30.2,True
