Rank,Mark,wind,athlete_name,dob,country,pos,venue,date,results_score,year,discipline_key,discipline_label,age,wind_legal
2533,20.29,1.4,Fred KERLEY,1995-05-07,USA,2h3,"Hayward Field, Eugene, OR (USA)",2022-06-25,1175,2022,men_200m,Men 200m,27.1,True
2533,20.29,0.4,Sinesipho DAMBILE,2002-03-02,RSA,2h5,"Hayward Field, Eugene, OR (USA)",2022-07-18,1175,2022,men_200m,Men 200m,20.4,True
2533,20.29,-0.3,Rasheed DWYER,1989-01-29,JAM,2h7,"Hayward Field, Eugene, OR (USA)",2022-07-18,1176,2022,men_200m,Men 200m,33.5,True
2533,20.29,-0.1,Jerome BLAKE,1995-08-18,CAN,3sf1,"Hayward Field, Eugene, OR (USA)",2022-07-19,1175,2022,men_200m,Men 200m,26.9,True
2533,20.29,0.0,Kyree KING,1994-07-09,USA,2,"Billy J. Murphy Track and Field Complex, Memphis, TN (USA)",2022-07-30,1175,2022,men_200m,Men 200m,28.1,True
2533,20.29,-0.1,Filippo TORTU,1998-06-15,ITA,1sf3,"Olympiastadion, München (GER)",2022-08-18,1175,2022,men_200m,Men 200m,24.2,True
2533,20.29,-0.4,Josephus LYLES,1998-07-22,USA,1h1,"Grand Bahama Sports Complex, Freeport (BAH)",2022-08-19,1177,2022,men_200m,Men 200m,24.1,True
2533,20.29,-0.2,Kyree KING,1994-07-09,USA,1h2,"Grand Bahama Sports Complex, Freeport (BAH)",2022-08-19,1176,2022,men_200m,Men 200m,28.1,True
2533,20.29,0.6,Yancarlos MARTÍNEZ,1992-08-08,DOM,1f1,"La Vicentina, Quito (ECU)",2023-03-05,1175,2023,men_200m,Men 200m,30.6,True
2533,20.29,0.3,Kyree KING,1994-07-09,USA,4,"Suhaim bin Hamad Stadium, Doha (QAT)",2023-05-05,1175,2023,men_200m,Men 200m,28.8,True
2533,20.29,0.3,Joseph FAHNBULLEH,2001-09-11,LBR,5,"Suhaim bin Hamad Stadium, Doha (QAT)",2023-05-05,1175,2023,men_200m,Men 200m,21.6,True
2533,20.29,0.8,Dominique ALEXANDER,,USA,1,"Winthrop Irwin Belk Track & Field Complex, Rock Hill, SC (USA)",2023-05-12,1175,2023,men_200m,Men 200m,,True
2533,20.29,1.0,Amir WILLIS,2000-09-09,USA,3sf1,"Mike A. Myers Stadium, Austin, TX (USA)",2023-06-07,1175,2023,men_200m,Men 200m,22.7,True
2533,20.29,-1.3,Ryan ZEZE,1998-01-29,FRA,1f1,"Stadion Śląski, Chorzów (POL)",2023-06-25,1182,2023,men_200m,Men 200m,25.4,True
2697,20.3,0.9,Jereem RICHARDS,1994-01-13,TTO,2f1,"Percy Beard Track, Gainesville, FL (USA)",2021-04-16,1173,2021,men_200m,Men 200m,27.3,True
2697,20.3,1.7,Vernon NORWOOD,1992-04-10,USA,2,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",2021-04-24,1173,2021,men_200m,Men 200m,29.0,True
2697,20.3,0.9,Erriyon KNIGHTON,2004-01-29,USA,1f2,"Hilmer Lodge Stadium, Walnut, CA (USA)",2021-05-09,1173,2021,men_200m,Men 200m,17.3,True
2697,20.3,1.6,Zharnel HUGHES,1995-07-13,GBR,3f1,"Jax Track at Hodges Stadium, Jacksonville, FL (USA)",2021-05-31,1173,2021,men_200m,Men 200m,25.9,True
2697,20.3,0.7,Jo'Vaughn MARTIN,,USA,3sf2,"Hayward Field, Eugene, OR (USA)",2021-06-09,1173,2021,men_200m,Men 200m,,True
2697,20.3,1.1,Rasheed DWYER,1989-01-29,JAM,2sf2,"National Stadium, Kingston (JAM)",2021-06-25,1173,2021,men_200m,Men 200m,32.4,True
2697,20.3,0.3,Kyree KING,1994-07-09,USA,7,"Hayward Field, Eugene, OR (USA)",2021-06-27,1173,2021,men_200m,Men 200m,27.0,True
2697,20.3,0.8,William REAIS,1999-05-04,SUI,1f1,"Stadion Schützenmatte, Basel (SUI)",2021-09-18,1173,2021,men_200m,Men 200m,22.4,True
2697,20.3,0.5,Lance LANG,,USA,2f1,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",2022-04-22,1173,2022,men_200m,Men 200m,,True
2697,20.3,1.0,Jerome BLAKE,1995-08-18,CAN,3h1,"Hayward Field, Eugene, OR (USA)",2022-07-18,1173,2022,men_200m,Men 200m,26.9,True
2697,20.3,-0.3,Zhenye XIE,1993-08-17,CHN,3h7,"Hayward Field, Eugene, OR (USA)",2022-07-18,1174,2022,men_200m,Men 200m,28.9,True
2697,20.3,-0.1,Nethaneel MITCHELL-BLAKE,1994-04-02,GBR,4sf1,"Hayward Field, Eugene, OR (USA)",2022-07-19,1173,2022,men_200m,Men 200m,28.3,True
2697,20.3,0.9,Renan CORREA,2004-03-15,BRA,1,"Pista de Atletismo do CNTA, Cascavel (BRA)",2023-04-09,1173,2023,men_200m,Men 200m,19.1,True
2697,20.3,1.0,Amir WILLIS,2000-09-09,USA,1f1,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",2023-04-22,1173,2023,men_200m,Men 200m,22.6,True
2697,20.3,0.5,Ryan ZEZE,1998-01-29,FRA,2f1,"Univ. of Arizona Roy P. Drachman Stadium, Tucson, AZ (USA)",2023-04-29,1173,2023,men_200m,Men 200m,25.2,True
2697,20.3,0.9,Filippo TORTU,1998-06-15,ITA,4,"Moi International Sports Centre, Kasarani, Nairobi (KEN)",2023-05-13,1173,2023,men_200m,Men 200m,24.9,True
2697,20.3,1.1,Ismael KONE,2000-11-06,CIV,3pr1,"Jax Track at Hodges Stadium, Jacksonville, FL (USA)",2023-05-24,1173,2023,men_200m,Men 200m,22.5,True
2697,20.3,0.9,Cameron MILLER,2000-02-17,USA,8,"Mike A. Myers Stadium, Austin, TX (USA)",2023-06-09,1173,2023,men_200m,Men 200m,23.3,True
2697,20.3,0.8,Elijah MORROW,1995-10-30,USA,3,"Icahn Stadium, New York, NY (USA)",2023-06-24,1173,2023,men_200m,Men 200m,27.6,True
2850,20.31,0.8,Devon ACHANE,2001-10-13,USA,2,"Mike A. Myers Stadium, Austin, TX (USA)",2021-03-27,1172,2021,men_200m,Men 200m,19.5,True
2850,20.31,0.8,Shaun MASWANGANYI,2001-02-01,RSA,3,"Mike A. Myers Stadium, Austin, TX (USA)",2021-03-27,1172,2021,men_200m,Men 200m,20.1,True
2850,20.31,1.7,Erriyon KNIGHTON,2004-01-29,USA,1f3,"National Training Center, Clermont, FL (USA)",2021-04-04,1172,2021,men_200m,Men 200m,17.2,True
2850,20.31,-0.3,Rasheed DWYER,1989-01-29,JAM,1h1,"National Stadium, Tokyo (JPN)",2021-08-03,1173,2021,men_200m,Men 200m,32.5,True
2850,20.31,0.2,Ramil GULIYEV,1990-05-29,TUR,6sf3,"National Stadium, Tokyo (JPN)",2021-08-03,1172,2021,men_200m,Men 200m,31.2,True
2850,20.31,-0.4,Reece PRESCOD,1996-02-29,GBR,1,"Wieslaw Maniak Municipal Athletic Stadium, Szczecin (POL)",2021-08-15,1174,2021,men_200m,Men 200m,25.5,True
2850,20.31,1.3,Letsile TEBOGO,2003-06-07,BOT,1sf1,"Moi International Sports Centre, Kasarani, Nairobi (KEN)",2021-08-20,1172,2021,men_200m,Men 200m,18.2,True
2850,20.31,0.5,Isaac MAKWALA,1985-09-24,BOT,6,"Letzigrund, Zürich (SUI)",2021-09-09,1172,2021,men_200m,Men 200m,36.0,True
2850,20.31,0.0,Matthew BOLING,2000-06-20,USA,2f1,"Percy Beard Track, Gainesville, FL (USA)",2022-04-01,1172,2022,men_200m,Men 200m,21.8,True
2850,20.31,-0.8,Dorian CAMEL,1999-03-03,USA,2f1,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",2022-04-09,1176,2022,men_200m,Men 200m,23.1,True
2850,20.31,0.8,Luxolo ADAMS,1996-08-01,RSA,1sf1,"Green Point Stadium, Cape Town (RSA)",2022-04-22,1172,2022,men_200m,Men 200m,25.7,True
2850,20.31,2.0,Shaun MASWANGANYI,2001-02-01,RSA,1pr2,"John McDonnell Field, Fayetteville, AR (USA)",2022-05-25,1172,2022,men_200m,Men 200m,21.3,True
2850,20.31,0.6,Matthew BOLING,2000-06-20,USA,1pr4,"Billy Hayes T& F Complex, Bloomington, IN (USA)",2022-05-25,1172,2022,men_200m,Men 200m,21.9,True
2850,20.31,-2.5,Eric HARRISON JR.,1999-02-18,TTO,1h1,"Billy Hayes T& F Complex, Bloomington, IN (USA)",2022-05-27,1187,2022,men_200m,Men 200m,23.3,True
2850,20.31,-0.3,Javonte' HARDING,2001-08-29,USA,8,"Hayward Field, Eugene, OR (USA)",2022-06-26,1173,2022,men_200m,Men 200m,20.8,True
2850,20.31,0.5,Yohan BLAKE,1989-12-26,JAM,1,"National Stadium, Kingston (JAM)",2022-06-26,1172,2022,men_200m,Men 200m,32.5,True
2850,20.31,-0.5,Robert GREGORY,2001-12-12,USA,1f1,"Percy Beard Track, Gainesville, FL (USA)",2023-03-31,1175,2023,men_200m,Men 200m,21.3,True
2850,20.31,-1.2,Robert GREGORY,2001-12-12,USA,1h5,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",2023-05-11,1179,2023,men_200m,Men 200m,21.4,True
2850,20.31,0.0,Aaron BROWN,1992-05-27,CAN,3,"Stadio Luigi Ridolfi, Firenze (ITA)",2023-06-02,1172,2023,men_200m,Men 200m,31.0,True
3005,20.32,1.6,Elija GODWIN,1999-07-01,USA,1f1,"Spec Towns Track, Athens, GA (USA)",2021-04-30,1170,2021,men_200m,Men 200m,21.8,True
3005,20.32,1.2,Javonte' HARDING,2001-08-29,USA,1pr3,"Jax Track at Hodges Stadium, Jacksonville, FL (USA)",2021-05-26,1170,2021,men_200m,Men 200m,19.7,True
3005,20.32,0.2,Jerome BLAKE,1995-08-18,CAN,2,"Stadion Śląski, Chorzów (POL)",2021-09-05,1170,2021,men_200m,Men 200m,26.1,True
3005,20.32,0.9,Micaiah HARRIS,1998-12-19,USA,1h1,"John McDonnell Field, Fayetteville, AR (USA)",2022-05-27,1170,2022,men_200m,Men 200m,23.4,True
3005,20.32,0.4,Courtney LINDSEY,1998-11-18,USA,2sf2,"Hayward Field, Eugene, OR (USA)",2022-06-08,1170,2022,men_200m,Men 200m,23.6,True
3005,20.32,-0.1,Tarsis Gracious OROGOT,2002-11-24,UGA,4sf3,"Hayward Field, Eugene, OR (USA)",2022-06-08,1170,2022,men_200m,Men 200m,19.5,True
3005,20.32,1.8,Jerome BLAKE,1995-08-18,CAN,2,"McLeod Stadium, Langley (CAN)",2022-06-26,1170,2022,men_200m,Men 200m,26.9,True
3005,20.32,-0.9,Fred KERLEY,1995-05-07,USA,1,"Lakeside Stadium, Melbourne (AUS)",2023-02-23,1175,2023,men_200m,Men 200m,27.8,True
3005,20.32,0.5,Austin KRESLEY,2001-12-30,USA,3f1,"Univ. of Arizona Roy P. Drachman Stadium, Tucson, AZ (USA)",2023-04-29,1170,2023,men_200m,Men 200m,21.3,True
3005,20.32,1.7,J.T SMITH,,USA,1,"Memorial Stadium, Commerce, TX (USA)",2023-05-06,1170,2023,men_200m,Men 200m,,True
3005,20.32,1.3,Adrian John SWART,2002-05-28,RSA,1f2,"McArthur Stadium, Potchefstroom (RSA)",2023-05-13,1170,2023,men_200m,Men 200m,21.0,True
3005,20.32,1.1,Terrence JONES,2002-11-08,BAH,2,"John Jacobs Track Complex, Norman, OK (USA)",2023-05-14,1170,2023,men_200m,Men 200m,20.5,True
3005,20.32,-0.2,Towa UZAWA,2002-11-25,JPN,1,"Yanmar Stadium Nagai, Osaka (JPN)",2023-06-02,1171,2023,men_200m,Men 200m,20.5,True
3147,20.33,0.8,Lidio Andres FELIZ,1997-06-26,DOM,1f1,"Estadio Luguelín Santos, Bayaguana (DOM)",2021-03-27,1169,2021,men_200m,Men 200m,23.8,True
3147,20.33,-3.0,Kenneth BEDNAREK,1998-10-14,USA,1,"International Stadium, Gateshead (GBR)",2021-05-23,1187,2021,men_200m,Men 200m,22.6,True
3147,20.33,1.5,Emmanuel MATADI,1991-04-15,LBR,1f2,"Park West Ath. Complex, San Antonio, TX (USA)",2022-04-02,1169,2022,men_200m,Men 200m,31.0,True
3147,20.33,-0.6,Clarence MUNYAI,1998-02-20,RSA,1,"Germiston Stadium, Johannesburg (RSA)",2022-04-13,1172,2022,men_200m,Men 200m,24.1,True
3147,20.33,0.1,Ferdinand OMANYALA,1996-01-02,KEN,1sf1,"Moi International Sports Centre, Kasarani, Nairobi (KEN)",2022-04-27,1169,2022,men_200m,Men 200m,26.3,True
3147,20.33,1.5,Micaiah HARRIS,1998-12-19,USA,1pr1,"John McDonnell Field, Fayetteville, AR (USA)",2022-05-25,1169,2022,men_200m,Men 200m,23.4,True
3147,20.33,-0.1,Luxolo ADAMS,1996-08-01,RSA,2,"Stadio Olimpico, Roma (ITA)",2022-06-09,1169,2022,men_200m,Men 200m,25.9,True
3147,20.33,1.6,Nethaneel MITCHELL-BLAKE,1994-04-02,GBR,1f1,Castellón (ESP),2022-06-16,1169,2022,men_200m,Men 200m,28.2,True
3147,20.33,1.0,Joe FERGUSON,2000-05-03,GBR,4h1,"Hayward Field, Eugene, OR (USA)",2022-07-18,1169,2022,men_200m,Men 200m,22.2,True
3147,20.33,0.0,Joshua HARTMANN,1999-06-09,GER,2sf1,"Olympiastadion, München (GER)",2022-08-18,1169,2022,men_200m,Men 200m,23.2,True
3147,20.33,1.3,Joseph FAHNBULLEH,2001-09-11,LBR,7,"Stade Olympique de la Pontaise, Lausanne (SUI)",2022-08-26,1169,2022,men_200m,Men 200m,21.0,True
3147,20.33,0.1,Elija GODWIN,1999-07-01,USA,2f1,"Spec Towns Track, Athens, GA (USA)",2023-04-07,1169,2023,men_200m,Men 200m,23.8,True
3147,20.33,0.2,Kennedy LIGHTNER,,USA,1f10,"Clyde Hart Track & Field Stadium, Waco, TX (USA)",2023-04-21,1169,2023,men_200m,Men 200m,,True
3147,20.33,1.9,Tsebo MATSOSO,1999-05-27,RSA,1,"Mangaung Athletics Stadium, Bloemfontein (RSA)",2023-05-06,1169,2023,men_200m,Men 200m,23.9,True
3147,20.33,0.8,Courtney LINDSEY,1998-11-18,USA,1h2,"John Jacobs Track Complex, Norman, OK (USA)",2023-05-13,1169,2023,men_200m,Men 200m,24.5,True
3147,20.33,1.3,Austin KRESLEY,2001-12-30,USA,1pr4,"Hornet Stadium - Sac St., Sacramento, CA (USA)",2023-05-24,1169,2023,men_200m,Men 200m,21.4,True
3147,20.33,1.4,Udodi Chudi ONWUZURIKE,2003-01-29,NGR,1pr6,"Hornet Stadium - Sac St., Sacramento, CA (USA)",2023-05-24,1169,2023,men_200m,Men 200m,20.3,True
3147,20.33,0.9,Yancarlos MARTÍNEZ,1992-08-08,DOM,1,"Stadio Zecchini, Grosseto (ITA)",2023-05-27,1169,2023,men_200m,Men 200m,30.8,True
3147,20.33,0.6,Andre DE GRASSE,1994-11-10,CAN,5,"Bislett Stadion, Oslo (NOR)",2023-06-15,1169,2023,men_200m,Men 200m,28.6,True
3291,20.34,-0.8,Luxolo ADAMS,1996-08-01,RSA,1,"Bestmed Tuks Stadium, Pretoria (RSA)",2021-03-26,1171,2021,men_200m,Men 200m,24.6,True
3291,20.34,0.5,Tyquendo TRACEY,1993-06-10,JAM,3,"National Stadium, Kingston (JAM)",2021-06-27,1167,2021,men_200m,Men 200m,28.0,True
3291,20.34,-0.4,Zhenye XIE,1993-08-17,CHN,4h6,"National Stadium, Tokyo (JPN)",2021-08-03,1169,2021,men_200m,Men 200m,28.0,True
3291,20.34,0.4,Sibusiso MATSENJWA,1988-05-02,SWZ,2h7,"National Stadium, Tokyo (JPN)",2021-08-03,1167,2021,men_200m,Men 200m,33.3,True
3291,20.34,-0.2,Femi OGUNODE,1991-05-15,QAT,5sf1,"National Stadium, Tokyo (JPN)",2021-08-03,1168,2021,men_200m,Men 200m,30.2,True
3291,20.34,1.6,Tommy RAMDHAN,1996-11-28,GBR,1f10,"Dagenham Arena, London (GBR)",2021-08-30,1167,2021,men_200m,Men 200m,24.8,True
3291,20.34,0.9,Javonte' HARDING,2001-08-29,USA,1f1,"Percy Beard Track, Gainesville, FL (USA)",2022-04-15,1167,2022,men_200m,Men 200m,20.6,True
3291,20.34,-0.9,Alaba Olukunle AKINTOLA,2001-09-14,NGR,2f1,"Geroge C. Griffin Track, Atlanta, GA (USA)",2022-04-23,1172,2022,men_200m,Men 200m,20.6,True
3291,20.34,0.3,Lucas RODRIGUES DA SILVA,2001-07-05,BRA,1,São Paulo (BRA),2022-04-27,1167,2022,men_200m,Men 200m,20.8,True
3291,20.34,-0.4,Shota IIZUKA,1991-06-25,JPN,1f1,"Prefectural Shizuoka Stadium, Fukuroi (JPN)",2022-05-03,1169,2022,men_200m,Men 200m,30.9,True
3291,20.34,-0.2,Brendon RODNEY,1992-04-09,CAN,4,"Mestský Stadion, Ostrava (CZE)",2022-05-31,1168,2022,men_200m,Men 200m,30.1,True
3291,20.34,-0.3,Robert GREGORY,2001-12-12,USA,3sf1,"Hayward Field, Eugene, OR (USA)",2022-06-08,1168,2022,men_200m,Men 200m,20.5,True
3291,20.34,0.4,Udodi Chudi ONWUZURIKE,2003-01-29,NGR,3h5,"Hayward Field, Eugene, OR (USA)",2022-07-18,1167,2022,men_200m,Men 200m,19.5,True
3291,20.34,0.1,Bryan LEVELL,2003-12-23,JAM,1sf3,"Pascual Guerrero Stadium, Cali (COL)",2022-08-03,1167,2022,men_200m,Men 200m,18.6,True
3291,20.34,0.0,Blessing Akwasi AFRIFAH,2003-10-26,ISR,3sf1,"Olympiastadion, München (GER)",2022-08-18,1167,2022,men_200m,Men 200m,18.8,True
3291,20.34,-0.1,Nethaneel MITCHELL-BLAKE,1994-04-02,GBR,2sf3,"Olympiastadion, München (GER)",2022-08-18,1167,2022,men_200m,Men 200m,28.4,True
3291,20.34,-0.3,Charles DOBSON,1999-10-20,GBR,4,"Olympiastadion, München (GER)",2022-08-19,1168,2022,men_200m,Men 200m,22.8,True
3291,20.34,1.3,Charles DOBSON,1999-10-20,GBR,8,"Stade Olympique de la Pontaise, Lausanne (SUI)",2022-08-26,1167,2022,men_200m,Men 200m,22.9,True
3291,20.34,0.6,Tarsis Gracious OROGOT,2002-11-24,UGA,3,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",2023-05-13,1167,2023,men_200m,Men 200m,20.5,True
3291,20.34,0.5,Clarence MUNYAI,1998-02-20,RSA,1f7,"Pilditch Stadium, Pretoria (RSA)",2023-05-20,1167,2023,men_200m,Men 200m,25.2,True
3291,20.34,0.9,Usheoritse ITSEKIRI,1998-01-31,NGR,1f2,"Alumni Field, Windsor (CAN)",2023-06-24,1167,2023,men_200m,Men 200m,25.4,True
3448,20.35,1.3,Aldrich BAILEY JR,1994-02-06,USA,3,"Mike A. Myers Stadium, Austin, TX (USA)",2021-03-27,1165,2021,men_200m,Men 200m,27.1,True
3448,20.35,0.8,Marcus PARKER,1997-10-09,USA,1f1,"Cregger Track, Columbia, SC (USA)",2021-04-17,1165,2021,men_200m,Men 200m,23.5,True
3448,20.35,-0.1,Yancarlos MARTÍNEZ,1992-08-08,DOM,2,"x-bionic sphere, Šamorín (SVK)",2021-06-02,1165,2021,men_200m,Men 200m,28.8,True
3448,20.35,1.2,Isiah YOUNG,1990-01-05,USA,6f1,"Bregyó Athletic Center, Székesfehérvár (HUN)",2021-07-06,1165,2021,men_200m,Men 200m,31.5,True
3448,20.35,0.4,Joseph Paul AMOAH,1997-01-12,GHA,3h7,"National Stadium, Tokyo (JPN)",2021-08-03,1165,2021,men_200m,Men 200m,24.6,True
3448,20.35,0.8,Owen ANSAH,2000-11-28,GER,1f2,"Stade de La Charrière, La Chaux-de-Fonds (SUI)",2021-08-14,1165,2021,men_200m,Men 200m,20.7,True
3448,20.35,0.2,Micah WILLIAMS,2001-11-12,USA,1f1,"Univ. of Arizona Roy P. Drachman Stadium, Tucson, AZ (USA)",2022-04-30,1165,2022,men_200m,Men 200m,20.5,True
3448,20.35,2.0,Luxolo ADAMS,1996-08-01,RSA,2,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",2022-06-05,1165,2022,men_200m,Men 200m,25.8,True
3448,20.35,-0.3,Evan MILLER,2000-08-29,USA,4sf1,"Hayward Field, Eugene, OR (USA)",2022-06-08,1166,2022,men_200m,Men 200m,21.8,True
3448,20.35,2.0,Jordan ANTHONY,2004-06-29,USA,1,"Hayward Field, Eugene, OR (USA)",2022-06-25,1165,2022,men_200m,Men 200m,18.0,True
3448,20.35,0.7,Rasheed DWYER,1989-01-29,JAM,1h2,"National Stadium, Kingston (JAM)",2022-06-25,1165,2022,men_200m,Men 200m,33.4,True
3448,20.35,1.6,Sinesipho DAMBILE,2002-03-02,RSA,1f2,"Stade de La Charrière, La Chaux-de-Fonds (SUI)",2022-07-03,1165,2022,men_200m,Men 200m,20.3,True
3448,20.35,0.0,Jereem RICHARDS,1994-01-13,TTO,1h2,"Hayward Field, Eugene, OR (USA)",2022-07-18,1165,2022,men_200m,Men 200m,28.5,True
3448,20.35,0.5,Kenneth BEDNAREK,1998-10-14,USA,2h4,"Hayward Field, Eugene, OR (USA)",2022-07-18,1165,2022,men_200m,Men 200m,23.8,True
3448,20.35,0.4,Yohan BLAKE,1989-12-26,JAM,4h5,"Hayward Field, Eugene, OR (USA)",2022-07-18,1165,2022,men_200m,Men 200m,32.6,True
3448,20.35,1.1,Tarsis Gracious OROGOT,2002-11-24,UGA,5sf2,"Hayward Field, Eugene, OR (USA)",2022-07-19,1165,2022,men_200m,Men 200m,19.6,True
3448,20.35,1.0,Nethaneel MITCHELL-BLAKE,1994-04-02,GBR,2f1,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",2023-04-22,1165,2023,men_200m,Men 200m,29.1,True
3448,20.35,0.3,Andre DE GRASSE,1994-11-10,CAN,6,"Suhaim bin Hamad Stadium, Doha (QAT)",2023-05-05,1165,2023,men_200m,Men 200m,28.5,True
3448,20.35,1.5,Nazzio JOHN,2003-03-24,GRN,2,"New Mexico JC, Hobbs, NM (USA)",2023-05-20,1165,2023,men_200m,Men 200m,20.2,True
3448,20.35,1.6,Austin KRESLEY,2001-12-30,USA,3h3,"Hornet Stadium - Sac St., Sacramento, CA (USA)",2023-05-26,1165,2023,men_200m,Men 200m,21.4,True
3448,20.35,0.3,Ryan ZEZE,1998-01-29,FRA,1f3,"Putbosstadion, Oordegem (BEL)",2023-05-27,1165,2023,men_200m,Men 200m,25.3,True
3611,20.36,1.5,Caleb BOGER,,USA,1f1,"West Texas A&M University Track & Soccer Complex, Canyon, TX (USA)",2021-04-03,1164,2021,men_200m,Men 200m,,True
3611,20.36,1.6,Noah WILLIAMS,1999-01-01,USA,1f1,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",2021-04-17,1164,2021,men_200m,Men 200m,22.3,True
3611,20.36,0.8,Letsile TEBOGO,2003-06-07,BOT,1f2,"National Stadium, Gaborone (BOT)",2021-04-17,1164,2021,men_200m,Men 200m,17.9,True
3611,20.36,0.7,Josephus LYLES,1998-07-22,USA,5f1,"Hilmer Lodge Stadium, Walnut, CA (USA)",2021-05-09,1164,2021,men_200m,Men 200m,22.8,True
3611,20.36,-0.2,Lance LANG,,USA,1h2,"Cushing Stadium, College Station, TX (USA)",2021-05-13,1165,2021,men_200m,Men 200m,,True
3611,20.36,1.0,Kasaun JAMES,1997-12-22,USA,1,"Paul Derr TF Facility, Raleigh, NC (USA)",2021-05-15,1164,2021,men_200m,Men 200m,23.4,True
3611,20.36,1.7,Joseph Paul AMOAH,1997-01-12,GHA,1pr2,"Jax Track at Hodges Stadium, Jacksonville, FL (USA)",2021-05-26,1164,2021,men_200m,Men 200m,24.4,True
3611,20.36,0.9,Terrence JONES,2002-11-08,BAH,3h2,"Cushing Stadium, College Station, TX (USA)",2021-05-29,1164,2021,men_200m,Men 200m,18.6,True
3611,20.36,-0.3,Divine ODUDURU,1996-10-07,NGR,2h1,"National Stadium, Tokyo (JPN)",2021-08-03,1165,2021,men_200m,Men 200m,24.8,True
3611,20.36,1.5,Vernon NORWOOD,1992-04-10,USA,7,"Hayward Field, Eugene, OR (USA)",2021-08-21,1164,2021,men_200m,Men 200m,29.4,True
3611,20.36,1.7,Alaba Olukunle AKINTOLA,2001-09-14,NGR,1,"Park West Ath. Complex, San Antonio, TX (USA)",2022-05-15,1164,2022,men_200m,Men 200m,20.7,True
3611,20.36,1.6,Yancarlos MARTÍNEZ,1992-08-08,DOM,2f1,Castellón (ESP),2022-06-16,1164,2022,men_200m,Men 200m,29.9,True
3611,20.36,-1.4,Matthew BOLING,2000-06-20,USA,2h4,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",2023-05-11,1172,2023,men_200m,Men 200m,22.9,True
3611,20.36,0.6,Ismael KONE,2000-11-06,CIV,5sf3,"Mike A. Myers Stadium, Austin, TX (USA)",2023-06-07,1164,2023,men_200m,Men 200m,22.6,True
3611,20.36,1.3,Taymir BURNET,1992-10-01,NED,2,"Centre sportif Bout-du-Monde, Genève (SUI)",2023-06-10,1164,2023,men_200m,Men 200m,30.7,True
3769,20.37,1.0,Cravont CHARLESTON,1998-01-02,USA,1f1,"Paul Derr TF Facility, Raleigh, NC (USA)",2021-03-27,1162,2021,men_200m,Men 200m,23.2,True
3769,20.37,1.6,Josephus LYLES,1998-07-22,USA,1f1,"National Training Center, Clermont, FL (USA)",2021-04-04,1162,2021,men_200m,Men 200m,22.7,True
3769,20.37,0.6,Isaac MAKWALA,1985-09-24,BOT,1,"FBK Stadium, Hengelo (NED)",2021-06-06,1162,2021,men_200m,Men 200m,35.7,True
3769,20.37,0.1,Mouhamadou FALL,1992-02-25,FRA,1f1,"Centre sportif Bout-du-Monde, Genève (SUI)",2021-06-12,1162,2021,men_200m,Men 200m,29.3,True
3769,20.37,0.3,Andrew HUDSON,1996-12-14,USA,8,"Hayward Field, Eugene, OR (USA)",2021-06-27,1162,2021,men_200m,Men 200m,24.5,True
3769,20.37,-0.6,Femi OGUNODE,1991-05-15,QAT,1h3,"National Stadium, Tokyo (JPN)",2021-08-03,1165,2021,men_200m,Men 200m,30.2,True
3769,20.37,1.3,Tarsis Gracious OROGOT,2002-11-24,UGA,2sf1,"Moi International Sports Centre, Kasarani, Nairobi (KEN)",2021-08-20,1162,2021,men_200m,Men 200m,18.7,True
3769,20.37,1.6,Josephus LYLES,1998-07-22,USA,6,"Stade Charléty, Paris (FRA)",2021-08-28,1162,2021,men_200m,Men 200m,23.1,True
3769,20.37,0.9,Daniel STOKES,1997-08-20,USA,2f1,"Percy Beard Track, Gainesville, FL (USA)",2022-04-15,1162,2022,men_200m,Men 200m,24.7,True
3769,20.37,2.0,Joe WILLIAMS,,USA,1f7,"BG Products Veterans Sports Complex, El Dorado, KS (USA)",2022-04-16,1162,2022,men_200m,Men 200m,,True
3769,20.37,0.0,Puripol BOONSON,2006-01-13,THA,1,"My Dinh National Stadium, Hanoi (VIE)",2022-05-14,1162,2022,men_200m,Men 200m,16.3,True
3769,20.37,0.1,Yupun ABEYKOON,1994-12-31,SRI,1f1,"Stadio Zecchini, Grosseto (ITA)",2022-05-22,1162,2022,men_200m,Men 200m,27.4,True
3769,20.37,1.1,Kendal WILLIAMS,1995-09-23,USA,4h1,"Hayward Field, Eugene, OR (USA)",2022-06-25,1162,2022,men_200m,Men 200m,26.8,True
3769,20.37,1.7,Elijah MORROW,1995-10-30,USA,6sf2,"Hayward Field, Eugene, OR (USA)",2022-06-26,1162,2022,men_200m,Men 200m,26.7,True
3769,20.37,-0.3,Blessing Akwasi AFRIFAH,2003-10-26,ISR,1h5,"Pascual Guerrero Stadium, Cali (COL)",2022-08-03,1163,2022,men_200m,Men 200m,18.8,True
