Rank,Mark,athlete_name,dob,country,pos,venue,date,results_score,year,discipline_key,discipline_label,wind,age,wind_legal
4212,49.05,Shawn ROWE,1992-12-07,JAM,5,"Grand Bahama Sports Complex, Freeport (BAH)",2022-08-21,1178,2022,men_400h,Men 400m Hurdles,,29.7,True
4212,49.05,Thomas BARR,1992-07-24,IRL,2f1,"Putbosstadion, Oordegem (BEL)",2023-05-27,1178,2023,men_400h,Men 400m Hurdles,,30.8,True
4212,49.05,Gerald DRUMMOND,1994-09-05,CRC,4,"Drake Stadium, Los Angeles, CA (USA)",2023-05-27,1178,2023,men_400h,Men 400m Hurdles,,28.7,True
4283,49.06,Sean BURRELL,2002-02-23,USA,2sf3,"Hayward Field, Eugene, OR (USA)",2021-06-09,1177,2021,men_400h,Men 400m Hurdles,,19.3,True
4283,49.06,Isaiah LEVINGSTON,1998-08-24,USA,2h1,"Hayward Field, Eugene, OR (USA)",2021-06-24,1177,2021,men_400h,Men 400m Hurdles,,22.8,True
4283,49.06,Amere LATTIN,1997-07-12,USA,2,"Bregyó Athletic Center, Székesfehérvár (HUN)",2021-07-06,1177,2021,men_400h,Men 400m Hurdles,,24.0,True
4283,49.06,Kemar MOWATT,1995-03-12,JAM,4h1,"National Stadium, Tokyo (JPN)",2021-07-30,1177,2021,men_400h,Men 400m Hurdles,,26.4,True
4283,49.06,Fedor IVANOV,2002-05-20,RUS,1,"Yelena Yelesina Stadium, Chelyabinsk (RUS)",2022-06-24,1177,2022,men_400h,Men 400m Hurdles,,20.1,True
4283,49.06,Rai BENJAMIN,1997-07-27,USA,1h1,"Hayward Field, Eugene, OR (USA)",2022-07-16,1177,2022,men_400h,Men 400m Hurdles,,25.0,True
4283,49.06,Wilfried HAPPIO,1998-09-22,FRA,2f1,"Stadio Comunale, Bellinzona (SUI)",2022-09-12,1177,2022,men_400h,Men 400m Hurdles,,24.0,True
4283,49.06,Kazuki KUROKAWA,2001-06-17,JPN,1f3,"Prefectural Shizuoka Stadium, Fukuroi (JPN)",2023-05-03,1177,2023,men_400h,Men 400m Hurdles,,21.9,True
4283,49.06,Constantin PREIS,1998-05-16,GER,1f1,"Stadion Juliska, Praha (CZE)",2023-06-05,1177,2023,men_400h,Men 400m Hurdles,,25.1,True
4350,49.07,Ramsey ANGELA,1999-11-06,NED,3,"Kadrioru staadion, Tallinn (EST)",2021-07-10,1177,2021,men_400h,Men 400m Hurdles,,21.7,True
4350,49.07,Trevor BASSITT,1998-02-26,USA,2h1,"Hayward Field, Eugene, OR (USA)",2022-06-24,1177,2022,men_400h,Men 400m Hurdles,,24.3,True
4350,49.07,Ludvy VAILLANT,1995-03-15,FRA,1h2,"Stade Complexe Olympique, Oran (ALG)",2022-06-30,1177,2022,men_400h,Men 400m Hurdles,,27.3,True
4350,49.07,Nick SMIDT,1997-05-12,NED,7,"Stadion Śląski, Chorzów (POL)",2022-08-06,1177,2022,men_400h,Men 400m Hurdles,,25.2,True
4350,49.07,Ludvy VAILLANT,1995-03-15,FRA,2,"Stadio Quercia, Rovereto (ITA)",2022-08-30,1177,2022,men_400h,Men 400m Hurdles,,27.5,True
4350,49.07,Tenjiro TANAKA,2001-07-17,JPN,1f3,"Denka Big Swan Stadium, Niigata (JPN)",2022-10-02,1177,2022,men_400h,Men 400m Hurdles,,21.2,True
4350,49.07,Caleb CAVANAUGH,2001-03-31,USA,3,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",2023-05-13,1177,2023,men_400h,Men 400m Hurdles,,22.1,True
4350,49.07,Caleb DEAN,2001-06-20,USA,1sf2,"Mike A. Myers Stadium, Austin, TX (USA)",2023-06-07,1177,2023,men_400h,Men 400m Hurdles,,22.0,True
4435,49.08,Constantin PREIS,1998-05-16,GER,5,"Letzigrund, Zürich (SUI)",2021-09-09,1176,2021,men_400h,Men 400m Hurdles,,23.3,True
4435,49.08,Kazuki KUROKAWA,2001-06-17,JPN,2,"National Stadium, Tokyo (JPN)",2022-05-08,1176,2022,men_400h,Men 400m Hurdles,,20.9,True
4435,49.08,Drake SCHNEIDER,,USA,2sf3,"Hayward Field, Eugene, OR (USA)",2022-06-08,1176,2022,men_400h,Men 400m Hurdles,,,True
4435,49.08,Yasmani COPELLO,1987-04-15,TUR,2h2,"Stade Complexe Olympique, Oran (ALG)",2022-06-30,1176,2022,men_400h,Men 400m Hurdles,,35.2,True
4435,49.08,Julien WATRIN,1992-06-27,BEL,5,"Letzigrund, Zürich (SUI)",2022-09-08,1176,2022,men_400h,Men 400m Hurdles,,30.2,True
4509,49.09,Cameron SAMUEL,1999-09-27,USA,1,"Katherine B. Loker Stadium, Los Angeles, CA (USA)",2021-05-16,1176,2021,men_400h,Men 400m Hurdles,,21.6,True
4509,49.09,Wiseman Were MUKHOBE,1997-10-13,KEN,1,"Moi International Sports Centre, Kasarani, Nairobi (KEN)",2022-06-25,1176,2022,men_400h,Men 400m Hurdles,,24.7,True
4509,49.09,Jaheel HYDE,1997-02-02,JAM,2sf1,"Hayward Field, Eugene, OR (USA)",2022-07-17,1176,2022,men_400h,Men 400m Hurdles,,25.5,True
4602,49.1,Constantin PREIS,1998-05-16,GER,4sf3,"National Stadium, Tokyo (JPN)",2021-08-01,1175,2021,men_400h,Men 400m Hurdles,,23.2,True
4602,49.1,Jason BALDRIDGE,1999-06-01,USA,2f4,"Clyde Hart Track & Field Stadium, Waco, TX (USA)",2022-04-22,1175,2022,men_400h,Men 400m Hurdles,,22.9,True
4602,49.1,Ludvy VAILLANT,1995-03-15,FRA,1,"Stade des Grands Pêchers, Montreuil (FRA)",2022-06-02,1175,2022,men_400h,Men 400m Hurdles,,27.2,True
4602,49.1,Julien BONVIN,1999-01-10,SUI,4sf2,"Olympiastadion, München (GER)",2022-08-18,1175,2022,men_400h,Men 400m Hurdles,,23.6,True
4602,49.1,Yasmani COPELLO,1987-04-15,TUR,6,"Letzigrund, Zürich (SUI)",2022-09-08,1175,2022,men_400h,Men 400m Hurdles,,35.4,True
4602,49.1,CJ ALLEN,1995-02-14,USA,1,"Sports Park Mladost, Zagreb (CRO)",2022-09-11,1175,2022,men_400h,Men 400m Hurdles,,27.6,True
4602,49.1,Matheus LIMA,2003-06-01,BRA,1f1,"COTP Stadium, São Paulo (BRA)",2023-03-12,1175,2023,men_400h,Men 400m Hurdles,,19.8,True
4602,49.1,Chris ROBINSON,2001-02-19,USA,1,"Mike A. Myers Stadium, Austin, TX (USA)",2023-03-31,1175,2023,men_400h,Men 400m Hurdles,,22.1,True
4685,49.11,Kenneth SELMON,1996-08-27,USA,6,"Hilmer Lodge Stadium, Walnut, CA (USA)",2021-05-09,1175,2021,men_400h,Men 400m Hurdles,,24.7,True
4685,49.11,Yasmani COPELLO,1987-04-15,TUR,6,"Suhaim bin Hamad Stadium, Doha (QAT)",2021-05-28,1175,2021,men_400h,Men 400m Hurdles,,34.1,True
4685,49.11,Alessandro SIBILIO,1999-04-27,ITA,3h3,"National Stadium, Tokyo (JPN)",2021-07-30,1175,2021,men_400h,Men 400m Hurdles,,22.3,True
4685,49.11,Yasmani COPELLO,1987-04-15,TUR,2,"Stade des Grands Pêchers, Montreuil (FRA)",2022-06-02,1175,2022,men_400h,Men 400m Hurdles,,35.1,True
4685,49.11,Wilfried HAPPIO,1998-09-22,FRA,3,"Stade des Grands Pêchers, Montreuil (FRA)",2022-06-02,1175,2022,men_400h,Men 400m Hurdles,,23.7,True
4685,49.11,Victor COROLLER,1997-01-29,FRA,2f2,"Stade de La Charrière, La Chaux-de-Fonds (SUI)",2022-07-03,1175,2022,men_400h,Men 400m Hurdles,,25.4,True
4761,49.12,Sean BURRELL,2002-02-23,USA,1f1,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",2021-04-24,1174,2021,men_400h,Men 400m Hurdles,,19.2,True
4761,49.12,Isaiah LEVINGSTON,1998-08-24,USA,1,"RV Christian Track, Manhattan, KS (USA)",2021-05-16,1174,2021,men_400h,Men 400m Hurdles,,22.7,True
4761,49.12,Rai BENJAMIN,1997-07-27,USA,1h2,"Hayward Field, Eugene, OR (USA)",2021-06-24,1174,2021,men_400h,Men 400m Hurdles,,23.9,True
4761,49.12,Thomas BARR,1992-07-24,IRL,1,"Stadion Allmend, Luzern (SUI)",2021-06-29,1174,2021,men_400h,Men 400m Hurdles,,28.9,True
4761,49.12,Wilfried HAPPIO,1998-09-22,FRA,2f1,"Paavo Nurmen Stadion, Turku (FIN)",2022-06-14,1174,2022,men_400h,Men 400m Hurdles,,23.7,True
4761,49.12,Nick SMIDT,1997-05-12,NED,1h1,"Sportpark Orderbos, Apeldoorn (NED)",2022-06-24,1174,2022,men_400h,Men 400m Hurdles,,25.1,True
4761,49.12,Wilfried HAPPIO,1998-09-22,FRA,3,"Suhaim bin Hamad Stadium, Doha (QAT)",2023-05-05,1174,2023,men_400h,Men 400m Hurdles,,24.6,True
4761,49.12,Ayden OWENS-DELERME,2000-05-28,PUR,1h3,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",2023-05-11,1174,2023,men_400h,Men 400m Hurdles,,23.0,True
4839,49.13,Rasmus MÄGI,1992-05-04,EST,5,"Boudewijnstadion, Bruxelles (BEL)",2021-09-03,1173,2021,men_400h,Men 400m Hurdles,,29.3,True
4839,49.13,CJ ALLEN,1995-02-14,USA,1f1,"Lee’s Multi-Sport Complex, Cleveland, TN (USA)",2022-05-14,1173,2022,men_400h,Men 400m Hurdles,,27.2,True
4839,49.13,Malik METIVIER,1998-10-09,CAN,2,"Hayward Field, Eugene, OR (USA)",2022-06-10,1173,2022,men_400h,Men 400m Hurdles,,23.7,True
4839,49.13,Cass ELLIOTT,2000-04-17,USA,4sf3,"Mike A. Myers Stadium, Austin, TX (USA)",2023-06-07,1173,2023,men_400h,Men 400m Hurdles,,23.1,True
4839,49.13,Thomas BARR,1992-07-24,IRL,1,"Sollentunavallen, Sollentuna (SWE)",2023-06-11,1173,2023,men_400h,Men 400m Hurdles,,30.9,True
4910,49.14,Jaheel HYDE,1997-02-02,JAM,1h2,"National Stadium, Kingston (JAM)",2021-06-24,1173,2021,men_400h,Men 400m Hurdles,,24.4,True
4910,49.14,Abdelmalik LAHOULOU,1992-05-07,ALG,5sf3,"National Stadium, Tokyo (JPN)",2021-08-01,1173,2021,men_400h,Men 400m Hurdles,,29.2,True
4910,49.14,Ezekiel NATHANIEL,2003-06-20,NGR,1h1,"Mike A. Myers Stadium, Austin, TX (USA)",2022-03-24,1173,2022,men_400h,Men 400m Hurdles,,18.8,True
4910,49.14,Vít MÜLLER,1996-08-31,CZE,2f1,"Stadion Juliska, Praha (CZE)",2023-06-05,1173,2023,men_400h,Men 400m Hurdles,,26.8,True
4982,49.15,Emil AGYEKUM,1999-05-22,GER,3f1,"Stadio Comunale, Bellinzona (SUI)",2021-09-14,1172,2021,men_400h,Men 400m Hurdles,,22.3,True
4982,49.15,Malik METIVIER,1998-10-09,CAN,1,"Mike A. Myers Stadium, Austin, TX (USA)",2022-03-25,1172,2022,men_400h,Men 400m Hurdles,,23.5,True
4982,49.15,Trevor BASSITT,1998-02-26,USA,1,"Hilmer Lodge Stadium, Walnut, CA (USA)",2022-04-16,1172,2022,men_400h,Men 400m Hurdles,,24.1,True
4982,49.15,Julien WATRIN,1992-06-27,BEL,1,"Centre sportif Bout-du-Monde, Genève (SUI)",2022-06-11,1172,2022,men_400h,Men 400m Hurdles,,30.0,True
4982,49.15,Thomas BARR,1992-07-24,IRL,2h4,"Hayward Field, Eugene, OR (USA)",2022-07-16,1172,2022,men_400h,Men 400m Hurdles,,30.0,True
4982,49.15,Assinie WILSON,2002-04-10,JAM,1,"National Stadium, Kingston (JAM)",2023-04-22,1172,2023,men_400h,Men 400m Hurdles,,21.0,True
5050,49.16,Chris MCALISTER,1995-12-03,GBR,5,"Olympiastadion, Stockholm (SWE)",2021-07-04,1172,2021,men_400h,Men 400m Hurdles,,25.6,True
5050,49.16,Gerald DRUMMOND,1994-09-05,CRC,3h4,"Hayward Field, Eugene, OR (USA)",2022-07-16,1172,2022,men_400h,Men 400m Hurdles,,27.9,True
5050,49.16,Amere LATTIN,1997-07-12,USA,2,"Slottsskogsvallen, Göteborg (SWE)",2022-07-30,1172,2022,men_400h,Men 400m Hurdles,,25.0,True
5050,49.16,Vladimir LYSENKO,1998-06-10,RUS,1,"Olympic Stadium, Cheboksary (RUS)",2022-08-04,1172,2022,men_400h,Men 400m Hurdles,,24.2,True
5050,49.16,Khallifah ROSSER,1995-07-13,USA,3,"Paavo Nurmen Stadion, Turku (FIN)",2023-06-13,1172,2023,men_400h,Men 400m Hurdles,,27.9,True
5123,49.17,Ramsey ANGELA,1999-11-06,NED,1sf1,"Kadrioru staadion, Tallinn (EST)",2021-07-09,1171,2021,men_400h,Men 400m Hurdles,,21.7,True
5123,49.17,Sokwakhana ZAZINI,2000-01-23,RSA,2,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",2022-06-03,1171,2022,men_400h,Men 400m Hurdles,,22.4,True
5123,49.17,Trevor BASSITT,1998-02-26,USA,4h4,"Hayward Field, Eugene, OR (USA)",2022-07-16,1171,2022,men_400h,Men 400m Hurdles,,24.4,True
5123,49.17,Nick SMIDT,1997-05-12,NED,2,"FBK Stadium, Hengelo (NED)",2023-06-04,1171,2023,men_400h,Men 400m Hurdles,,26.1,True
5123,49.17,Rasheeme GRIFFITH,2000-05-03,BAR,5,"Mike A. Myers Stadium, Austin, TX (USA)",2023-06-09,1171,2023,men_400h,Men 400m Hurdles,,23.1,True
5185,49.18,Shawn ROWE,1992-12-07,JAM,3h4,"National Stadium, Tokyo (JPN)",2021-07-30,1171,2021,men_400h,Men 400m Hurdles,,28.6,True
5185,49.18,Chris ROBINSON,2001-02-19,USA,1f1,"Terry & Linda Fuller T&F Complex, Lubbock, TX (USA)",2022-04-30,1171,2022,men_400h,Men 400m Hurdles,,21.2,True
5185,49.18,Khallifah ROSSER,1995-07-13,USA,1h2,"Grand Bahama Sports Complex, Freeport (BAH)",2022-08-19,1171,2022,men_400h,Men 400m Hurdles,,27.1,True
5185,49.18,Trevor BASSITT,1998-02-26,USA,3f1,"Percy Beard Track, Gainesville, FL (USA)",2023-04-14,1171,2023,men_400h,Men 400m Hurdles,,25.1,True
5185,49.18,Ismail Doudai ABAKAR,2004-01-01,QAT,1f2,"Suhaim bin Hamad Stadium, Doha (QAT)",2023-05-05,1171,2023,men_400h,Men 400m Hurdles,,19.3,True
5185,49.18,Ja'Kwan HALE,,USA,2h2,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",2023-05-11,1171,2023,men_400h,Men 400m Hurdles,,,True
5185,49.18,Amere LATTIN,1997-07-12,USA,1,"Grand Bahama Sports Complex, Freeport (BAH)",2023-05-13,1171,2023,men_400h,Men 400m Hurdles,,25.8,True
5266,49.19,David KENDZIERA,1994-09-09,USA,2h2,"Hayward Field, Eugene, OR (USA)",2021-06-24,1170,2021,men_400h,Men 400m Hurdles,,26.8,True
5266,49.19,Constantin PREIS,1998-05-16,GER,3,"Bregyó Athletic Center, Székesfehérvár (HUN)",2021-07-06,1170,2021,men_400h,Men 400m Hurdles,,23.1,True
5266,49.19,Luke CAMPBELL,1994-11-22,GER,4h3,"National Stadium, Tokyo (JPN)",2021-07-30,1170,2021,men_400h,Men 400m Hurdles,,26.7,True
5266,49.19,CJ ALLEN,1995-02-14,USA,1f1,"Geroge C. Griffin Track, Atlanta, GA (USA)",2022-04-23,1170,2022,men_400h,Men 400m Hurdles,,27.2,True
5266,49.19,Sean BURRELL,2002-02-23,USA,1sf2,"Hayward Field, Eugene, OR (USA)",2022-06-08,1170,2022,men_400h,Men 400m Hurdles,,20.3,True
5348,49.2,Aldrich BAILEY JR,1994-02-06,USA,4sf2,"Hayward Field, Eugene, OR (USA)",2021-06-25,1170,2021,men_400h,Men 400m Hurdles,,27.4,True
5348,49.2,Ramsey ANGELA,1999-11-06,NED,4,"Stadion Śląski, Chorzów (POL)",2021-09-05,1170,2021,men_400h,Men 400m Hurdles,,21.8,True
5348,49.2,David KENDZIERA,1994-09-09,USA,1,"Mike A. Myers Stadium, Austin, TX (USA)",2022-03-25,1170,2022,men_400h,Men 400m Hurdles,,27.5,True
5348,49.2,Isaiah LEVINGSTON,1998-08-24,USA,3,"Hayward Field, Eugene, OR (USA)",2022-06-10,1170,2022,men_400h,Men 400m Hurdles,,23.8,True
5348,49.2,Ramsey ANGELA,1999-11-06,NED,2,"Stadion Wankdorf, Bern (SUI)",2022-06-14,1170,2022,men_400h,Men 400m Hurdles,,22.6,True
5348,49.2,Amere LATTIN,1997-07-12,USA,4sf2,"Hayward Field, Eugene, OR (USA)",2022-06-25,1170,2022,men_400h,Men 400m Hurdles,,25.0,True
5348,49.2,Tenjiro TANAKA,2001-07-17,JPN,1,"Takebishi Stadium, Kyoto (JPN)",2022-09-11,1170,2022,men_400h,Men 400m Hurdles,,21.2,True
5348,49.2,Caleb CAVANAUGH,2001-03-31,USA,6,"Mike A. Myers Stadium, Austin, TX (USA)",2023-06-09,1170,2023,men_400h,Men 400m Hurdles,,22.2,True
5427,49.21,Yasmani COPELLO,1987-04-15,TUR,1f1,"Mestský Stadion, Ostrava (CZE)",2021-05-19,1169,2021,men_400h,Men 400m Hurdles,,34.1,True
5427,49.21,Hiromu YAMAUCHI,1999-08-24,JPN,3h2,"National Stadium, Tokyo (JPN)",2021-07-30,1169,2021,men_400h,Men 400m Hurdles,,21.9,True
5427,49.21,Mario LAMBRUGHI,1992-02-05,ITA,3f1,"Paavo Nurmen Stadion, Turku (FIN)",2022-06-14,1169,2022,men_400h,Men 400m Hurdles,,30.4,True
5427,49.21,Alastair CHALMERS,2000-03-31,GBR,1,"Manchester Regional Arena, Manchester (GBR)",2022-06-25,1169,2022,men_400h,Men 400m Hurdles,,22.2,True
5427,49.21,Vadim KUKALYOV,1998-08-22,RUS,1,"Yelena Yelesina Stadium, Chelyabinsk (RUS)",2022-08-27,1169,2022,men_400h,Men 400m Hurdles,,24.0,True
5427,49.21,Ludvy VAILLANT,1995-03-15,FRA,2,"Sports Park Mladost, Zagreb (CRO)",2022-09-11,1169,2022,men_400h,Men 400m Hurdles,,27.5,True
5427,49.21,Ramsey ANGELA,1999-11-06,NED,1f2,"Stadio Comunale, Bellinzona (SUI)",2022-09-12,1169,2022,men_400h,Men 400m Hurdles,,22.9,True
5427,49.21,Cass ELLIOTT,2000-04-17,USA,7,"Mike A. Myers Stadium, Austin, TX (USA)",2023-06-09,1169,2023,men_400h,Men 400m Hurdles,,23.1,True
5427,49.21,James SMITH,2000-05-22,USA,8,"Mike A. Myers Stadium, Austin, TX (USA)",2023-06-09,1169,2023,men_400h,Men 400m Hurdles,,23.0,True
5516,49.22,Ludvy VAILLANT,1995-03-15,FRA,3f1,"Centre sportif Bout-du-Monde, Genève (SUI)",2021-06-12,1169,2021,men_400h,Men 400m Hurdles,,26.2,True
5516,49.22,Khallifah ROSSER,1995-07-13,USA,2,"Hilmer Lodge Stadium, Walnut, CA (USA)",2022-04-16,1169,2022,men_400h,Men 400m Hurdles,,26.8,True
5516,49.22,Quincy DOWNING,1993-01-16,USA,2f1,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",2022-04-30,1169,2022,men_400h,Men 400m Hurdles,,29.3,True
5516,49.22,Kazuki KUROKAWA,2001-06-17,JPN,1,"National Stadium, Tokyo (JPN)",2022-05-22,1169,2022,men_400h,Men 400m Hurdles,,20.9,True
5516,49.22,Isaiah LEVINGSTON,1998-08-24,USA,1h3,"John McDonnell Field, Fayetteville, AR (USA)",2022-05-27,1169,2022,men_400h,Men 400m Hurdles,,23.8,True
5516,49.22,Mario LAMBRUGHI,1992-02-05,ITA,1,"Stadio Guidobaldi, Rieti (ITA)",2022-06-26,1169,2022,men_400h,Men 400m Hurdles,,30.4,True
5516,49.22,Abdelmalik LAHOULOU,1992-05-07,ALG,1,Dély Ibrahim (ALG),2022-07-31,1169,2022,men_400h,Men 400m Hurdles,,30.2,True
5516,49.22,Ezekiel NATHANIEL,2003-06-20,NGR,1pr2,"Hornet Stadium - Sac St., Sacramento, CA (USA)",2023-05-24,1169,2023,men_400h,Men 400m Hurdles,,19.9,True
5516,49.22,Joshua ABUAKU,1996-07-07,GER,1f2,"Bungertstadion, Rehlingen (GER)",2023-05-28,1169,2023,men_400h,Men 400m Hurdles,,26.9,True
5516,49.22,Wilfried HAPPIO,1998-09-22,FRA,1,"Stade Omnisports Schlossberg, Forbach (FRA)",2023-05-28,1169,2023,men_400h,Men 400m Hurdles,,24.7,True
5516,49.22,Vít MÜLLER,1996-08-31,CZE,2,"Sollentunavallen, Sollentuna (SWE)",2023-06-11,1169,2023,men_400h,Men 400m Hurdles,,26.8,True
5609,49.23,Leonardo LEDGISTER,1999-04-27,JAM,1,"Turner Stadium, Humble, TX (USA)",2021-05-16,1168,2021,men_400h,Men 400m Hurdles,,22.1,True
5609,49.23,Ludvy VAILLANT,1995-03-15,FRA,5h1,"National Stadium, Tokyo (JPN)",2021-07-30,1168,2021,men_400h,Men 400m Hurdles,,26.4,True
5609,49.23,David KENDZIERA,1994-09-09,USA,4h4,"National Stadium, Tokyo (JPN)",2021-07-30,1168,2021,men_400h,Men 400m Hurdles,,26.9,True
5609,49.23,Wiseman Were MUKHOBE,1997-10-13,KEN,1,"Bestmed Tuks Stadium, Pretoria (RSA)",2023-04-12,1168,2023,men_400h,Men 400m Hurdles,,25.5,True
5609,49.23,Joshua ABUAKU,1996-07-07,GER,3,"FBK Stadium, Hengelo (NED)",2023-06-04,1168,2023,men_400h,Men 400m Hurdles,,26.9,True
5695,49.24,Carl BENGTSTRÖM,2000-01-13,SWE,1,"Olympiastadion, Stockholm (SWE)",2021-09-05,1168,2021,men_400h,Men 400m Hurdles,,21.6,True
5695,49.24,Isaiah LEVINGSTON,1998-08-24,USA,1,"John McDonnell Field, Fayetteville, AR (USA)",2022-05-06,1168,2022,men_400h,Men 400m Hurdles,,23.7,True
5695,49.24,Ezekiel NATHANIEL,2003-06-20,NGR,4,"Hayward Field, Eugene, OR (USA)",2022-06-10,1168,2022,men_400h,Men 400m Hurdles,,19.0,True
5695,49.24,Ezekiel NATHANIEL,2003-06-20,NGR,1h1,"Mike A. Myers Stadium, Austin, TX (USA)",2023-03-30,1168,2023,men_400h,Men 400m Hurdles,,19.8,True
5780,49.25,Alessandro SIBILIO,1999-04-27,ITA,1,"Centro Sportivo Fontanassa, Savona (ITA)",2021-05-13,1167,2021,men_400h,Men 400m Hurdles,,22.0,True
5780,49.25,Thomas BARR,1992-07-24,IRL,1f1,"Sollentunavallen, Sollentuna (SWE)",2021-06-13,1167,2021,men_400h,Men 400m Hurdles,,28.9,True
5780,49.25,Isaiah LEVINGSTON,1998-08-24,USA,6,"Hayward Field, Eugene, OR (USA)",2021-06-26,1167,2021,men_400h,Men 400m Hurdles,,22.8,True
5780,49.25,Chris MCALISTER,1995-12-03,GBR,2f1,"Stade de La Charrière, La Chaux-de-Fonds (SUI)",2021-08-14,1167,2021,men_400h,Men 400m Hurdles,,25.7,True
5780,49.25,Aldrich BAILEY JR,1994-02-06,USA,3f4,"Clyde Hart Track & Field Stadium, Waco, TX (USA)",2022-04-22,1167,2022,men_400h,Men 400m Hurdles,,28.2,True
5780,49.25,Khallifah ROSSER,1995-07-13,USA,4,"Suhaim bin Hamad Stadium, Doha (QAT)",2023-05-05,1167,2023,men_400h,Men 400m Hurdles,,27.8,True
5780,49.25,Chris ROBINSON,2001-02-19,USA,1h1,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",2023-05-11,1167,2023,men_400h,Men 400m Hurdles,,22.2,True
5780,49.25,Yasmani COPELLO,1987-04-15,TUR,2f2,"Centre sportif Bout-du-Monde, Genève (SUI)",2023-06-10,1167,2023,men_400h,Men 400m Hurdles,,36.2,True
5862,49.26,Malik METIVIER,1998-10-09,CAN,5,"Hayward Field, Eugene, OR (USA)",2021-06-11,1167,2021,men_400h,Men 400m Hurdles,,22.7,True
5862,49.26,Vít MÜLLER,1996-08-31,CZE,1,"Stadion Mládeže, Zlín (CZE)",2021-06-27,1167,2021,men_400h,Men 400m Hurdles,,24.8,True
5862,49.26,Cass ELLIOTT,2000-04-17,USA,1f1,"Univ. of Arizona Roy P. Drachman Stadium, Tucson, AZ (USA)",2023-04-29,1167,2023,men_400h,Men 400m Hurdles,,23.0,True
5940,49.27,Wilfried HAPPIO,1998-09-22,FRA,2f1,"Sollentunavallen, Sollentuna (SWE)",2021-06-13,1166,2021,men_400h,Men 400m Hurdles,,22.7,True
5940,49.27,Cameron SAMUEL,1999-09-27,USA,7,"Hayward Field, Eugene, OR (USA)",2021-06-26,1166,2021,men_400h,Men 400m Hurdles,,21.7,True
5940,49.27,Wilfried HAPPIO,1998-09-22,FRA,3,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",2022-06-05,1166,2022,men_400h,Men 400m Hurdles,,23.7,True
5940,49.27,Yasmani COPELLO,1987-04-15,TUR,5,"Olympiastadion, Berlin (GER)",2022-09-04,1166,2022,men_400h,Men 400m Hurdles,,35.4,True
5940,49.27,Abdelmalik LAHOULOU,1992-05-07,ALG,7,"Bislett Stadion, Oslo (NOR)",2023-06-15,1166,2023,men_400h,Men 400m Hurdles,,31.1,True
6030,49.28,Leonardo LEDGISTER,1999-04-27,JAM,6,"Hayward Field, Eugene, OR (USA)",2021-06-11,1166,2021,men_400h,Men 400m Hurdles,,22.1,True
6030,49.28,Khallifah ROSSER,1995-07-13,USA,3h2,"Hayward Field, Eugene, OR (USA)",2021-06-24,1166,2021,men_400h,Men 400m Hurdles,,25.9,True
6030,49.28,Wilfried HAPPIO,1998-09-22,FRA,6,"Olympiastadion, Stockholm (SWE)",2021-07-04,1166,2021,men_400h,Men 400m Hurdles,,22.8,True
6030,49.28,Khallifah ROSSER,1995-07-13,USA,2,"Marietta HS, Marietta, GA (USA)",2021-07-09,1166,2021,men_400h,Men 400m Hurdles,,26.0,True
6030,49.28,Hiromu YAMAUCHI,1999-08-24,JPN,1,"Prefectural Stadium, Kumagaya (JPN)",2021-09-19,1166,2021,men_400h,Men 400m Hurdles,,22.1,True
6030,49.28,Sokwakhana ZAZINI,2000-01-23,RSA,1f2,"Bestmed Tuks Stadium, Pretoria (RSA)",2022-03-11,1166,2022,men_400h,Men 400m Hurdles,,22.1,True
6030,49.28,Malik METIVIER,1998-10-09,CAN,1h1,"Terry & Linda Fuller T&F Complex, Lubbock, TX (USA)",2022-05-14,1166,2022,men_400h,Men 400m Hurdles,,23.6,True
6030,49.28,Takayuki KISHIMOTO,1990-05-06,JPN,3,"International Stadium, Yokohama (JPN)",2023-05-21,1166,2023,men_400h,Men 400m Hurdles,,33.0,True
6030,49.28,Joshua ABUAKU,1996-07-07,GER,1,"Golęcin Stadion, Poznan (POL)",2023-06-18,1166,2023,men_400h,Men 400m Hurdles,,26.9,True
6133,49.29,Kariem HUSSEIN,1989-01-04,SUI,4f1,"Centre sportif Bout-du-Monde, Genève (SUI)",2021-06-12,1165,2021,men_400h,Men 400m Hurdles,,32.4,True
6133,49.29,Takayuki KISHIMOTO,1990-05-06,JPN,3,"Yanmar Stadium Nagai, Osaka (JPN)",2021-06-26,1165,2021,men_400h,Men 400m Hurdles,,31.1,True
6133,49.29,Jose Reynaldo BENCOSME DE LEON,1992-05-16,ITA,2,"Centro Sportivo Fontanassa, Savona (ITA)",2022-05-18,1165,2022,men_400h,Men 400m Hurdles,,30.0,True
6133,49.29,Yasmani COPELLO,1987-04-15,TUR,4,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",2022-06-05,1165,2022,men_400h,Men 400m Hurdles,,35.1,True
