Rank,Mark,wind,athlete_name,dob,country,pos,venue,date,results_score,year,discipline_key,discipline_label,age,wind_legal
4515,10.11,0.5,Cejhae GREENE,1995-10-06,ANT,3,"Vanderbilt Track, Nashville, TN (USA)",2023-06-03,1169,2023,men_100m,Men 100m,27.7,True
4515,10.11,0.5,Rikkoi BRATHWAITE,1999-02-13,IVB,4,"Vanderbilt Track, Nashville, TN (USA)",2023-06-03,1169,2023,men_100m,Men 100m,24.3,True
4515,10.11,-0.2,Ryuichiro SAKAI,1998-03-14,JPN,1,"Yanmar Stadium Nagai, Osaka (JPN)",2023-06-04,1170,2023,men_100m,Men 100m,25.2,True
4515,10.11,1.4,Taymir BURNET,1992-10-01,NED,4f1,"Centre sportif Bout-du-Monde, Genève (SUI)",2023-06-10,1169,2023,men_100m,Men 100m,30.7,True
4515,10.11,1.3,Raphael BOUJU,2002-05-15,NED,3h1,"Centre sportif Bout-du-Monde, Genève (SUI)",2023-06-10,1169,2023,men_100m,Men 100m,21.1,True
4515,10.11,0.6,Julian WAGNER,1998-03-18,GER,1h1,"Paul-Greifzu-Stadion, Dessau (GER)",2023-06-17,1169,2023,men_100m,Men 100m,25.2,True
4515,10.11,1.7,Usheoritse ITSEKIRI,1998-01-31,NGR,1,"Foothills Athletic Park, Calgary (CAN)",2023-06-18,1169,2023,men_100m,Men 100m,25.4,True
5017,10.12,1.0,Edward OSEI-NKETIA,2001-05-08,NZL,2,"Queensland Sport and Athletics Centre, Nathan, Brisbane (AUS)",2021-03-27,1165,2021,men_100m,Men 100m,19.9,True
5017,10.12,2.0,Aaron BROWN,1992-05-27,CAN,4h2,"Ansin Sports Complex, Miramar, FL (USA)",2021-04-10,1165,2021,men_100m,Men 100m,28.9,True
5017,10.12,1.4,Emmanuel MATADI,1991-04-15,LBR,1f4,"Clyde Hart Track & Field Stadium, Waco, TX (USA)",2021-04-17,1165,2021,men_100m,Men 100m,30.0,True
5017,10.12,1.8,Paulo André CAMILO,1998-08-20,BRA,1,"Cougar Athletic Stadium, Azusa, CA (USA)",2021-04-17,1165,2021,men_100m,Men 100m,22.7,True
5017,10.12,2.0,Michael STEPHENS,2000-08-19,JAM,5f1,"Tropical Park Track, Miami, FL (USA)",2021-04-24,1165,2021,men_100m,Men 100m,20.7,True
5017,10.12,1.0,Chijindu UJAH,1994-03-05,GBR,3h2,"Hilmer Lodge Stadium, Walnut, CA (USA)",2021-05-09,1165,2021,men_100m,Men 100m,27.2,True
5017,10.12,0.3,Jaylen BACON,1996-08-05,USA,2h2,"Boston, MA (USA)",2021-05-23,1165,2021,men_100m,Men 100m,24.8,True
5017,10.12,1.6,Marcellus MOORE,2002-06-30,USA,5h2,"Jax Track at Hodges Stadium, Jacksonville, FL (USA)",2021-05-28,1165,2021,men_100m,Men 100m,18.9,True
5017,10.12,1.6,Bryan HENDERSON,,USA,2h1,"Cushing Stadium, College Station, TX (USA)",2021-05-29,1165,2021,men_100m,Men 100m,,True
5017,10.12,-0.7,Davonte BURNETT,2000-02-27,USA,1h2,"Cushing Stadium, College Station, TX (USA)",2021-05-29,1169,2021,men_100m,Men 100m,21.3,True
5017,10.12,1.5,Andre EWERS,1995-06-07,JAM,4f2,"Ansin Sports Complex, Miramar, FL (USA)",2021-06-05,1165,2021,men_100m,Men 100m,26.0,True
5017,10.12,1.0,Emmanuel MATADI,1991-04-15,LBR,1h1,"Stadion Juliska, Praha (CZE)",2021-06-07,1165,2021,men_100m,Men 100m,30.1,True
5017,10.12,1.3,Davonte BURNETT,2000-02-27,USA,1sf2,"Hayward Field, Eugene, OR (USA)",2021-06-09,1165,2021,men_100m,Men 100m,21.3,True
5017,10.12,1.3,Jo'Vaughn MARTIN,,USA,1sf2,"Hayward Field, Eugene, OR (USA)",2021-06-09,1165,2021,men_100m,Men 100m,,True
5017,10.12,0.4,Jo'Vaughn MARTIN,,USA,4,"Hayward Field, Eugene, OR (USA)",2021-06-11,1165,2021,men_100m,Men 100m,,True
5017,10.12,0.2,Ferdinand OMANYALA,1996-01-02,KEN,1h1,"Moi International Sports Centre, Kasarani, Nairobi (KEN)",2021-06-17,1165,2021,men_100m,Men 100m,25.5,True
5017,10.12,2.0,Bryan HENDERSON,,USA,4h3,"Hayward Field, Eugene, OR (USA)",2021-06-19,1165,2021,men_100m,Men 100m,,True
5017,10.12,-0.4,Yoshihide KIRYU,1995-12-15,JPN,1h7,"Yanmar Stadium Nagai, Osaka (JPN)",2021-06-24,1167,2021,men_100m,Men 100m,25.5,True
5017,10.12,0.4,Aaron BROWN,1992-05-27,CAN,1,"Complexe Sportif Claude-Robillard, Montréal (CAN)",2021-06-25,1165,2021,men_100m,Men 100m,29.1,True
5017,10.12,0.1,Kyree KING,1994-07-09,USA,3,"Marietta HS, Marietta, GA (USA)",2021-07-09,1165,2021,men_100m,Men 100m,27.0,True
5017,10.12,0.1,Shaun MASWANGANYI,2001-02-01,RSA,3h3,"National Stadium, Tokyo (JPN)",2021-07-31,1165,2021,men_100m,Men 100m,20.5,True
5017,10.12,0.6,Reece PRESCOD,1996-02-29,GBR,5h5,"National Stadium, Tokyo (JPN)",2021-07-31,1165,2021,men_100m,Men 100m,25.4,True
5017,10.12,0.9,Jason ROGERS,1991-08-31,SKN,5sf3,"National Stadium, Tokyo (JPN)",2021-08-01,1165,2021,men_100m,Men 100m,29.9,True
5017,10.12,0.2,Damian WARNER,1989-11-04,CAN,1ce3,"National Stadium, Tokyo (JPN)",2021-08-04,1165,2021,men_100m,Men 100m,31.7,True
5017,10.12,0.2,Rohan BROWNING,1997-12-31,AUS,2,"Stadion Wankdorf, Bern (SUI)",2021-08-21,1165,2021,men_100m,Men 100m,23.6,True
5017,10.12,0.9,Rohan BROWNING,1997-12-31,AUS,1f1,"SA Athletic Stadium, Adelaide (AUS)",2022-02-12,1165,2022,men_100m,Men 100m,24.1,True
5017,10.12,0.2,Clarence MUNYAI,1998-02-20,RSA,1,"Bestmed Tuks Stadium, Pretoria (RSA)",2022-03-12,1165,2022,men_100m,Men 100m,24.1,True
5017,10.12,1.1,Toby MAKOYAWO,2002-05-10,GBR,2h4,"Mike A. Myers Stadium, Austin, TX (USA)",2022-03-25,1165,2022,men_100m,Men 100m,19.9,True
5017,10.12,-1.3,Mario HESLOP,1999-10-17,JAM,4f1,"Cheney Stadium, Atlanta, GA (USA)",2022-04-09,1172,2022,men_100m,Men 100m,22.5,True
5017,10.12,0.9,Godson Oke OGHENEBRUME,2003-05-27,NGR,1f2,"Percy Beard Track, Gainesville, FL (USA)",2022-04-16,1165,2022,men_100m,Men 100m,18.9,True
5017,10.12,-1.8,Erik CARDOSO,2000-03-03,BRA,1,"COTP Stadium, São Paulo (BRA)",2022-05-01,1175,2022,men_100m,Men 100m,22.2,True
5017,10.12,0.3,Brandon CARNES,1995-03-06,USA,1f1,"St. Thomas O'Shaughnessy Stadium, St. Paul, MN (USA)",2022-05-04,1165,2022,men_100m,Men 100m,27.2,True
5017,10.12,1.6,Cravont CHARLESTON,1998-01-02,USA,1h1,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",2022-05-07,1165,2022,men_100m,Men 100m,24.3,True
5017,10.12,0.3,Jimmy VICAUT,1992-02-27,FRA,3,"Centro Sportivo Fontanassa, Savona (ITA)",2022-05-18,1165,2022,men_100m,Men 100m,30.2,True
5017,10.12,1.9,Joseph ODURO MANU,1996-07-26,GHA,3pr2,"Billy Hayes T& F Complex, Bloomington, IN (USA)",2022-05-25,1165,2022,men_100m,Men 100m,25.8,True
5017,10.12,0.7,Shaun MASWANGANYI,2001-02-01,RSA,3h2,"John McDonnell Field, Fayetteville, AR (USA)",2022-05-27,1165,2022,men_100m,Men 100m,21.3,True
5017,10.12,0.2,Favour Oghene Tejiri ASHE,2002-04-28,NGR,2h2,"Billy Hayes T& F Complex, Bloomington, IN (USA)",2022-05-27,1165,2022,men_100m,Men 100m,20.1,True
5017,10.12,0.1,Da'marcus FLEMING,2001-12-21,USA,2h3,"Billy Hayes T& F Complex, Bloomington, IN (USA)",2022-05-27,1165,2022,men_100m,Men 100m,20.4,True
5017,10.12,-0.2,Letsile TEBOGO,2003-06-07,BOT,5,"Hayward Field, Eugene, OR (USA)",2022-05-28,1166,2022,men_100m,Men 100m,19.0,True
5017,10.12,0.1,Julian WAGNER,1998-03-18,GER,1f1,"Universitätsstadion Am Biopark, Regensburg (GER)",2022-06-04,1165,2022,men_100m,Men 100m,24.2,True
5017,10.12,1.5,Julian WAGNER,1998-03-18,GER,2,"Centre sportif Bout-du-Monde, Genève (SUI)",2022-06-11,1165,2022,men_100m,Men 100m,24.2,True
5017,10.12,1.5,Illas GARCIA,,USA,3h2,"Hayward Field, Eugene, OR (USA)",2022-06-23,1165,2022,men_100m,Men 100m,,True
5017,10.12,0.6,Conroy JONES,2002-07-08,JAM,4sf2,"National Stadium, Kingston (JAM)",2022-06-24,1165,2022,men_100m,Men 100m,20.0,True
5017,10.12,0.1,Julian WAGNER,1998-03-18,GER,2,"Olympiastadion, Berlin (GER)",2022-06-25,1165,2022,men_100m,Men 100m,24.3,True
5017,10.12,-0.9,Lamont Marcell JACOBS,1994-09-26,ITA,1,"Stadio Guidobaldi, Rieti (ITA)",2022-06-25,1170,2022,men_100m,Men 100m,27.7,True
5017,10.12,1.6,Gift LEOTLELA,1998-05-12,RSA,6f1,"Stade de La Charrière, La Chaux-de-Fonds (SUI)",2022-07-03,1165,2022,men_100m,Men 100m,24.1,True
5017,10.12,1.2,Gary Noa Jerrel BIBI,2000-08-21,MRI,1,"Parc de La Colombiere, Epinal (FRA)",2022-07-03,1165,2022,men_100m,Men 100m,21.9,True
5017,10.12,2.0,Marqueze WASHINGTON,1993-09-29,USA,1,"CVEATC, Chula Vista, CA (USA)",2022-07-09,1165,2022,men_100m,Men 100m,28.8,True
5017,10.12,0.2,Ryuichiro SAKAI,1998-03-14,JPN,3h4,"Hayward Field, Eugene, OR (USA)",2022-07-15,1165,2022,men_100m,Men 100m,24.3,True
5017,10.12,0.5,Andre DE GRASSE,1994-11-10,CAN,2h6,"Hayward Field, Eugene, OR (USA)",2022-07-15,1165,2022,men_100m,Men 100m,27.7,True
5017,10.12,0.3,Yohan BLAKE,1989-12-26,JAM,4sf1,"Hayward Field, Eugene, OR (USA)",2022-07-16,1165,2022,men_100m,Men 100m,32.6,True
5017,10.12,0.3,Emmanuel MATADI,1991-04-15,LBR,5sf1,"Hayward Field, Eugene, OR (USA)",2022-07-16,1165,2022,men_100m,Men 100m,31.3,True
5017,10.12,-0.1,Favour Oghene Tejiri ASHE,2002-04-28,NGR,4sf3,"Hayward Field, Eugene, OR (USA)",2022-07-16,1165,2022,men_100m,Men 100m,20.2,True
5017,10.12,0.9,Reynier MENA,1996-11-21,CUB,1,"Estádio José Vieira de Carvalho, Maia (POR)",2022-07-23,1165,2022,men_100m,Men 100m,25.7,True
5017,10.12,-0.5,Favour Oghene Tejiri ASHE,2002-04-28,NGR,1h1,"Alexander Stadium, Birmingham (GBR)",2022-08-02,1168,2022,men_100m,Men 100m,20.3,True
5017,10.12,0.9,Samwel Bitonyake IMETA,1998-07-26,KEN,2h9,"Alexander Stadium, Birmingham (GBR)",2022-08-02,1165,2022,men_100m,Men 100m,24.0,True
5017,10.12,0.8,Benjamin RICHARDSON,2003-12-19,RSA,3,"Pascual Guerrero Stadium, Cali (COL)",2022-08-02,1165,2022,men_100m,Men 100m,18.6,True
5017,10.12,0.8,Puripol BOONSON,2006-01-13,THA,4,"Pascual Guerrero Stadium, Cali (COL)",2022-08-02,1165,2022,men_100m,Men 100m,16.6,True
5017,10.12,1.8,Sean SAFO-ANTWI,1990-10-31,GHA,2sr1,"Stratford Community Track, London (GBR)",2022-08-14,1165,2022,men_100m,Men 100m,31.8,True
5017,10.12,0.3,Chituru ALI,1999-04-06,ITA,2sf2,"Olympiastadion, München (GER)",2022-08-16,1165,2022,men_100m,Men 100m,23.4,True
5017,10.12,-0.4,Brandon CARNES,1995-03-06,USA,3,"Grand Bahama Sports Complex, Freeport (BAH)",2022-08-20,1167,2022,men_100m,Men 100m,27.5,True
5017,10.12,-0.7,Cravont CHARLESTON,1998-01-02,USA,2,"Stadion Manfort, Leverkusen (GER)",2022-08-28,1169,2022,men_100m,Men 100m,24.7,True
5017,10.12,-1.6,Aaron BROWN,1992-05-27,CAN,1f2,"Stadio Colbachini, Padova (ITA)",2022-09-04,1174,2022,men_100m,Men 100m,30.3,True
5017,10.12,1.2,Chun-Han YANG,1997-01-01,TPE,1,New Taipei City (TPE),2022-10-03,1165,2022,men_100m,Men 100m,25.8,True
5017,10.12,1.4,Taju HONGO,1999-03-07,JPN,1,"Prefectural Shizuoka Stadium, Fukuroi (JPN)",2022-11-03,1165,2022,men_100m,Men 100m,23.7,True
5017,10.12,0.8,Andrew HUDSON,1996-12-14,JAM,1f2,"Pista Basilio Rodriguez, Carolina (PUR)",2023-03-18,1165,2023,men_100m,Men 100m,26.3,True
5017,10.12,-1.4,Ferdinand OMANYALA,1996-01-02,KEN,1,"Bestmed Tuks Stadium, Pretoria (RSA)",2023-04-12,1173,2023,men_100m,Men 100m,27.3,True
5017,10.12,0.5,Ismael KONE,2000-11-06,CIV,1f5,"Percy Beard Track, Gainesville, FL (USA)",2023-04-15,1165,2023,men_100m,Men 100m,22.4,True
5017,10.12,0.7,Illas GARCIA,,USA,1f1,"CSU Titan Track Complex, Fullerton, CA (USA)",2023-04-20,1165,2023,men_100m,Men 100m,,True
5017,10.12,0.2,Samwel Bitonyake IMETA,1998-07-26,KEN,1,"McArthur Stadium, Potchefstroom (RSA)",2023-04-26,1165,2023,men_100m,Men 100m,24.8,True
5017,10.12,0.8,Mouhamadou FALL,1992-02-25,FRA,1f1,"Univ. of Arizona Roy P. Drachman Stadium, Tucson, AZ (USA)",2023-04-29,1165,2023,men_100m,Men 100m,31.2,True
5017,10.12,-0.3,Ryuichiro SAKAI,1998-03-14,JPN,1,"Yanmar Stadium Nagai, Osaka (JPN)",2023-05-06,1166,2023,men_100m,Men 100m,25.1,True
5017,10.12,0.1,Ryiem FORDE,2001-05-23,JAM,2h1,"Centennial Olympic Park, Atlanta, GA (USA)",2023-05-06,1165,2023,men_100m,Men 100m,22.0,True
5017,10.12,-0.8,Rodrigo DO NASCIMENTO,1994-09-26,BRA,1f1,Cochabamba (BOL),2023-06-03,1169,2023,men_100m,Men 100m,28.7,True
5017,10.12,-0.2,Mouhamadou FALL,1992-02-25,FRA,1f1,"Stade Nelson Mandela, Sarcelles (FRA)",2023-06-03,1166,2023,men_100m,Men 100m,31.3,True
5017,10.12,0.7,Mouhamadou FALL,1992-02-25,FRA,1h8,"Stade Nelson Mandela, Sarcelles (FRA)",2023-06-03,1165,2023,men_100m,Men 100m,31.3,True
5017,10.12,1.3,Javonte' HARDING,2001-08-29,USA,5sf1,"Mike A. Myers Stadium, Austin, TX (USA)",2023-06-07,1165,2023,men_100m,Men 100m,21.8,True
5017,10.12,1.3,Sterling WARNER-SAVAGE,2000-01-07,USA,6sf2,"Mike A. Myers Stadium, Austin, TX (USA)",2023-06-07,1165,2023,men_100m,Men 100m,23.4,True
5017,10.12,0.8,Brandon HICKLIN,1999-04-02,USA,6sf3,"Mike A. Myers Stadium, Austin, TX (USA)",2023-06-07,1165,2023,men_100m,Men 100m,24.2,True
5017,10.12,0.9,Oliver BROMBY,1998-03-30,GBR,2,"Kuortaneen keskusurheilukenttä, Kuortane (FIN)",2023-06-17,1165,2023,men_100m,Men 100m,25.2,True
5017,10.12,0.9,Samuli SAMUELSSON,1995-06-23,FIN,3,"Kuortaneen keskusurheilukenttä, Kuortane (FIN)",2023-06-17,1165,2023,men_100m,Men 100m,28.0,True
5602,10.13,1.9,Cravon GILLESPIE,1996-07-31,USA,7f2,"Ansin Sports Complex, Miramar, FL (USA)",2021-04-10,1162,2021,men_100m,Men 100m,24.7,True
5602,10.13,2.0,Michael RODGERS,1985-04-24,USA,5h2,"Ansin Sports Complex, Miramar, FL (USA)",2021-04-10,1162,2021,men_100m,Men 100m,36.0,True
5602,10.13,1.8,Ameer WEBB,1991-03-19,USA,2,"Cougar Athletic Stadium, Azusa, CA (USA)",2021-04-17,1162,2021,men_100m,Men 100m,30.1,True
5602,10.13,1.9,Oshane BAILEY,1989-09-08,JAM,2f5,"GC Foster College, Spanish Town (JAM)",2021-05-08,1162,2021,men_100m,Men 100m,31.7,True
5602,10.13,1.9,Bryce ROBINSON,1993-11-13,USA,7,"Hilmer Lodge Stadium, Walnut, CA (USA)",2021-05-09,1162,2021,men_100m,Men 100m,27.5,True
5602,10.13,1.4,Lorenzo PATTA,2000-05-23,ITA,1,"Centro Sportivo Fontanassa, Savona (ITA)",2021-05-13,1162,2021,men_100m,Men 100m,21.0,True
5602,10.13,2.0,Felipe BARDI,1998-10-08,BRA,1f1,"Cougar Athletic Stadium, Azusa, CA (USA)",2021-05-15,1162,2021,men_100m,Men 100m,22.6,True
5602,10.13,2.0,Yuki KOIKE,1995-05-13,JPN,3f1,"Athletic Stadium, Tottori (JPN)",2021-06-06,1162,2021,men_100m,Men 100m,26.1,True
5602,10.13,-0.4,Bingtian SU,1989-08-29,CHN,1h1,"Shangyu Stadium, Shaoxing (CHN)",2021-06-11,1164,2021,men_100m,Men 100m,31.8,True
5602,10.13,1.2,Godson Oke OGHENEBRUME,2003-05-27,NGR,4,"Yabatech Sport Complex, Lagos (NGR)",2021-06-17,1162,2021,men_100m,Men 100m,18.1,True
5602,10.13,2.0,Matthew BOLING,2000-06-20,USA,5h3,"Hayward Field, Eugene, OR (USA)",2021-06-19,1162,2021,men_100m,Men 100m,21.0,True
5602,10.13,1.9,Bryce ROBINSON,1993-11-13,USA,4h4,"Hayward Field, Eugene, OR (USA)",2021-06-19,1162,2021,men_100m,Men 100m,27.6,True
5602,10.13,1.0,Tyquendo TRACEY,1993-06-10,JAM,1h1,"National Stadium, Kingston (JAM)",2021-06-24,1162,2021,men_100m,Men 100m,28.0,True
5602,10.13,1.0,Nigel ELLIS,1997-08-08,JAM,1h1,"National Stadium, Kingston (JAM)",2021-06-24,1162,2021,men_100m,Men 100m,23.9,True
5602,10.13,-1.0,Bingtian SU,1989-08-29,CHN,1h4,Chongqing (CHN),2021-06-24,1168,2021,men_100m,Men 100m,31.8,True
5602,10.13,-0.8,Isiah YOUNG,1990-01-05,USA,4,"Olympiastadion, Stockholm (SWE)",2021-07-04,1166,2021,men_100m,Men 100m,31.5,True
5602,10.13,0.7,Reece PRESCOD,1996-02-29,GBR,1,"International Stadium, Gateshead (GBR)",2021-07-13,1162,2021,men_100m,Men 100m,25.4,True
5602,10.13,0.4,Zharnel HUGHES,1995-07-13,GBR,3,"International Stadium, Gateshead (GBR)",2021-07-13,1162,2021,men_100m,Men 100m,26.0,True
5602,10.13,0.4,Andre DE GRASSE,1994-11-10,CAN,4,"International Stadium, Gateshead (GBR)",2021-07-13,1162,2021,men_100m,Men 100m,26.7,True
5602,10.13,0.4,Fred KERLEY,1995-05-07,USA,5,"International Stadium, Gateshead (GBR)",2021-07-13,1162,2021,men_100m,Men 100m,26.2,True
5602,10.13,0.8,Benjamin AZAMATI,1998-01-14,GHA,3h7,"National Stadium, Tokyo (JPN)",2021-07-31,1162,2021,men_100m,Men 100m,23.5,True
5602,10.13,0.2,Cejhae GREENE,1995-10-06,ANT,3,"Stadion Wankdorf, Bern (SUI)",2021-08-21,1162,2021,men_100m,Men 100m,25.9,True
5602,10.13,1.2,Erik CARDOSO,2000-03-03,BRA,1sf1,Bragança Paulista (BRA),2021-09-04,1162,2021,men_100m,Men 100m,21.5,True
5602,10.13,-0.1,Justin GATLIN,1982-02-10,USA,3,"Stadio Comunale, Bellinzona (SUI)",2021-09-14,1162,2021,men_100m,Men 100m,39.6,True
5602,10.13,0.6,Ackeem BLAKE,2002-01-21,JAM,1,"National Stadium, Kingston (JAM)",2022-03-26,1162,2022,men_100m,Men 100m,20.2,True
5602,10.13,2.0,Yohan BLAKE,1989-12-26,JAM,1h5,"National Stadium, Kingston (JAM)",2022-04-23,1162,2022,men_100m,Men 100m,32.3,True
5602,10.13,1.9,Dorian CAMEL,1999-03-03,USA,2f1,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",2022-04-23,1162,2022,men_100m,Men 100m,23.1,True
5602,10.13,0.8,Erik CARDOSO,2000-03-03,BRA,1,São Paulo (BRA),2022-04-27,1162,2022,men_100m,Men 100m,22.1,True
5602,10.13,-1.8,Felipe BARDI,1998-10-08,BRA,2,"COTP Stadium, São Paulo (BRA)",2022-05-01,1172,2022,men_100m,Men 100m,23.6,True
5602,10.13,2.0,Isiah YOUNG,1990-01-05,USA,3,"Moi International Sports Centre, Kasarani, Nairobi (KEN)",2022-05-07,1162,2022,men_100m,Men 100m,32.3,True
5602,10.13,2.0,Henricho BRUINTJIES,1993-07-16,RSA,4,"Moi International Sports Centre, Kasarani, Nairobi (KEN)",2022-05-07,1162,2022,men_100m,Men 100m,28.8,True
5602,10.13,-0.3,Christian COLEMAN,1996-03-06,USA,1h1,"National Stadium, Tokyo (JPN)",2022-05-08,1163,2022,men_100m,Men 100m,26.2,True
5602,10.13,1.2,Jo'Vaughn MARTIN,,USA,1,"Morris Williams T&F Stadium, Durham, NC (USA)",2022-05-14,1162,2022,men_100m,Men 100m,,True
5602,10.13,0.6,Matthew BOLING,2000-06-20,USA,4,"Ole Miss T&F Complex, Oxford, MS (USA)",2022-05-14,1162,2022,men_100m,Men 100m,21.9,True
5602,10.13,0.7,JaVaughn MOORE,2000-01-05,USA,1,"Drake Stadium, Des Moines, IA (USA)",2022-05-15,1162,2022,men_100m,Men 100m,22.4,True
5602,10.13,-0.2,Aaron BROWN,1992-05-27,CAN,1,"Alexander Stadium, Birmingham (GBR)",2022-05-21,1163,2022,men_100m,Men 100m,30.0,True
5602,10.13,0.5,Yuki KOIKE,1995-05-13,JPN,1sf1,"Yanmar Stadium Nagai, Osaka (JPN)",2022-06-09,1162,2022,men_100m,Men 100m,27.1,True
5602,10.13,1.4,Felipe BARDI,1998-10-08,BRA,1,Rio de Janeiro (BRA),2022-06-22,1162,2022,men_100m,Men 100m,23.7,True
5602,10.13,1.4,Rodrigo DO NASCIMENTO,1994-09-26,BRA,2,Rio de Janeiro (BRA),2022-06-22,1162,2022,men_100m,Men 100m,27.7,True
5602,10.13,0.7,Tajay GAYLE,1996-08-02,JAM,4h2,"National Stadium, Kingston (JAM)",2022-06-23,1162,2022,men_100m,Men 100m,25.9,True
5602,10.13,1.2,Michael CAMPBELL,1996-11-29,JAM,4h3,"National Stadium, Kingston (JAM)",2022-06-23,1162,2022,men_100m,Men 100m,25.6,True
5602,10.13,1.0,Nigel ELLIS,1997-08-08,JAM,7,"National Stadium, Kingston (JAM)",2022-06-24,1162,2022,men_100m,Men 100m,24.9,True
5602,10.13,1.0,Luxolo ADAMS,1996-08-01,RSA,1,"Stade Raymond Petit, Tomblaine (FRA)",2022-07-02,1162,2022,men_100m,Men 100m,25.9,True
5602,10.13,0.1,Zharnel HUGHES,1995-07-13,GBR,3sf2,"Hayward Field, Eugene, OR (USA)",2022-07-16,1162,2022,men_100m,Men 100m,27.0,True
5602,10.13,0.2,Reynier MENA,1996-11-21,CUB,1,Leiria (POR),2022-07-30,1162,2022,men_100m,Men 100m,25.7,True
5602,10.13,-0.9,Akani SIMBINE,1993-09-21,RSA,2,"Alexander Stadium, Birmingham (GBR)",2022-08-03,1167,2022,men_100m,Men 100m,28.9,True
5602,10.13,0.4,Nethaneel MITCHELL-BLAKE,1994-04-02,GBR,1sf3,"Alexander Stadium, Birmingham (GBR)",2022-08-03,1162,2022,men_100m,Men 100m,28.3,True
5602,10.13,-0.7,Christian COLEMAN,1996-03-06,USA,4,"Stadion Śląski, Chorzów (POL)",2022-08-06,1166,2022,men_100m,Men 100m,26.4,True
5602,10.13,-0.7,Yohan BLAKE,1989-12-26,JAM,5,"Stadion Śląski, Chorzów (POL)",2022-08-06,1166,2022,men_100m,Men 100m,32.6,True
5602,10.13,0.1,Jeremiah AZU,2001-05-15,GBR,3,"Olympiastadion, München (GER)",2022-08-16,1162,2022,men_100m,Men 100m,21.3,True
5602,10.13,0.3,Ján VOLKO,1996-11-02,SVK,3sf2,"Olympiastadion, München (GER)",2022-08-16,1162,2022,men_100m,Men 100m,25.8,True
5602,10.13,0.2,Jeremiah AZU,2001-05-15,GBR,1h1,"Stadion Manfort, Leverkusen (GER)",2022-08-28,1162,2022,men_100m,Men 100m,21.3,True
5602,10.13,-1.6,Marvin BRACY-WILLIAMS,1993-12-15,USA,2f2,"Stadio Colbachini, Padova (ITA)",2022-09-04,1171,2022,men_100m,Men 100m,28.7,True
5602,10.13,0.8,Rivaldo ROBERTS,1996-04-27,RSA,1,"Pilditch Stadium, Pretoria (RSA)",2023-03-11,1162,2023,men_100m,Men 100m,26.9,True
5602,10.13,-2.0,Oblique SEVILLE,2001-03-16,JAM,1f6,"National Stadium, Kingston (JAM)",2023-03-18,1174,2023,men_100m,Men 100m,22.0,True
5602,10.13,2.0,Da'marcus FLEMING,2001-12-21,USA,2f1,"UMiami Cobb Stadium, Coral Gables, FL (USA)",2023-03-18,1162,2023,men_100m,Men 100m,21.2,True
5602,10.13,-1.0,Edward OSEI-NKETIA,2001-05-08,NZL,1f1,"Queensland Sport and Athletics Centre, Nathan, Brisbane (AUS)",2023-03-25,1168,2023,men_100m,Men 100m,21.9,True
5602,10.13,1.2,Kion BENJAMIN,2000-11-13,TTO,1f4,"Clyde Hart Track & Field Stadium, Waco, TX (USA)",2023-03-25,1162,2023,men_100m,Men 100m,22.4,True
5602,10.13,1.5,Godson Oke OGHENEBRUME,2003-05-27,NGR,1f1,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",2023-04-08,1162,2023,men_100m,Men 100m,19.9,True
5602,10.13,1.0,Sterling WARNER-SAVAGE,2000-01-07,USA,5f1,"Percy Beard Track, Gainesville, FL (USA)",2023-04-15,1162,2023,men_100m,Men 100m,23.3,True
5602,10.13,0.8,Tapiwa MAKARAWU,2000-08-14,ZIM,2f1,"New Mexico JC, Hobbs, NM (USA)",2023-04-15,1162,2023,men_100m,Men 100m,22.7,True
5602,10.13,0.9,Oshane BAILEY,1989-09-08,JAM,1h5,"National Stadium, Kingston (JAM)",2023-04-22,1162,2023,men_100m,Men 100m,33.6,True
5602,10.13,1.8,Femi OGUNODE,1991-05-15,QAT,1,Doha (QAT),2023-04-26,1162,2023,men_100m,Men 100m,31.9,True
5602,10.13,0.8,Micah WILLIAMS,2001-11-12,USA,2f1,"Univ. of Arizona Roy P. Drachman Stadium, Tucson, AZ (USA)",2023-04-29,1162,2023,men_100m,Men 100m,21.5,True
5602,10.13,1.3,J.T SMITH,,USA,1h1,"Memorial Stadium, Commerce, TX (USA)",2023-05-05,1162,2023,men_100m,Men 100m,,True
5602,10.13,1.4,Javonte' HARDING,2001-08-29,USA,1h2,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",2023-05-12,1162,2023,men_100m,Men 100m,21.7,True
5602,10.13,1.1,Sterling WARNER-SAVAGE,2000-01-07,USA,2,"Paul Derr TF Facility, Raleigh, NC (USA)",2023-05-13,1162,2023,men_100m,Men 100m,23.3,True
5602,10.13,0.6,James DADZIE,2001-05-17,GHA,3,"New Mexico JC, Hobbs, NM (USA)",2023-05-20,1162,2023,men_100m,Men 100m,22.0,True
5602,10.13,1.5,Hiroki YANAGITA,2003-07-25,JPN,3h1,"International Stadium, Yokohama (JPN)",2023-05-21,1162,2023,men_100m,Men 100m,19.8,True
5602,10.13,1.9,Rodney HEATH,2002-05-22,USA,2pr2,"Jax Track at Hodges Stadium, Jacksonville, FL (USA)",2023-05-24,1162,2023,men_100m,Men 100m,21.0,True
