Rank,Mark,wind,athlete_name,dob,country,pos,venue,date,results_score,year,discipline_key,discipline_label,age,wind_legal
6498,11.22,0.2,Viwe JINGQI,2005-02-17,RSA,1,"McArthur Stadium, Potchefstroom (RSA)",2022-03-31,1152,2022,women_100m,Women 100m,17.1,True
6498,11.22,1.2,Alana REID,2005-01-20,JAM,2,"National Stadium, Kingston (JAM)",2022-04-06,1152,2022,women_100m,Women 100m,17.2,True
6498,11.22,0.6,Tina CLAYTON,2004-08-17,JAM,1,"National Stadium, Kingston (JAM)",2022-04-16,1152,2022,women_100m,Women 100m,17.7,True
6498,11.22,1.7,Jadyn MAYS,2002-04-02,USA,6,"Hilmer Lodge Stadium, Walnut, CA (USA)",2022-04-16,1152,2022,women_100m,Women 100m,20.0,True
6498,11.22,-0.8,Edidiong Ofinome ODIONG,1997-03-13,BRN,3f2,"Percy Beard Track, Gainesville, FL (USA)",2022-04-16,1156,2022,women_100m,Women 100m,25.1,True
6498,11.22,1.1,Anavia BATTLE,1999-03-28,USA,1h1,"Franklin Field, Philadelphia, PA (USA)",2022-04-29,1152,2022,women_100m,Women 100m,23.1,True
6498,11.22,2.0,Khamica BINGHAM,1994-06-15,CAN,4f1,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",2022-04-30,1152,2022,women_100m,Women 100m,27.9,True
6498,11.22,0.6,Nzubechi Grace NWOKOCHA,2001-04-07,NGR,1h3,"Dick Vert Stadium, High Point, NC (USA)",2022-05-10,1152,2022,women_100m,Women 100m,21.1,True
6498,11.22,-2.2,Elaine THOMPSON-HERAH,1992-06-28,JAM,1h1,"Estadio Francisco Montaner, Ponce (PUR)",2022-05-12,1165,2022,women_100m,Women 100m,29.9,True
6498,11.22,-0.6,Michelle-Lee AHYE,1992-04-10,TTO,2h2,"Estadio Francisco Montaner, Ponce (PUR)",2022-05-12,1155,2022,women_100m,Women 100m,30.1,True
6498,11.22,-0.6,Natalliah WHYTE,1997-08-09,JAM,2h2,"Estadio Francisco Montaner, Ponce (PUR)",2022-05-12,1155,2022,women_100m,Women 100m,24.8,True
6498,11.22,1.5,Iyana GRAY,2003-02-27,USA,2,"Cajuns Track and Soccer Facility, University of Louisiana, Lafayette, LA (USA)",2022-05-14,1152,2022,women_100m,Women 100m,19.2,True
6498,11.22,-0.2,Vitoria Cristina ROSA,1996-01-12,BRA,1,La Nucia (ESP),2022-05-20,1153,2022,women_100m,Women 100m,26.4,True
6498,11.22,1.1,Manqi GE,1997-10-13,CHN,1h,"Beijing Sport University, Beijing (CHN)",2022-05-21,1152,2022,women_100m,Women 100m,24.6,True
6498,11.22,0.3,Natasha MORRISON,1992-11-17,JAM,3,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",2022-06-05,1152,2022,women_100m,Women 100m,29.5,True
6498,11.22,1.5,Lynna IRBY,1998-12-06,USA,2h3,"Vanderbilt Track, Nashville, TN (USA)",2022-06-05,1152,2022,women_100m,Women 100m,23.5,True
6498,11.22,-0.4,Anna KIEŁBASIŃSKA,1990-06-26,POL,3,"Stadion Śląski, Chorzów (POL)",2022-06-05,1154,2022,women_100m,Women 100m,31.9,True
6498,11.22,0.6,Ezinne ABBA,2000-11-01,NGR,5sf1,"Hayward Field, Eugene, OR (USA)",2022-06-09,1152,2022,women_100m,Women 100m,21.6,True
6498,11.22,0.2,Kevona DAVIS,2001-12-20,JAM,7,"Hayward Field, Eugene, OR (USA)",2022-06-11,1152,2022,women_100m,Women 100m,20.5,True
6498,11.22,1.5,Destiny SMITH-BARNETT,1996-07-26,USA,5h1,"Hayward Field, Eugene, OR (USA)",2022-06-23,1152,2022,women_100m,Women 100m,25.9,True
6498,11.22,1.2,Diana VAISMAN,1998-07-23,ISR,1h3,"Givat Ram Stadium, Jerusalem (ISR)",2022-06-26,1152,2022,women_100m,Women 100m,23.9,True
6498,11.22,1.1,Kortnei JOHNSON,1997-08-11,USA,6h2,"Billy J. Murphy Track and Field Complex, Memphis, TN (USA)",2022-07-30,1152,2022,women_100m,Women 100m,25.0,True
6498,11.22,-0.3,Natasha MORRISON,1992-11-17,JAM,1h2,"Centro Sportivo Saletti, Nembro (ITA)",2022-08-02,1153,2022,women_100m,Women 100m,29.7,True
6498,11.22,-0.6,Ewa SWOBODA,1997-07-26,POL,2sf3,"Olympiastadion, München (GER)",2022-08-16,1155,2022,women_100m,Women 100m,25.1,True
6498,11.22,0.1,Yunisleydis DE LA C. GARCÍA,1999-08-11,CUB,4h1,"Grand Bahama Sports Complex, Freeport (BAH)",2022-08-20,1152,2022,women_100m,Women 100m,23.0,True
6498,11.22,-0.8,Kiara PARKER,1996-10-28,USA,2,"Stadion Manfort, Leverkusen (GER)",2022-08-28,1156,2022,women_100m,Women 100m,25.8,True
6498,11.22,-0.1,Kayla WHITE,1996-09-24,USA,4,"Olympiastadion, Berlin (GER)",2022-09-04,1152,2022,women_100m,Women 100m,25.9,True
6498,11.22,-1.1,Natasha MORRISON,1992-11-17,JAM,1f1,"Stadio Colbachini, Padova (ITA)",2022-09-04,1158,2022,women_100m,Women 100m,29.8,True
6498,11.22,1.8,Serena COLE,2004-06-26,JAM,1h3,"National Stadium, Kingston (JAM)",2023-03-10,1152,2023,women_100m,Women 100m,18.7,True
6498,11.22,2.0,Kasheika CAMERON,1998-10-22,JAM,3h2,"Ansin Sports Complex, Miramar, FL (USA)",2023-04-08,1152,2023,women_100m,Women 100m,24.5,True
6498,11.22,-0.6,Yunisleydis DE LA C. GARCÍA,1999-08-11,CUB,1f2,"Estadio de la Universidad Militar Bolivariana, Caracas (VEN)",2023-04-27,1155,2023,women_100m,Women 100m,23.7,True
6498,11.22,1.5,Khamica BINGHAM,1994-06-15,CAN,2f2,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",2023-04-29,1152,2023,women_100m,Women 100m,28.9,True
6498,11.22,0.9,Jessika GBAI,1998-12-29,CIV,4f1,"National Training Center, Clermont, FL (USA)",2023-05-14,1152,2023,women_100m,Women 100m,24.4,True
6498,11.22,1.0,Géraldine FREY,1997-06-19,SUI,3,"Centro Sportivo Fontanassa, Savona (ITA)",2023-05-24,1152,2023,women_100m,Women 100m,25.9,True
6498,11.22,1.2,Maboundou KONÉ,1997-05-16,CIV,1h1,"Stade des Grands Pêchers, Montreuil (FRA)",2023-05-31,1152,2023,women_100m,Women 100m,26.0,True
6498,11.22,-0.1,Gina BASS,1995-05-03,GAM,1h2,"Stade des Grands Pêchers, Montreuil (FRA)",2023-05-31,1152,2023,women_100m,Women 100m,28.1,True
6498,11.22,1.6,Natasha MORRISON,1992-11-17,JAM,7f1,"National Stadium, Kingston (JAM)",2023-06-03,1152,2023,women_100m,Women 100m,30.5,True
6498,11.22,-0.1,N'Ketia SEEDO,2003-06-07,NED,5,"FBK Stadium, Hengelo (NED)",2023-06-04,1152,2023,women_100m,Women 100m,20.0,True
6498,11.22,0.4,Shannon RAY,1995-12-31,USA,2h2,"Stadion Śląski, Chorzów (POL)",2023-06-04,1152,2023,women_100m,Women 100m,27.4,True
6498,11.22,0.9,Gina BASS,1995-05-03,GAM,8,"Bislett Stadion, Oslo (NOR)",2023-06-15,1152,2023,women_100m,Women 100m,28.1,True
6498,11.22,-0.6,Tamari DAVIS,2003-02-15,USA,1h1,"Marietta HS, Marietta, GA (USA)",2023-06-17,1155,2023,women_100m,Women 100m,20.3,True
6498,11.22,1.4,Taylor ANDERSON,1994-12-01,USA,2h3,"Marietta HS, Marietta, GA (USA)",2023-06-17,1152,2023,women_100m,Women 100m,28.5,True
6922,11.23,-0.3,Nzubechi Grace NWOKOCHA,2001-04-07,NGR,1,"FUTA, Akure (NGR)",2021-03-13,1151,2021,women_100m,Women 100m,19.9,True
6922,11.23,1.8,Cambrea STURGIS,1999-03-27,USA,3,"Mike A. Myers Stadium, Austin, TX (USA)",2021-03-27,1150,2021,women_100m,Women 100m,22.0,True
6922,11.23,1.3,Kynnedy FLANNEL,2000-07-12,USA,1,"Mike A. Myers Stadium, Austin, TX (USA)",2021-04-03,1150,2021,women_100m,Women 100m,20.7,True
6922,11.23,1.3,Maia MCCOY,1996-12-09,USA,1f1,"Tom Black Track at LaPorte Stadium, Knoxville, TN (USA)",2021-04-09,1150,2021,women_100m,Women 100m,24.3,True
6922,11.23,0.5,Hana BASIC,1996-01-22,AUS,1,"SOPAC, Sydney (AUS)",2021-04-17,1150,2021,women_100m,Women 100m,25.2,True
6922,11.23,1.5,Morolake AKINOSUN,1994-05-17,USA,2f6,"Clyde Hart Track & Field Stadium, Waco, TX (USA)",2021-04-17,1150,2021,women_100m,Women 100m,26.9,True
6922,11.23,1.2,Maia MCCOY,1996-12-09,USA,2f1,"Tom Black Track at LaPorte Stadium, Knoxville, TN (USA)",2021-05-01,1150,2021,women_100m,Women 100m,24.4,True
6922,11.23,2.0,Kiana FOSTER,,USA,1f1,"Southeastern Track Complex, Hammond, LA (USA)",2021-05-01,1150,2021,women_100m,Women 100m,,True
6922,11.23,1.1,Michelle-Lee AHYE,1992-04-10,TTO,1f1,"Cougar Athletic Stadium, Azusa, CA (USA)",2021-05-15,1150,2021,women_100m,Women 100m,29.1,True
6922,11.23,0.4,Hannah CUNLIFFE,1996-01-09,USA,3f2,"Boston, MA (USA)",2021-05-23,1150,2021,women_100m,Women 100m,25.4,True
6922,11.23,1.4,Ka'Tia SEYMOUR,1997-10-03,USA,2pr3,"Jax Track at Hodges Stadium, Jacksonville, FL (USA)",2021-05-27,1150,2021,women_100m,Women 100m,23.6,True
6922,11.23,0.9,Symone MASON,1999-08-31,USA,1pr6,"Jax Track at Hodges Stadium, Jacksonville, FL (USA)",2021-05-27,1150,2021,women_100m,Women 100m,21.7,True
6922,11.23,2.0,Daryll NEITA,1996-08-29,GBR,2h2,"Jax Track at Hodges Stadium, Jacksonville, FL (USA)",2021-05-31,1150,2021,women_100m,Women 100m,24.8,True
6922,11.23,1.7,Barbara PIERRE,1987-04-28,USA,3f1,"Ansin Sports Complex, Miramar, FL (USA)",2021-06-05,1150,2021,women_100m,Women 100m,34.1,True
6922,11.23,1.0,Gabriela Anahi SUAREZ,2001-02-02,ECU,3h1,Salamanca (ESP),2021-06-05,1150,2021,women_100m,Women 100m,20.3,True
6922,11.23,0.4,Manqi GE,1997-10-13,CHN,1h1,"Shangyu Stadium, Shaoxing (CHN)",2021-06-11,1150,2021,women_100m,Women 100m,23.7,True
6922,11.23,1.5,Murielle AHOURÉ,1987-08-23,CIV,1f1,"Calvary Christian Academy Athletic Fields, Fort Lauderdale, FL (USA)",2021-06-11,1150,2021,women_100m,Women 100m,33.8,True
6922,11.23,1.3,English GARDNER,1992-04-22,USA,1h1,"Our Lady of Good Counsel HS, Olney, MD (USA)",2021-06-12,1150,2021,women_100m,Women 100m,29.1,True
6922,11.23,1.1,Caitland SMITH,1996-03-24,USA,6h3,"Hayward Field, Eugene, OR (USA)",2021-06-18,1150,2021,women_100m,Women 100m,25.2,True
6922,11.23,-1.0,Candace HILL,1999-02-11,USA,8,"Hayward Field, Eugene, OR (USA)",2021-06-19,1156,2021,women_100m,Women 100m,22.4,True
6922,11.23,1.2,Kristal AWUAH,1999-08-07,GBR,4,"Sportcity Regional Arena, Manchester (GBR)",2021-06-26,1150,2021,women_100m,Women 100m,21.9,True
6922,11.23,2.0,Crystal EMMANUEL,1991-11-27,CAN,1h1,"Complexe Sportif Claude-Robillard, Montréal (CAN)",2021-06-29,1150,2021,women_100m,Women 100m,29.6,True
6922,11.23,0.3,Rebekka HAASE,1993-01-02,GER,1,"Mommsenstadion, Berlin (GER)",2021-06-29,1150,2021,women_100m,Women 100m,28.5,True
6922,11.23,-1.3,Kayla WHITE,1996-09-24,USA,1,"Olympiastadion, Stockholm (SWE)",2021-07-04,1157,2021,women_100m,Women 100m,24.8,True
6922,11.23,1.5,Khamica BINGHAM,1994-06-15,CAN,2,"International Stadium, Gateshead (GBR)",2021-07-13,1150,2021,women_100m,Women 100m,27.1,True
6922,11.23,1.0,Vitoria Cristina ROSA,1996-01-12,BRA,1f1,"Centro de Atletismo Professor Oswaldo Terra, Sao Bernardo do Campo (BRA)",2022-02-26,1150,2022,women_100m,Women 100m,26.1,True
6922,11.23,-2.8,Tina CLAYTON,2004-08-17,JAM,1,"National Stadium, Kingston (JAM)",2022-04-06,1166,2022,women_100m,Women 100m,17.6,True
6922,11.23,-0.1,Jadyn MAYS,2002-04-02,USA,1h4,"Hilmer Lodge Stadium, Walnut, CA (USA)",2022-04-15,1150,2022,women_100m,Women 100m,20.0,True
6922,11.23,1.6,Maia MCCOY,1996-12-09,USA,7h1,"Hilmer Lodge Stadium, Walnut, CA (USA)",2022-04-16,1150,2022,women_100m,Women 100m,25.3,True
6922,11.23,-0.1,Kamaya DUBOSE-EPPS,,USA,3f1,"Percy Beard Track, Gainesville, FL (USA)",2022-04-16,1150,2022,women_100m,Women 100m,,True
6922,11.23,2.0,English GARDNER,1992-04-22,USA,5,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",2022-05-07,1150,2022,women_100m,Women 100m,30.0,True
6922,11.23,1.0,Kemba NELSON,2000-02-23,JAM,1h2,"Hayward Field, Eugene, OR (USA)",2022-05-14,1150,2022,women_100m,Women 100m,22.2,True
6922,11.23,0.8,TyNia GAITHER,1993-03-16,BAH,2,"FBK Stadium, Hengelo (NED)",2022-06-06,1150,2022,women_100m,Women 100m,29.2,True
6922,11.23,0.6,Nya BUSSEY,,USA,6sf1,"Hayward Field, Eugene, OR (USA)",2022-06-09,1150,2022,women_100m,Women 100m,,True
6922,11.23,-0.2,Imani LANSIQUOT,1997-12-17,GBR,1f1,"Stratford Community Track, London (GBR)",2022-06-11,1151,2022,women_100m,Women 100m,24.5,True
6922,11.23,0.2,Shashalee FORBES,1996-05-10,JAM,1h4,"National Stadium, Kingston (JAM)",2022-06-23,1150,2022,women_100m,Women 100m,26.1,True
6922,11.23,0.3,Géraldine FREY,1997-06-19,SUI,1sf2,"Letzigrund, Zürich (SUI)",2022-06-24,1150,2022,women_100m,Women 100m,25.0,True
6922,11.23,0.5,Jonielle SMITH,1996-01-30,JAM,3sf1,"National Stadium, Kingston (JAM)",2022-06-24,1150,2022,women_100m,Women 100m,26.4,True
6922,11.23,0.6,Bassant HEMIDA,1996-09-28,EGY,1h2,"Stade Complexe Olympique, Oran (ALG)",2022-06-30,1150,2022,women_100m,Women 100m,25.8,True
6922,11.23,0.4,TyNia GAITHER,1993-03-16,BAH,7,"Alexander Stadium, Birmingham (GBR)",2022-08-03,1150,2022,women_100m,Women 100m,29.4,True
6922,11.23,-0.1,Viwe JINGQI,2005-02-17,RSA,6,"Pascual Guerrero Stadium, Cali (COL)",2022-08-03,1150,2022,women_100m,Women 100m,17.5,True
6922,11.23,0.1,Imani LANSIQUOT,1997-12-17,GBR,3sf1,"Olympiastadion, München (GER)",2022-08-16,1150,2022,women_100m,Women 100m,24.7,True
6922,11.23,-0.1,Michelle-Lee AHYE,1992-04-10,TTO,5,"Grand Bahama Sports Complex, Freeport (BAH)",2022-08-20,1150,2022,women_100m,Women 100m,30.4,True
6922,11.23,-1.5,Natasha MORRISON,1992-11-17,JAM,1h2,"Grand Bahama Sports Complex, Freeport (BAH)",2022-08-20,1159,2022,women_100m,Women 100m,29.8,True
6922,11.23,-1.5,Celera BARNES,1998-12-02,USA,1h2,"Grand Bahama Sports Complex, Freeport (BAH)",2022-08-20,1159,2022,women_100m,Women 100m,23.7,True
6922,11.23,1.3,Shannon RAY,1995-12-31,USA,3,"Sportcentrum, Pápa (HUN)",2022-09-06,1150,2022,women_100m,Women 100m,26.7,True
6922,11.23,0.5,Torrie LEWIS,2005-01-08,AUS,2f1,"SOPAC, Sydney (AUS)",2023-03-11,1150,2023,women_100m,Women 100m,18.2,True
6922,11.23,1.3,Bree MASTERS,1995-06-24,AUS,2f2,"Douglas Track & Field, Auckland (NZL)",2023-03-16,1150,2023,women_100m,Women 100m,27.7,True
6922,11.23,1.5,Ashanti MOORE,2000-11-07,JAM,2,"Mike A. Myers Stadium, Austin, TX (USA)",2023-04-01,1150,2023,women_100m,Women 100m,22.4,True
6922,11.23,1.9,Imani LANSIQUOT,1997-12-17,GBR,4f1,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",2023-04-22,1150,2023,women_100m,Women 100m,25.3,True
6922,11.23,1.8,Rebekka HAASE,1993-01-02,GER,4f1,"National Training Center, Clermont, FL (USA)",2023-04-23,1150,2023,women_100m,Women 100m,30.3,True
6922,11.23,1.9,Kaila JACKSON,2004-06-30,USA,4f1,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",2023-04-29,1150,2023,women_100m,Women 100m,18.8,True
6922,11.23,1.8,Semira KILLEBREW,2001-03-30,USA,2h4,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",2023-05-12,1150,2023,women_100m,Women 100m,22.1,True
6922,11.23,0.9,Anthaya CHARLTON,,BAH,6,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",2023-05-13,1150,2023,women_100m,Women 100m,,True
6922,11.23,1.0,Lanae-Tava THOMAS,2001-01-28,USA,2pr1,"Hornet Stadium - Sac St., Sacramento, CA (USA)",2023-05-25,1150,2023,women_100m,Women 100m,22.3,True
6922,11.23,-0.8,Gabrielle THOMAS,1996-12-07,USA,6h1,"Drake Stadium, Los Angeles, CA (USA)",2023-05-27,1154,2023,women_100m,Women 100m,26.5,True
6922,11.23,-0.4,Abby STEINER,1999-11-24,USA,5,"Stadio Luigi Ridolfi, Firenze (ITA)",2023-06-02,1152,2023,women_100m,Women 100m,23.5,True
6922,11.23,0.7,Tia CLAYTON,2004-08-17,JAM,2f2,"National Stadium, Kingston (JAM)",2023-06-03,1150,2023,women_100m,Women 100m,18.8,True
6922,11.23,0.0,Arialis GANDULLA,1995-06-22,POR,4,"Stadion Śląski, Chorzów (POL)",2023-06-04,1150,2023,women_100m,Women 100m,28.0,True
6922,11.23,-0.1,Caisja CHANDLER,2000-06-18,USA,6sf1,"Mike A. Myers Stadium, Austin, TX (USA)",2023-06-08,1150,2023,women_100m,Women 100m,23.0,True
6922,11.23,1.3,Boglárka TAKÁCS,2001-08-28,HUN,1,"Lantos Mihály Sportközpont, Budapest (HUN)",2023-06-08,1150,2023,women_100m,Women 100m,21.8,True
6922,11.23,1.3,Jada BAYLARK,1997-10-17,USA,2,"Lantos Mihály Sportközpont, Budapest (HUN)",2023-06-08,1150,2023,women_100m,Women 100m,25.6,True
7327,11.24,1.2,Vitoria Cristina ROSA,1996-01-12,BRA,1h2,"CVEATC, Chula Vista, CA (USA)",2021-04-03,1148,2021,women_100m,Women 100m,25.2,True
7327,11.24,1.6,Ayla STANISCLAUS,2000-03-19,TTO,1f1,"West Texas A&M University Track & Soccer Complex, Canyon, TX (USA)",2021-04-03,1148,2021,women_100m,Women 100m,21.0,True
7327,11.24,1.3,Kasheika CAMERON,1998-10-22,JAM,4,"Tropical Park Track, Miami, FL (USA)",2021-04-24,1148,2021,women_100m,Women 100m,22.5,True
7327,11.24,1.9,Melissa JEFFERSON,2001-02-21,USA,3,"Jax Track at Hodges Stadium, Jacksonville, FL (USA)",2021-04-30,1148,2021,women_100m,Women 100m,20.2,True
7327,11.24,1.5,Gloria HOOPER,1992-03-03,ITA,1f1,"Stadio Guidobaldi, Rieti (ITA)",2021-05-22,1148,2021,women_100m,Women 100m,29.2,True
7327,11.24,-1.3,Dezerea BRYANT,1993-04-27,USA,1,"Nashville, TN (USA)",2021-06-06,1155,2021,women_100m,Women 100m,28.1,True
7327,11.24,0.1,Tatjana PINTO,1992-07-02,GER,1h4,"Sportanlage am Weinweg, Regensburg (GER)",2021-06-20,1148,2021,women_100m,Women 100m,29.0,True
7327,11.24,0.2,Khamica BINGHAM,1994-06-15,CAN,2,"Complexe Sportif Claude-Robillard, Montréal (CAN)",2021-06-25,1148,2021,women_100m,Women 100m,27.0,True
7327,11.24,1.2,Imani LANSIQUOT,1997-12-17,GBR,5,"Sportcity Regional Arena, Manchester (GBR)",2021-06-26,1148,2021,women_100m,Women 100m,23.5,True
7327,11.24,-0.4,Mujinga KAMBUNDJI,1992-06-17,SUI,2f1,"Stadion Allmend, Luzern (SUI)",2021-06-29,1150,2021,women_100m,Women 100m,29.0,True
7327,11.24,1.2,Bassant HEMIDA,1996-09-28,EGY,1h1,Brno (CZE),2021-07-04,1148,2021,women_100m,Women 100m,24.8,True
7327,11.24,0.6,Natasha MORRISON,1992-11-17,JAM,6,"Bregyó Athletic Center, Székesfehérvár (HUN)",2021-07-06,1148,2021,women_100m,Women 100m,28.6,True
7327,11.24,0.1,Kortnei JOHNSON,1997-08-11,USA,1h1,"Marietta HS, Marietta, GA (USA)",2021-07-09,1148,2021,women_100m,Women 100m,23.9,True
7327,11.24,0.8,Kayla WHITE,1996-09-24,USA,3,"Stadio Quercia, Rovereto (ITA)",2021-08-31,1148,2021,women_100m,Women 100m,24.9,True
7327,11.24,-1.1,Beatrice MASILINGI,2003-04-10,NAM,2f2,"Mangaung Athletics Stadium, Bloemfontein (RSA)",2022-03-16,1154,2022,women_100m,Women 100m,18.9,True
7327,11.24,1.2,Samirah MOODY,2002-11-08,USA,1h2,"Mike A. Myers Stadium, Austin, TX (USA)",2022-03-25,1148,2022,women_100m,Women 100m,19.4,True
7327,11.24,0.5,Shashalee FORBES,1996-05-10,JAM,2,"National Stadium, Kingston (JAM)",2022-03-26,1148,2022,women_100m,Women 100m,25.9,True
7327,11.24,0.9,Beatrice MASILINGI,2003-04-10,NAM,2f1,"University of Alabama at Birmingham, Birmingham, AL (USA)",2022-04-02,1148,2022,women_100m,Women 100m,19.0,True
7327,11.24,1.0,Shannon RAY,1995-12-31,USA,1f2,"Percy Beard Track, Gainesville, FL (USA)",2022-04-16,1148,2022,women_100m,Women 100m,26.3,True
7327,11.24,1.3,Xiaojing LIANG,1997-04-07,CHN,5f1,"Jax Track at Hodges Stadium, Jacksonville, FL (USA)",2022-04-30,1148,2022,women_100m,Women 100m,25.1,True
7327,11.24,-0.6,Kayla WHITE,1996-09-24,USA,4h2,"Estadio Francisco Montaner, Ponce (PUR)",2022-05-12,1151,2022,women_100m,Women 100m,25.6,True
7327,11.24,-0.6,Tamari DAVIS,2003-02-15,USA,4h2,"Estadio Francisco Montaner, Ponce (PUR)",2022-05-12,1151,2022,women_100m,Women 100m,19.2,True
7327,11.24,-0.7,Jada BAYLARK,1997-10-17,USA,3,"Ole Miss T&F Complex, Oxford, MS (USA)",2022-05-14,1152,2022,women_100m,Women 100m,24.6,True
7327,11.24,1.3,Joella LLOYD,2002-04-12,ANT,2h2,"Billy Hayes T& F Complex, Bloomington, IN (USA)",2022-05-28,1148,2022,women_100m,Women 100m,20.1,True
7327,11.24,1.3,Melissa JEFFERSON,2001-02-21,USA,2h2,"Billy Hayes T& F Complex, Bloomington, IN (USA)",2022-05-28,1148,2022,women_100m,Women 100m,21.3,True
7327,11.24,-0.2,Yanique DAYLE,1998-12-31,JAM,2h3,"Billy Hayes T& F Complex, Bloomington, IN (USA)",2022-05-28,1149,2022,women_100m,Women 100m,23.4,True
7327,11.24,1.4,Zoe HOBBS,1997-09-11,NZL,1h1,"Aquatic and Recreation Centre, Mackay (AUS)",2022-06-07,1148,2022,women_100m,Women 100m,24.7,True
7327,11.24,1.4,Kasheika CAMERON,1998-10-22,JAM,5,"Jamaica College Ashenheim Stadium, Kingston (JAM)",2022-06-08,1148,2022,women_100m,Women 100m,23.6,True
7327,11.24,1.0,Yanique DAYLE,1998-12-31,JAM,7sf2,"Hayward Field, Eugene, OR (USA)",2022-06-09,1148,2022,women_100m,Women 100m,23.4,True
7327,11.24,0.4,Kynnedy FLANNEL,2000-07-12,USA,5sf3,"Hayward Field, Eugene, OR (USA)",2022-06-09,1148,2022,women_100m,Women 100m,21.9,True
7327,11.24,0.2,Melissa JEFFERSON,2001-02-21,USA,8,"Hayward Field, Eugene, OR (USA)",2022-06-11,1148,2022,women_100m,Women 100m,21.3,True
7327,11.24,0.5,Gina BASS,1995-05-03,GAM,7,"Stade Charléty, Paris (FRA)",2022-06-18,1148,2022,women_100m,Women 100m,27.1,True
7327,11.24,0.4,Shania COLLINS,1996-11-14,USA,3h3,"Hayward Field, Eugene, OR (USA)",2022-06-23,1148,2022,women_100m,Women 100m,25.6,True
7327,11.24,0.1,Serena COLE,2004-06-26,JAM,1sf3,"National Stadium, Kingston (JAM)",2022-06-24,1148,2022,women_100m,Women 100m,18.0,True
7327,11.24,1.2,Tatjana PINTO,1992-07-02,GER,3f1,"Stade de La Charrière, La Chaux-de-Fonds (SUI)",2022-07-03,1148,2022,women_100m,Women 100m,30.0,True
7327,11.24,1.9,Salomé KORA,1994-06-08,SUI,2h1,"Stade Bouleyres, Bulle (SUI)",2022-07-09,1148,2022,women_100m,Women 100m,28.1,True
7327,11.24,1.9,Melissa GUTSCHMIDT,2002-01-07,SUI,2h1,"Stade Bouleyres, Bulle (SUI)",2022-07-09,1148,2022,women_100m,Women 100m,20.5,True
7327,11.24,0.7,Imani LANSIQUOT,1997-12-17,GBR,4h1,"Hayward Field, Eugene, OR (USA)",2022-07-16,1148,2022,women_100m,Women 100m,24.6,True
7327,11.24,0.4,Michelle-Lee AHYE,1992-04-10,TTO,6sf3,"Hayward Field, Eugene, OR (USA)",2022-07-17,1148,2022,women_100m,Women 100m,30.3,True
7327,11.24,0.1,Shashalee FORBES,1996-05-10,JAM,1,"Provincial domain Huizingen, Huizingen (BEL)",2022-07-23,1148,2022,women_100m,Women 100m,26.2,True
7327,11.24,0.7,Julien ALFRED,2001-06-10,LCA,1h7,"Alexander Stadium, Birmingham (GBR)",2022-08-02,1148,2022,women_100m,Women 100m,21.1,True
7327,11.24,0.0,Kiara PARKER,1996-10-28,USA,1h1,"Stadion Manfort, Leverkusen (GER)",2022-08-28,1148,2022,women_100m,Women 100m,25.8,True
7327,11.24,1.3,Mei KODAMA,1999-06-08,JPN,1h3,"Nagaragawa Stadium, Gifu (JPN)",2022-09-24,1148,2022,women_100m,Women 100m,23.3,True
7327,11.24,-0.6,Alana REID,2005-01-20,JAM,2,"National Stadium, Kingston (JAM)",2023-03-11,1151,2023,women_100m,Women 100m,18.1,True
7327,11.24,2.0,Shannon RAY,1995-12-31,USA,4h2,"Ansin Sports Complex, Miramar, FL (USA)",2023-04-08,1148,2023,women_100m,Women 100m,27.3,True
7327,11.24,0.6,Jada BAYLARK,1997-10-17,USA,2f4,"John McDonnell Field, Fayetteville, AR (USA)",2023-04-21,1148,2023,women_100m,Women 100m,25.5,True
7327,11.24,1.7,Lorraine MARTINS,2000-04-04,BRA,2,"CNDA, Bragança Paulista (BRA)",2023-05-07,1148,2023,women_100m,Women 100m,23.1,True
7327,11.24,0.7,Samirah MOODY,2002-11-08,USA,1h2,"Hilmer Lodge Stadium, Walnut, CA (USA)",2023-05-13,1148,2023,women_100m,Women 100m,20.5,True
7327,11.24,0.9,Natalliah WHYTE,1997-08-09,JAM,5f1,"National Training Center, Clermont, FL (USA)",2023-05-14,1148,2023,women_100m,Women 100m,25.8,True
7327,11.24,0.0,Rani ROSIUS,2000-04-25,BEL,1f1,"Blaarmeersen, Gent (BEL)",2023-05-18,1148,2023,women_100m,Women 100m,23.1,True
7327,11.24,-0.2,Yunisleydis DE LA C. GARCÍA,1999-08-11,CUB,1,"Estadio Panamericano, La Habana (CUB)",2023-05-19,1149,2023,women_100m,Women 100m,23.8,True
7327,11.24,1.7,Samirah MOODY,2002-11-08,USA,2pr6,"Hornet Stadium - Sac St., Sacramento, CA (USA)",2023-05-25,1148,2023,women_100m,Women 100m,20.5,True
7327,11.24,1.0,Sedrickia WYNN,,USA,5h3,"Hornet Stadium - Sac St., Sacramento, CA (USA)",2023-05-27,1148,2023,women_100m,Women 100m,,True
